N	2gram	Propp_Isto_2	EvropaiE
1	и в	15	37
2	что в	12	21
3	не только	18	18
4	хотя бы	2	15
5	то же	10	15
6	в качестве	3	14
7	но и	14	14
8	и не	11	14
9	но в	6	14
10	в этом	11	12
11	в их	3	11
12	в том	6	11
13	так и	5	10
14	прежде всего	5	9
15	не может	5	9
16	т е	29	9
17	в себе	4	9
18	только в	6	9
19	так же	13	9
20	к тому	5	8
21	одной стороны	3	8
22	было бы	5	8
23	с одной	4	8
24	как и	2	7
25	между прочим	3	7
26	того что	3	7
27	а также	2	7
28	с другой	2	7
29	так как	14	7
30	том что	7	6
31	может быть	17	6
32	на то	3	6
33	как бы	6	6
34	то что	12	6
35	во всех	2	6
36	того чтобы	2	6
37	и на	4	6
38	же как	5	5
39	не в	7	5
40	но не	2	5
41	одной из	4	5
42	но если	3	5
43	тем самым	2	5
44	и по	2	5
45	именно в	2	4
46	вопрос о	4	4
47	в ней	4	4
48	к ней	2	4
49	для нас	4	4
50	мы не	3	4
51	сказать что	2	4
52	как это	3	4
53	с тем	9	3
54	никогда не	15	3
55	это так	2	3
56	мы видели	2	3
57	представляет собой	5	3
58	мы можем	8	3
59	из них	2	3
60	что и	6	3
61	когда он	3	3
62	ее в	2	3
63	как в	5	3
64	и только	2	3
65	и для	2	3
66	можно было	5	3
67	в которых	2	3
68	потому что	9	3
69	тем что	4	3
70	о том	3	3
71	и более	2	2
72	а не	5	2
73	в этих	11	2
74	с этим	5	2
75	в одном	5	2
76	к нему	5	2
77	представление о	2	2
78	главным образом	2	2
79	в северной	2	2
80	есть ли	2	2
81	в силу	2	2
82	такой же	2	2
83	что это	6	2
84	и если	2	2
85	она не	5	2
86	он не	8	2
87	в его	6	2
88	более поздние	2	2
89	мог бы	3	2
90	в котором	5	2
91	при помощи	2	2
92	в некоторых	2	2
93	наряду с	6	2
94	вместе с	7	2
95	а в	12	2
96	таким образом	7	2
97	но с	2	2
98	а именно	3	2
99	и что	6	2
100	и наконец	5	2
101	другой стороны	2	2
102	происходит в	2	2
103	в других	3	2
104	с другими	2	2
105	мы видим	8	2
106	или в	2	2
107	в другой	4	2
108	что эти	4	2
109	и с	4	2
110	могут быть	2	2
111	в этой	4	2
112	и то	2	2
113	как будто	3	2
114	мы должны	4	2
115	его на	2	2
116	то не	2	2
117	заметить что	2	2
118	в эту	2	2
119	также в	2	2
120	но по	3	2
