N	2gram	Propp_Morf_1	Problema
1	и не	12	28
2	не только	4	24
3	только в	2	23
4	в виде	2	22
5	вовсе не	4	21
6	в том	6	20
7	и в	13	20
8	все эти	2	16
9	смысле слова	4	15
10	то что	8	15
11	потому что	3	15
12	у нас	2	14
13	было бы	3	14
14	но и	4	14
15	точки зрения	2	14
16	перед нами	10	13
17	не в	3	13
18	также и	4	13
19	в нашем	3	12
20	том что	4	12
21	прежде всего	9	11
22	с точки	2	11
23	как будто	2	11
24	не менее	5	10
25	тем не	5	10
26	в качестве	5	10
27	не является	3	10
28	так и	6	10
29	при помощи	9	10
30	может быть	52	9
31	есть нечто	3	9
32	в этом	14	9
33	если бы	2	8
34	что он	4	8
35	таким образом	21	8
36	в результате	7	8
37	во всяком	2	8
38	но в	2	8
39	значит что	3	8
40	с другой	8	7
41	это не	6	7
42	ясно что	5	7
43	еще не	3	7
44	мы не	8	7
45	и тем	2	7
46	то же	7	7
47	а не	11	7
48	сказать что	2	7
49	здесь не	2	7
50	хотя бы	4	7
51	об этом	4	6
52	а также	4	6
53	для нас	2	6
54	как и	3	6
55	но это	6	6
56	по своему	2	6
57	но если	7	6
58	другой стороны	4	6
59	в каком	2	6
60	мы имеем	9	6
61	не существует	3	5
62	но не	4	5
63	на самом	4	5
64	хотя и	3	5
65	можно сказать	2	5
66	случае не	3	5
67	как в	3	5
68	так же	3	5
69	не может	14	5
70	так как	16	5
71	если мы	5	5
72	уже не	2	5
73	или в	4	5
74	в этих	13	5
75	о том	2	5
76	с тем	2	4
77	и есть	2	4
78	в какой	3	4
79	и для	2	4
80	и ее	3	4
81	что его	2	4
82	это и	2	4
83	в этой	2	4
84	несмотря на	4	4
85	что она	2	4
86	как бы	3	4
87	всяком случае	2	4
88	не имеет	2	4
89	и т	41	4
90	же в	2	4
91	во всех	4	4
92	без всякого	2	4
93	с этим	11	4
94	а в	7	4
95	можно было	2	4
96	в то	3	4
97	в связи	9	3
98	к тому	4	3
99	независимо от	3	3
100	это уже	3	3
101	с собой	3	3
102	и к	4	3
103	как мы	6	3
104	здесь мы	3	3
105	и как	5	3
106	но все	3	3
107	в начале	3	3
108	связи с	10	3
109	учение о	3	3
110	то это	3	3
111	что и	7	3
112	что в	8	3
113	сказать о	2	3
114	дело не	2	3
115	т д	39	3
116	заметим что	2	3
117	самом деле	4	3
118	для того	2	3
119	из которых	3	3
120	что мы	2	3
121	к нему	3	3
122	в самых	2	3
123	тем что	4	3
124	из них	3	3
125	имеем в	6	3
126	но как	2	3
127	в другом	2	3
128	мы должны	3	3
129	а если	4	3
130	как это	3	3
131	мы можем	2	3
132	этого не	2	2
133	в частности	2	2
134	однако в	2	2
135	между собой	4	2
136	как таковых	2	2
137	с его	2	2
138	как же	2	2
139	то в	3	2
140	что они	2	2
141	они и	3	2
142	то время	3	2
143	в пределах	3	2
144	на его	4	2
145	ни одна	4	2
146	может существовать	3	2
147	между собою	2	2
148	в обоих	2	2
149	он не	3	2
150	время как	3	2
151	никто не	3	2
152	все же	7	2
153	не будем	4	2
154	можно назвать	3	2
155	без всякой	2	2
156	то перед	5	2
157	или менее	2	2
158	она в	2	2
159	и что	2	2
160	того чтобы	3	2
161	ни было	2	2
162	только что	2	2
163	сразу и	2	2
164	и по	2	2
165	иное чем	3	2
166	ни к	2	2
167	друг друга	3	2
168	в других	3	2
169	а то	3	2
170	то мы	4	2
171	говорить о	3	2
172	или по	2	2
173	далеко не	5	2
174	его в	2	2
175	в которой	3	2
176	более или	2	2
177	это было	3	2
