N	2gram	Losev_Vlad_2	Morfolog
1	может быть	7	52
2	таким образом	3	20
3	не может	9	17
4	в этих	4	16
5	с этим	5	14
6	и в	30	13
7	в этом	20	13
8	так как	5	12
9	связи с	8	11
10	прежде всего	6	9
11	так и	5	9
12	в связи	8	9
13	то же	4	9
14	и не	18	9
15	а не	7	9
16	по существу	3	8
17	что и	3	8
18	в результате	5	8
19	все же	9	7
20	это не	2	6
21	в том	18	6
22	но не	3	6
23	а также	10	6
24	а в	11	6
25	не менее	7	5
26	здесь можно	2	5
27	наряду с	2	5
28	во всех	3	5
29	как бы	5	5
30	то что	20	5
31	потому что	9	5
32	мы не	2	5
33	что в	12	4
34	и как	3	4
35	на котором	2	4
36	вовсе не	4	4
37	об этом	6	4
38	увидим ниже	2	4
39	что его	4	4
40	тем не	6	4
41	было бы	9	4
42	на его	4	4
43	несмотря на	4	4
44	не только	12	4
45	то это	4	4
46	как в	3	4
47	как мы	11	4
48	так же	4	4
49	три года	2	4
50	как и	5	4
51	хотя и	6	4
52	точки зрения	7	4
53	с точки	3	4
54	на этом	2	4
55	также и	6	4
56	его в	4	4
57	ничего не	2	4
58	а то	2	3
59	в начале	4	3
60	же в	2	3
61	том что	12	3
62	но все	2	3
63	но это	4	3
64	в целом	4	3
65	кроме того	9	3
66	того чтобы	2	3
67	в сущности	2	3
68	он не	4	3
69	ни в	7	3
70	но и	8	3
71	и по	2	3
72	к нему	2	3
73	и для	3	3
74	друг друга	2	3
75	можно назвать	2	3
76	в то	9	3
77	мы должны	4	3
78	но в	8	3
79	совсем не	4	2
80	с тем	2	2
81	в виде	3	2
82	в частности	2	2
83	однако в	2	2
84	его и	2	2
85	хотя бы	3	2
86	точно так	3	2
87	этого не	2	2
88	к этому	6	2
89	что он	13	2
90	можно сказать	4	2
91	и к	6	2
92	на первый	2	2
93	на другие	2	2
94	из его	2	2
95	то в	5	2
96	и при	2	2
97	только в	6	2
98	есть и	2	2
99	то время	6	2
100	для него	9	2
101	мы уже	2	2
102	во сне	2	2
103	в настоящее	2	2
104	себя в	2	2
105	сказать о	3	2
106	или менее	3	2
107	есть нечто	2	2
108	а а	3	2
109	все эти	5	2
110	и что	5	2
111	того что	5	2
112	для того	2	2
113	уже не	3	2
114	не имеет	2	2
115	и его	6	2
116	можно было	2	2
117	настоящее время	2	2
118	или по	2	2
119	но вот	3	2
120	о том	4	2
121	что эти	2	2
122	здесь не	4	2
123	сказать что	11	2
124	как это	7	2
125	более или	3	2
126	время как	2	2
127	это было	4	2
