N	3gram	Vinokur_Ku_2	Problema
1	с точки зрения	8	11
2	тем не менее	5	10
3	в нашем смысле	2	10
4	в том что	10	8
5	по крайней мере	6	6
6	с другой стороны	7	6
7	но даже и	2	4
8	не только в	4	4
9	можно было бы	9	4
10	во всяком случае	5	4
11	и т д	14	3
12	точно так же	3	3
13	того или иного	2	3
14	только в том	2	3
15	и тем не	4	3
16	в зависимости от	4	3
17	в связи с	3	3
18	вместе с тем	2	3
19	в этом смысле	5	3
20	на самом деле	2	3
21	в то же	3	2
22	не говоря уже	2	2
23	хотя бы и	2	2
24	дело не в	2	2
25	для того чтобы	8	2
26	потому что он	2	2
