N	2gram	Bakhtin_Pr_3	Literetu
1	и не	29	22
2	и в	34	16
3	в мире	4	16
4	при этом	4	15
5	не только	10	14
6	но и	12	14
7	в этом	16	14
8	а не	9	12
9	то что	11	12
10	может быть	19	12
11	в том	3	12
12	не в	9	10
13	своего рода	2	10
14	я и	2	10
15	то же	14	9
16	так и	6	9
17	того что	5	9
18	в то	12	9
19	в жизни	2	8
20	том что	3	8
21	не может	19	8
22	к себе	17	8
23	как бы	27	8
24	в своей	3	7
25	же время	12	7
26	точки зрения	8	7
27	я в	4	7
28	только в	6	7
29	с его	6	6
30	с другой	4	6
31	к тому	5	6
32	еще не	4	6
33	в его	22	6
34	и его	16	6
35	в себе	6	6
36	в другом	8	6
37	о том	2	6
38	это не	5	5
39	что он	23	5
40	в ее	3	5
41	тому же	2	5
42	как и	18	5
43	лишь в	5	5
44	в целом	5	5
45	вместе с	4	5
46	как в	4	5
47	в отличие	2	5
48	а в	5	5
49	что я	15	5
50	отличие от	2	5
51	но не	4	4
52	никогда не	8	4
53	однако в	2	4
54	даже в	5	4
55	до конца	3	4
56	и если	2	4
57	в начале	4	4
58	и для	8	4
59	хотя и	3	4
60	отношению к	6	4
61	из них	5	4
62	по отношению	5	4
63	входит в	2	4
64	другого в	2	4
65	я как	2	4
66	должно быть	3	4
67	как будто	7	4
68	в одном	5	4
69	все время	5	3
70	для его	2	3
71	отнюдь не	2	3
72	прежде всего	15	3
73	а я	10	3
74	более того	2	3
75	и как	3	3
76	то в	2	3
77	о чем	2	3
78	например в	2	3
79	и к	12	3
80	на его	4	3
81	в самом	8	3
82	в сторону	2	3
83	наконец в	3	3
84	в слове	5	3
85	еще в	3	3
86	с ее	3	3
87	жизни и	3	3
88	бы и	4	3
89	себе самому	18	3
90	это как	3	3
91	уже не	2	3
92	самом деле	13	3
93	и наконец	5	3
94	с точки	4	3
95	как на	2	3
96	той же	2	3
97	тому как	2	3
98	потому что	12	3
99	самим собой	6	3
100	там где	7	3
101	но в	16	3
102	между тем	3	3
103	ни было	4	2
104	сознания и	3	2
105	что в	7	2
106	не менее	3	2
107	если бы	4	2
108	диалог с	3	2
109	то ни	4	2
110	что у	6	2
111	с этой	2	2
112	не как	3	2
113	он все	3	2
114	в конце	5	2
115	и другого	3	2
116	я не	7	2
117	вследствие этого	2	2
118	не знаю	2	2
119	вопрос о	2	2
120	по себе	3	2
121	или иной	2	2
122	в нем	19	2
123	и ее	2	2
124	найти себя	2	2
125	не я	2	2
126	раз в	2	2
127	так чтобы	3	2
128	знает что	3	2
129	того же	2	2
130	для него	13	2
131	было бы	2	2
132	и сам	5	2
133	со всеми	2	2
134	что не	7	2
135	во всех	2	2
136	не могу	3	2
137	от себя	6	2
138	той или	2	2
139	о нем	2	2
140	себя и	8	2
141	полемика с	4	2
142	для себя	6	2
143	отношением к	4	2
144	один из	2	2
145	не с	2	2
146	что и	5	2
147	а так	2	2
148	все же	7	2
149	бы то	4	2
150	отношение к	6	2
151	когда он	2	2
152	как мы	7	2
153	так же	8	2
154	как раз	4	2
155	и только	2	2
156	если не	3	2
157	но с	2	2
158	и вот	5	2
159	другой стороны	3	2
160	и даже	7	2
161	я к	2	2
162	с ними	6	2
163	и на	6	2
164	мы и	2	2
165	и с	15	2
166	тем что	4	2
167	он в	4	2
168	и об	2	2
169	эти слова	3	2
170	подобно тому	2	2
171	далеко не	3	2
172	он и	5	2
173	за ним	2	2
174	не знает	6	2
175	его в	4	2
176	один в	2	2
177	и потому	2	2
178	как ты	3	2
179	лишь на	2	2
180	вне себя	2	2
