N	2gram	Losev_Prob_3	Problemy
1	и в	44	43
2	и не	35	29
3	может быть	28	23
4	как бы	9	22
5	не может	7	18
6	но и	10	14
7	как и	10	14
8	и т	13	13
9	точки зрения	5	13
10	в этом	17	13
11	что он	9	13
12	в нем	9	12
13	слова и	3	12
14	не в	13	11
15	по себе	25	11
16	не только	14	11
17	прежде всего	3	10
18	но в	12	10
19	в его	9	10
20	как мы	8	10
21	никогда не	6	9
22	еще не	5	9
23	он не	8	9
24	с самим	3	8
25	для него	3	8
26	то же	13	8
27	с точки	2	8
28	и его	5	8
29	или в	4	8
30	перед нами	8	7
31	до сих	2	7
32	и сам	5	7
33	в самом	3	7
34	в то	9	7
35	то что	23	7
36	сих пор	2	7
37	что же	8	7
38	а не	18	7
39	в другом	2	7
40	в этих	2	6
41	в том	21	6
42	при этом	4	6
43	в котором	2	6
44	и все	3	6
45	здесь не	8	6
46	на то	3	5
47	да и	5	5
48	так что	12	5
49	хотя и	5	5
50	все это	5	5
51	таким образом	9	5
52	все эти	7	5
53	а в	5	5
54	и с	9	5
55	бы в	2	5
56	вовсе не	37	5
57	о том	6	5
58	но не	3	5
59	было бы	8	5
60	никак не	9	5
61	и что	7	5
62	в той	3	5
63	самом деле	3	5
64	в слове	2	5
65	сам по	6	5
66	в себе	8	5
67	сама по	8	4
68	что в	8	4
69	в своем	5	4
70	с другой	7	4
71	к тому	3	4
72	в самой	2	4
73	но это	8	4
74	и нет	2	4
75	у тургенева	2	4
76	между собою	2	4
77	т д	13	4
78	в результате	2	4
79	же и	4	4
80	так как	9	4
81	то есть	34	4
82	или как	3	4
83	а как	2	4
84	с собой	3	4
85	совершенно не	4	4
86	в своей	5	4
87	если же	3	4
88	и до	2	4
89	во всех	2	4
90	в отличие	2	4
91	на этот	4	4
92	мы не	7	4
93	как раз	8	4
94	этот вопрос	3	4
95	только в	19	4
96	и это	9	4
97	отличие от	3	4
98	же не	2	4
99	не менее	10	3
100	мы будем	2	3
101	в отношении	2	3
102	это не	9	3
103	есть и	2	3
104	он сам	4	3
105	или иной	8	3
106	есть в	3	3
107	том или	3	3
108	кроме того	3	3
109	и следовательно	2	3
110	той или	12	3
111	в виду	10	3
112	образом и	2	3
113	в их	2	3
114	и только	6	3
115	и даже	14	3
116	героя в	2	3
117	он и	2	3
118	и здесь	5	3
119	ни на	3	3
120	его в	3	3
121	в художественном	3	3
122	с ним	7	3
123	если бы	3	3
124	и к	6	3
125	по существу	2	3
126	того же	2	3
127	здесь в	3	3
128	она не	3	3
129	мы уже	4	3
130	когда он	2	3
131	за пределы	5	3
132	что и	9	3
133	все же	6	3
134	себя в	2	3
135	так и	10	3
136	к самому	2	3
137	только на	5	3
138	уже не	7	3
139	другой стороны	5	3
140	также и	16	3
141	и для	2	3
142	можно было	4	3
143	ничего не	3	3
144	слова как	2	3
145	тем что	4	3
146	в виде	6	3
147	могут быть	2	3
148	и ее	3	3
149	он является	3	2
150	уже в	3	2
151	не был	2	2
152	данное слово	5	2
153	что у	3	2
154	в конце	5	2
155	переходит в	2	2
156	тем не	10	2
157	для нас	16	2
158	ни в	8	2
159	без всякого	3	2
160	самой этой	2	2
161	себе а	3	2
162	и как	3	2
163	но все	3	2
164	мы и	2	2
165	что это	3	2
166	что такое	3	2
167	и очень	3	2
168	и является	4	2
169	на себе	3	2
170	время как	4	2
171	в настоящее	2	2
172	то это	10	2
173	в целом	6	2
174	друг от	2	2
175	для чего	2	2
176	значение в	3	2
177	и без	4	2
178	отличается от	4	2
179	то и	5	2
180	для этого	6	2
181	отношения к	3	2
182	является предметом	2	2
183	с большим	2	2
184	но эта	3	2
185	друга и	2	2
186	того что	8	2
187	так же	5	2
188	в которых	3	2
189	а то	3	2
190	сказать что	16	2
191	что тут	3	2
192	настоящее время	2	2
193	из них	2	2
194	во всяком	9	2
195	ни было	3	2
196	с этим	2	2
197	раз и	4	2
198	на одну	2	2
199	нельзя сказать	2	2
200	быть в	2	2
201	об этом	3	2
202	у нас	10	2
203	и при	2	2
204	по своему	2	2
205	то время	4	2
206	указывает на	7	2
207	одно и	3	2
208	с их	2	2
209	себе как	3	2
210	с теми	2	2
211	от друга	2	2
212	и о	5	2
213	конце концов	3	2
214	этого слова	5	2
215	для себя	2	2
216	и особенно	2	2
217	он только	2	2
218	не есть	35	2
219	дело в	4	2
220	в процессе	2	2
221	быть и	3	2
222	как в	5	2
223	это вовсе	4	2
224	нами в	2	2
225	а с	2	2
226	если мы	16	2
227	и сами	2	2
228	он есть	2	2
229	том что	12	2
230	тем же	2	2
231	хотя бы	3	2
232	и всегда	2	2
233	почти всегда	2	2
234	в таком	5	2
235	и то	14	2
236	мы можем	6	2
237	иной раз	3	2
