N	2gram	Losev_Vlad_3	Freidism
1	таким образом	11	24
2	и не	25	23
3	не может	14	20
4	точки зрения	13	19
5	прежде всего	10	18
6	в этом	16	15
7	в его	14	15
8	может быть	8	13
9	и его	10	12
10	как и	7	11
11	как бы	3	11
12	то что	28	11
13	все эти	5	11
14	с точки	6	11
15	и потому	10	10
16	так и	6	10
17	как мы	8	10
18	его в	2	10
19	но в	4	10
20	с его	2	9
21	и в	40	9
22	что он	5	8
23	еще не	4	8
24	в своей	9	8
25	он не	8	8
26	не только	25	8
27	то же	4	8
28	только в	13	8
29	и все	4	8
30	так как	7	8
31	мы знаем	3	7
32	ни в	10	7
33	к нему	3	7
34	во всяком	3	7
35	мы видели	3	7
36	в самом	4	7
37	что же	9	7
38	и наконец	2	7
39	сказать что	12	7
40	мы уже	5	7
41	всяком случае	3	7
42	никогда не	11	6
43	вовсе не	13	6
44	для него	8	6
45	за пределы	3	6
46	того что	7	6
47	в ней	5	6
48	совершенно не	2	6
49	хотя бы	6	6
50	и с	9	6
51	и к	2	5
52	он сам	2	5
53	знаем что	2	5
54	но мы	2	5
55	не в	3	5
56	в этой	8	5
57	в чем	3	5
58	в то	7	5
59	что в	17	5
60	но и	18	5
61	по мнению	4	5
62	на самом	3	5
63	для того	2	5
64	а в	7	5
65	и на	6	5
66	с этим	2	5
67	в каком	4	5
68	мы должны	4	5
69	не менее	9	4
70	но не	4	4
71	я не	3	4
72	в котором	4	4
73	в этих	2	4
74	то ни	3	4
75	из этих	3	4
76	в жизни	2	4
77	если мы	4	4
78	к тому	7	4
79	об этом	6	4
80	сводится к	3	4
81	же время	2	4
82	смысле слова	6	4
83	при этом	3	4
84	и о	4	4
85	от того	4	4
86	как раз	10	4
87	в нем	3	4
88	все же	4	4
89	и за	2	4
90	данном случае	2	4
91	не было	5	4
92	мы находим	2	4
93	уже не	9	4
94	того чтобы	3	4
95	и для	3	4
96	совсем не	5	4
97	в которой	2	4
98	мы не	2	4
99	в таком	3	4
100	с их	3	4
101	в данном	5	4
102	потому что	11	4
103	не могут	2	3
104	нисколько не	3	3
105	если бы	3	3
106	тому что	4	3
107	и от	6	3
108	на себя	2	3
109	что все	7	3
110	а только	7	3
111	в себе	9	3
112	он был	2	3
113	и как	7	3
114	но это	6	3
115	учение о	24	3
116	она не	2	3
117	было бы	4	3
118	ни на	2	3
119	ее в	3	3
120	бы то	3	3
121	только то	2	3
122	на него	2	3
123	вместе с	7	3
124	со стороны	2	3
125	всех своих	2	3
126	и что	8	3
127	и по	2	3
128	мы имеем	3	3
129	такой же	4	3
130	у него	24	3
131	ничего общего	5	3
132	таком случае	2	3
133	не является	2	3
134	человека и	3	3
135	это учение	5	3
136	всю эту	2	2
137	есть и	4	2
138	в отношении	5	2
139	уже в	3	2
140	этого не	3	2
141	но все	3	2
142	что это	9	2
143	быть и	2	2
144	в нашем	2	2
145	и ни	2	2
146	что бы	3	2
147	для себя	5	2
148	в какой	2	2
149	того же	2	2
150	с другой	5	2
151	это не	3	2
152	оно не	3	2
153	в конце	12	2
154	к этому	2	2
155	для понимания	2	2
156	не можем	2	2
157	же самое	3	2
158	только о	3	2
159	тем не	10	2
160	для нас	5	2
161	до конца	4	2
162	да и	6	2
163	в основном	4	2
164	том что	18	2
165	самого себя	2	2
166	в глаза	4	2
167	не существует	2	2
168	а не	8	2
169	в нашей	2	2
170	одной стороны	3	2
171	сказать не	2	2
172	из них	2	2
173	же касается	5	2
174	вполне понятно	3	2
175	что мы	2	2
176	но для	3	2
177	но если	5	2
178	конце концов	5	2
179	в своем	8	2
180	себе и	2	2
181	в этот	2	2
182	на почве	2	2
183	в я	3	2
184	как не	2	2
185	все они	2	2
186	что она	2	2
187	в их	2	2
188	только на	5	2
189	отличается от	3	2
190	отношения к	5	2
191	а с	4	2
192	которых мы	2	2
193	этом отношении	2	2
194	с одной	3	2
195	в отличие	3	2
196	заметить что	2	2
197	и у	3	2
198	и даже	6	2
199	и притом	3	2
200	так же	8	2
201	как на	3	2
202	отличие от	3	2
203	роль в	2	2
204	и то	9	2
205	здесь в	4	2
206	от этого	2	2
207	потому и	2	2
208	в своих	7	2
209	что и	7	2
210	к его	2	2
211	но как	2	2
212	эта сила	2	2
213	в другом	2	2
214	и вообще	3	2
215	все то	3	2
216	при помощи	4	2
217	только с	2	2
218	как это	4	2
219	же с	7	2
220	в виду	3	2
221	это было	3	2
