N	2gram	Propp_Isto_1	Problema
1	то что	9	38
2	и не	9	37
3	вовсе не	2	37
4	и в	28	35
5	не есть	2	33
6	сказать что	5	24
7	не только	12	24
8	том что	7	19
9	о том	9	18
10	может быть	25	18
11	что такое	2	18
12	в этом	8	17
13	но и	10	16
14	что мы	7	14
15	только в	11	14
16	не менее	6	13
17	и что	10	13
18	потому что	4	13
19	не может	15	13
20	тем не	6	12
21	в том	9	12
22	того что	4	12
23	также и	3	12
24	хотя бы	4	12
25	что в	12	11
26	прежде всего	10	11
27	так что	4	11
28	не просто	3	11
29	и даже	4	11
30	и с	4	10
31	еще не	7	10
32	а не	15	10
33	ничего не	2	10
34	если мы	3	9
35	для нас	13	9
36	в этой	6	9
37	что же	3	9
38	уже не	3	8
39	было бы	7	8
40	есть только	3	8
41	значение и	2	8
42	ясно что	2	8
43	по себе	3	8
44	как раз	2	8
45	все же	10	8
46	при помощи	2	8
47	все эти	4	7
48	в его	5	7
49	так и	9	7
50	так как	6	7
51	мы не	10	7
52	тоже не	2	7
53	с другой	6	6
54	другими словами	4	6
55	а только	2	6
56	но это	4	6
57	был бы	2	6
58	и т	25	6
59	а именно	4	6
60	к сожалению	3	6
61	т д	22	6
62	в то	3	6
63	когда мы	2	6
64	не существует	2	6
65	на то	4	6
66	же самое	3	6
67	относится к	2	6
68	и для	4	6
69	в виде	2	6
70	но в	8	6
71	как будто	4	6
72	в области	2	6
73	в частности	2	5
74	в связи	4	5
75	с этим	4	5
76	с одной	4	5
77	так же	7	5
78	и на	4	5
79	между собой	4	5
80	раз и	3	5
81	как и	4	5
82	связи с	4	5
83	указывает на	2	5
84	но уже	2	5
85	то же	12	5
86	как мы	3	5
87	одной стороны	4	5
88	что не	2	5
89	другой стороны	5	5
90	можно было	5	5
91	в себе	2	5
92	будто бы	3	5
93	еще и	2	5
94	не могут	2	4
95	что если	2	4
96	в этих	7	4
97	в своем	5	4
98	и как	2	4
99	более или	5	4
100	не можем	3	4
101	как бы	2	4
102	не вполне	2	4
103	и тем	2	4
104	что она	5	4
105	все это	4	4
106	и только	2	4
107	таким образом	8	4
108	всякого рода	2	4
109	а в	7	4
110	их в	5	4
111	но если	2	4
112	и здесь	7	4
113	тем что	3	4
114	всех этих	2	4
115	если бы	8	4
116	что он	10	4
117	на первый	2	4
118	но не	5	4
119	до сих	5	4
120	тот же	2	4
121	не будем	5	4
122	сих пор	5	4
123	или менее	5	4
124	то и	2	4
125	не все	4	4
126	в чистом	2	3
127	или даже	3	3
128	и от	2	3
129	точно так	3	3
130	вопрос о	5	3
131	к тому	6	3
132	нас не	3	3
133	что они	5	3
134	и если	2	3
135	мы еще	3	3
136	никто не	2	3
137	один из	4	3
138	но мы	2	3
139	то это	3	3
140	в целом	2	3
141	и их	3	3
142	в их	3	3
143	для этого	3	3
144	то ни	2	3
145	при этом	3	3
146	здесь мы	7	3
147	и по	3	3
148	не знает	5	3
149	в основе	4	3
150	мы должны	13	3
151	могли бы	3	3
152	его в	6	3
153	бы в	2	3
154	с тем	4	3
155	по этому	2	3
156	тогда когда	2	3
157	ли он	3	3
158	это тоже	6	3
159	одна из	2	3
160	и тот	2	3
161	мы в	2	3
162	чистом виде	2	3
163	не знаем	2	3
164	пока не	2	3
165	даже не	2	3
166	должны были	2	3
167	с самого	2	3
168	мы здесь	3	3
169	в свете	2	3
170	нас в	2	3
171	большей частью	2	3
172	в таких	2	3
173	как о	2	3
174	перед нами	3	2
175	самого начала	2	2
176	большую роль	2	2
177	не в	9	2
178	но все	4	2
179	в действительности	2	2
180	и мы	2	2
181	из которых	3	2
182	в зависимости	2	2
183	а пока	2	2
184	и др	7	2
185	бы то	2	2
186	даже в	4	2
187	не так	2	2
188	или в	5	2
189	должно быть	2	2
190	само по	2	2
191	в ней	7	2
192	только с	2	2
193	однако это	3	2
194	для всех	2	2
195	бы мы	2	2
196	были бы	2	2
197	в такой	2	2
198	утверждать что	3	2
199	об этом	4	2
200	представляет собой	4	2
201	зависимости от	2	2
202	в тех	2	2
203	в качестве	5	2
204	мысль о	2	2
205	конечно не	2	2
206	он не	2	2
207	о нем	2	2
208	еще в	2	2
209	что и	6	2
210	во всех	2	2
211	вместе с	6	2
212	на него	4	2
213	этому поводу	2	2
214	тут и	2	2
215	чтобы не	3	2
216	что их	2	2
217	один и	2	2
218	на эту	3	2
219	на это	2	2
220	которые в	2	2
221	во многих	2	2
222	из этого	2	2
223	это за	3	2
224	пор мы	2	2
225	здесь не	4	2
226	не то	4	2
227	связаны между	2	2
228	это было	2	2
