N	2gram	Bakhtin_Pr_3	Mirosoze
1	у достоевского	17	42
2	может быть	12	30
3	не только	4	29
4	и в	53	28
5	не может	2	28
6	но и	7	25
7	а не	11	25
8	он не	3	24
9	в этом	8	20
10	не было	4	18
11	не в	2	16
12	потому что	5	16
13	в ней	7	15
14	в своей	3	15
15	никогда не	2	14
16	человека и	7	14
17	в нем	10	13
18	творчество достоевского	2	13
19	человека в	3	13
20	и это	3	12
21	в самом	2	11
22	и не	15	11
23	что в	2	10
24	в мире	5	10
25	из подполья	5	10
26	достоевского и	6	10
27	прежде всего	15	10
28	и все	10	10
29	что он	4	10
30	бога и	2	10
31	было бы	5	10
32	и потому	5	10
33	в творчестве	8	10
34	достоевского в	3	9
35	к человеку	2	9
36	достоевский был	4	9
37	но он	2	9
38	в его	8	9
39	и его	10	9
40	из самых	2	8
41	но не	5	8
42	в конце	3	7
43	но в	5	7
44	ивана карамазова	4	7
45	нет ничего	2	7
46	менее всего	2	7
47	в себе	5	7
48	он сам	4	6
49	в том	14	6
50	все это	8	6
51	и на	18	6
52	человек и	2	6
53	вместе с	2	6
54	только в	4	6
55	в которой	2	6
56	это не	6	5
57	и человека	4	5
58	для достоевского	3	5
59	мира и	2	5
60	все творчество	2	5
61	как и	11	5
62	то что	9	5
63	уже в	2	4
64	в этих	5	4
65	не знает	4	4
66	отношение к	6	4
67	в их	2	4
68	и по	3	4
69	а в	2	4
70	точки зрения	4	4
71	творчестве достоевского	5	4
72	в них	2	4
73	он знал	2	4
74	один из	6	4
75	от него	3	4
76	что и	3	4
77	тем что	2	4
78	себя и	2	3
79	о себе	2	3
80	в братьях	2	3
81	и их	2	3
82	особенно в	4	3
83	с этим	2	3
84	его в	2	3
85	так как	7	3
86	это очень	4	3
87	то есть	48	3
88	и с	6	3
89	с его	2	3
90	в жизни	8	3
91	в ее	3	3
92	том что	5	3
93	есть и	2	3
94	не знают	2	3
95	ничего не	6	3
96	конечно не	4	3
97	ко всем	2	3
98	братьях карамазовых	2	3
99	хотя бы	2	3
100	все его	2	3
101	место в	2	2
102	связана с	2	2
103	по своему	6	2
104	прежде чем	2	2
105	мы еще	3	2
106	и от	3	2
107	его творчество	2	2
108	живет в	2	2
109	с их	2	2
110	с самим	5	2
111	человека к	3	2
112	одним из	3	2
113	жизни и	9	2
114	могут быть	4	2
115	по отношению	2	2
116	в бесах	2	2
117	все эти	9	2
118	его творчества	6	2
119	также и	4	2
120	сказать что	10	2
121	в более	4	2
122	даже и	2	2
123	в начале	2	2
124	по своей	9	2
125	в истории	3	2
126	как бы	14	2
127	о том	2	2
128	как он	2	2
129	с ним	2	2
130	достоевского мы	4	2
131	в основе	5	2
132	мысли о	2	2
133	жизни в	3	2
134	истину и	2	2
135	и во	4	2
136	к этому	4	2
137	романы достоевского	2	2
138	в преступлении	2	2
139	нет бога	2	2
140	мы видим	2	2
141	через все	2	2
142	достоевского с	3	2
143	литературы и	2	2
144	в то	5	2
145	как будто	2	2
146	до сих	5	2
147	века в	4	2
148	и к	5	2
149	героев достоевского	2	2
150	по сравнению	4	2
151	с ней	3	2
152	сих пор	5	2
153	как в	7	2
154	человеческой жизни	3	2
155	и самый	5	2
156	истории и	2	2
157	на земле	14	2
158	в той	2	2
159	и у	7	2
160	и для	4	2
161	он в	2	2
162	на протяжении	5	2
