N	2gram	Bakhtin_sl_2	Hudozhes
1	и в	39	28
2	том что	5	19
3	и не	22	18
4	в том	5	15
5	а не	14	14
6	не в	9	13
7	в этом	16	13
8	о том	2	12
9	перед нами	3	11
10	как и	6	11
11	при этом	7	11
12	в его	7	11
13	не только	24	11
14	уже не	5	10
15	но и	21	9
16	в себе	2	9
17	что он	2	8
18	может быть	37	8
19	себя в	8	8
20	так и	15	8
21	между тем	3	8
22	жизни в	2	7
23	и все	5	7
24	отношению к	4	7
25	по отношению	4	7
26	с ним	7	7
27	как это	3	7
28	это не	5	6
29	то что	2	6
30	жизни и	6	6
31	то же	4	6
32	не было	2	6
33	а в	4	6
34	и с	9	6
35	в то	4	6
36	с его	7	5
37	и другие	2	5
38	не менее	4	5
39	у него	3	5
40	в своем	6	5
41	как бы	7	5
42	как в	13	5
43	с ее	2	5
44	что в	3	5
45	она не	6	5
46	никогда не	7	5
47	и его	33	5
48	рядом с	3	5
49	для него	7	5
50	бы и	3	4
51	но не	6	4
52	же время	4	4
53	для того	2	4
54	он не	2	4
55	что и	3	4
56	и т	35	4
57	не может	20	4
58	человека в	5	4
59	того чтобы	2	4
60	только в	5	4
61	человек в	6	3
62	в них	6	3
63	с другой	5	3
64	в одном	2	3
65	человека и	3	3
66	прежде всего	8	3
67	в нем	19	3
68	и внутренней	2	3
69	для нас	5	3
70	все что	2	3
71	как о	2	3
72	еще не	7	3
73	одной стороны	5	3
74	со своим	9	3
75	в толпе	2	3
76	в ней	3	3
77	мы уже	2	3
78	не все	2	3
79	в этих	7	3
80	все они	2	3
81	на него	2	3
82	все это	16	3
83	на фоне	4	3
84	с одной	5	3
85	или в	2	3
86	с другими	4	3
87	с ними	5	3
88	и на	4	3
89	к чужому	3	3
90	как он	2	3
91	героя и	5	3
92	к нему	3	3
93	в основе	4	2
94	автора и	2	2
95	себя и	4	2
96	однако в	2	2
97	его и	2	2
98	именно в	2	2
99	не столько	3	2
100	и от	3	2
101	вовсе не	10	2
102	как уже	2	2
103	или иной	5	2
104	не с	3	2
105	как мы	7	2
106	одна из	4	2
107	на этом	3	2
108	и к	6	2
109	же и	2	2
110	к ней	2	2
111	о нем	2	2
112	а также	3	2
113	до сих	2	2
114	один из	5	2
115	в нашем	2	2
116	оно не	8	2
117	все же	6	2
118	отношение к	4	2
119	вместе с	2	2
120	сих пор	2	2
121	и внутренне	2	2
122	дело с	4	2
123	здесь не	4	2
124	т п	33	2
125	в контексте	3	2
126	т д	2	2
127	того как	2	2
128	те же	2	2
129	лишь в	3	2
130	именно на	2	2
131	хотя бы	3	2
132	и для	5	2
133	с точки	3	2
134	в чужой	2	2
135	той же	3	2
136	роль в	2	2
137	в данном	2	2
138	сказать что	3	2
139	в виде	2	2
140	нуждается в	2	2
141	точки зрения	8	2
142	говорить о	3	2
143	в другом	2	2
144	его в	4	2
145	зрения на	2	2
146	она может	2	2
147	но в	6	2
