N	2gram	Vygotskiy__1	formyVre
1	и в	31	46
2	в этом	12	22
3	прежде всего	4	14
4	и т	26	14
5	вовсе не	6	13
6	и его	7	12
7	только в	14	11
8	не только	13	11
9	т п	16	11
10	в том	30	10
11	как бы	5	10
12	точки зрения	15	10
13	то есть	26	10
14	но в	3	10
15	у него	4	9
16	не в	11	9
17	вместе с	8	9
18	но и	2	9
19	и не	16	9
20	и для	5	9
21	в связи	2	8
22	как и	16	8
23	в его	6	8
24	жизни и	3	8
25	то же	5	8
26	того чтобы	7	8
27	для того	6	8
28	с точки	2	8
29	потому что	10	8
30	из них	2	8
31	в них	2	7
32	в одном	2	7
33	может быть	22	7
34	то что	32	7
35	так и	3	7
36	никогда не	8	6
37	и во	2	6
38	и все	5	6
39	при этом	19	6
40	как мы	2	6
41	его в	2	6
42	все же	5	6
43	все это	8	6
44	те же	4	6
45	в основе	2	6
46	так как	18	6
47	и с	2	6
48	в частности	3	5
49	в своем	3	5
50	с этим	3	5
51	по существу	4	5
52	в то	5	5
53	но не	3	5
54	он не	3	5
55	в нем	2	5
56	что в	23	5
57	и у	4	5
58	уже в	3	4
59	отнюдь не	6	4
60	с этой	4	4
61	из этих	6	4
62	человека и	2	4
63	с ним	2	4
64	том что	16	4
65	так что	5	4
66	что они	2	4
67	том же	2	4
68	в котором	4	4
69	и их	2	4
70	как в	9	4
71	а не	13	4
72	их в	2	4
73	в себе	4	4
74	о том	7	4
75	не было	3	3
76	о чем	2	3
77	себя и	2	3
78	не является	5	3
79	того же	2	3
80	та же	3	3
81	к этому	4	3
82	к тому	4	3
83	что он	7	3
84	и как	2	3
85	в качестве	2	3
86	тот же	2	3
87	имеет место	2	3
88	хотя и	3	3
89	что на	3	3
90	точка зрения	4	3
91	что и	13	3
92	отношение к	2	3
93	целый ряд	6	3
94	т д	8	3
95	и другие	4	3
96	таким образом	20	3
97	в совершенно	4	3
98	почти все	2	3
99	уже не	2	3
100	того что	10	3
101	и даже	6	3
102	и по	3	3
103	а в	6	3
104	роль в	3	3
105	на основе	2	3
106	в которых	3	3
107	и совершенно	5	3
108	же самое	2	3
109	и художественного	2	3
110	в этих	4	3
111	в виду	4	3
112	и есть	5	2
113	с другой	5	2
114	и других	3	2
115	и так	4	2
116	в одной	3	2
117	что все	3	2
118	представление о	3	2
119	одном из	2	2
120	ее и	2	2
121	по себе	9	2
122	не быть	2	2
123	очень часто	4	2
124	без всякого	2	2
125	у нас	4	2
126	мы видим	5	2
127	они сами	2	2
128	в этой	3	2
129	с тем	3	2
130	совсем не	3	2
131	утверждает что	2	2
132	все что	3	2
133	смысле слова	3	2
134	до конца	6	2
135	она не	5	2
136	было бы	6	2
137	со всеми	4	2
138	и к	3	2
139	в сущности	10	2
140	и о	4	2
141	наконец в	2	2
142	к ним	2	2
143	и потому	2	2
144	один из	4	2
145	сих пор	3	2
146	мы видели	2	2
147	не может	17	2
148	и только	3	2
149	этом отношении	2	2
150	с одной	5	2
151	в себя	2	2
152	и вот	3	2
153	тем же	3	2
154	так же	12	2
155	как на	3	2
156	почти всегда	3	2
157	но это	3	2
158	и от	2	2
159	мы имеем	4	2
160	могут быть	11	2
161	что здесь	2	2
162	ту же	2	2
163	в поэзии	2	2
164	это новое	2	2
165	далеко не	2	2
166	в конце	3	2
167	как он	2	2
168	и это	3	2
169	там где	4	2
170	как это	4	2
171	во всяком	8	2
172	оно было	2	2
173	до сих	3	2
