N	2gram	Vygotskiy__5	Istorich
1	и в	16	26
2	так как	16	18
3	никогда не	5	13
4	потому что	21	13
5	что в	16	12
6	таким образом	19	12
7	в том	18	12
8	и на	6	12
9	в этом	25	12
10	мы видели	3	11
11	может быть	9	11
12	с другой	4	10
13	том что	15	10
14	представления о	2	10
15	и не	12	10
16	не только	16	10
17	что он	25	9
18	еще не	4	9
19	но и	6	9
20	в нем	7	8
21	все же	3	8
22	вместе с	4	8
23	другой стороны	2	8
24	все эти	4	8
25	с ним	5	8
26	с одной	3	7
27	мы можем	6	7
28	одной стороны	3	7
29	и его	3	7
30	у него	6	7
31	о том	8	7
32	но в	6	7
33	этом случае	3	6
34	то что	26	6
35	ее в	3	6
36	как в	5	6
37	не может	18	6
38	в более	2	6
39	и с	3	6
40	как он	6	6
41	мы не	3	6
42	же мы	2	5
43	и эти	2	5
44	у нас	2	5
45	как и	8	5
46	мы видим	4	5
47	нас к	3	5
48	в ней	2	5
49	в его	11	5
50	то это	2	5
51	так и	7	5
52	то же	8	5
53	и что	12	5
54	как это	8	5
55	тем что	5	5
56	в то	5	5
57	только в	10	5
58	его в	2	5
59	с тем	3	4
60	что между	4	4
61	это не	4	4
62	прежде всего	3	4
63	зависит от	4	4
64	но это	3	4
65	до сих	3	4
66	все что	2	4
67	на его	2	4
68	как бы	5	4
69	и тем	3	4
70	что и	3	4
71	сих пор	3	4
72	он имеет	3	4
73	что оно	6	4
74	как мы	10	4
75	совершенно ясно	2	4
76	и по	4	4
77	но как	3	4
78	и другие	2	3
79	если бы	8	3
80	в частности	3	3
81	могут быть	4	3
82	в них	2	3
83	вообще не	4	3
84	и от	2	3
85	в одном	3	3
86	должна быть	5	3
87	если он	2	3
88	к этому	3	3
89	вопрос о	12	3
90	таким же	3	3
91	так что	4	3
92	не в	6	3
93	такой же	4	3
94	же как	7	3
95	они не	3	3
96	в качестве	4	3
97	то время	4	3
98	том как	2	3
99	показывает что	5	3
100	от того	3	3
101	эти три	2	3
102	еще в	3	3
103	приводят к	2	3
104	когда он	2	3
105	в своей	2	3
106	из этого	2	3
107	что она	2	3
108	а в	3	3
109	при этом	4	3
110	из которых	3	3
111	вот почему	3	3
112	как на	3	3
113	время как	4	3
114	в своих	2	3
115	и то	4	3
116	их в	2	3
117	сказать что	13	3
118	приходит к	3	3
119	как будто	2	3
120	предположить что	2	3
121	того как	5	3
122	с этой	4	2
123	может иметь	2	2
124	о чем	2	2
125	и как	3	2
126	в этих	3	2
127	в своем	5	2
128	что у	2	2
129	не означает	4	2
130	но он	7	2
131	того же	7	2
132	с этим	3	2
133	вовсе не	2	2
134	стороны и	2	2
135	это мы	2	2
136	можно сказать	5	2
137	к тому	6	2
138	мы знаем	3	2
139	которых он	2	2
140	по отношению	12	2
141	приводит нас	2	2
142	но все	2	2
143	что они	5	2
144	без всяких	2	2
145	но не	10	2
146	так же	15	2
147	что мы	4	2
148	было бы	10	2
149	никто не	2	2
150	в свое	2	2
151	что эти	2	2
152	но мы	5	2
153	не есть	4	2
154	нам кажется	2	2
155	отношению к	12	2
156	не имеет	4	2
157	жизни и	2	2
158	установить что	2	2
159	то и	2	2
160	он не	8	2
161	только что	5	2
162	а с	2	2
163	должны были	2	2
164	и другое	4	2
165	тем самым	8	2
166	а не	10	2
167	того что	16	2
168	должны быть	2	2
169	можно было	5	2
170	во всяком	2	2
171	говорит он	2	2
172	представляет собой	7	2
173	ту же	2	2
174	мы должны	8	2
175	зависимости от	2	2
176	в этой	6	2
177	ничего не	5	2
178	значит что	5	2
179	но при	2	2
