N	2gram	Propp_Russ_1	Analitik
1	не только	22	22
2	тогда как	2	20
3	и в	36	18
4	как и	10	14
5	так и	7	14
6	в этом	12	14
7	но и	16	13
8	в частности	2	12
9	том что	19	12
10	в качестве	3	12
11	и не	6	12
12	при этом	6	11
13	а в	9	10
14	как бы	5	10
15	то есть	3	10
16	может быть	8	9
17	что в	19	9
18	а не	2	9
19	в том	17	9
20	своего рода	3	8
21	не случайно	2	8
22	но не	2	7
23	в его	2	7
24	к тому	4	6
25	еще не	4	6
26	в их	4	6
27	о том	8	6
28	в свою	3	5
29	как правило	3	5
30	что и	7	5
31	а а	25	5
32	уже не	6	5
33	между тем	7	5
34	мы имеем	4	5
35	представляет собой	4	5
36	не менее	3	4
37	о чем	3	4
38	отнюдь не	2	4
39	в своем	3	4
40	в одном	3	4
41	состоит в	8	4
42	и к	3	4
43	и как	2	4
44	свою очередь	2	4
45	и а	4	4
46	все же	5	4
47	приводит к	3	4
48	а и	5	4
49	таким образом	6	4
50	и на	10	4
51	далеко не	3	4
52	что по	4	4
53	в каждом	2	3
54	из этих	4	3
55	к этому	4	3
56	его как	2	3
57	что они	7	3
58	у и	2	3
59	если в	3	3
60	к жизни	3	3
61	в целом	2	3
62	как в	5	3
63	все это	6	3
64	так в	4	3
65	то же	3	3
66	не было	2	3
67	в году	2	3
68	мы не	6	3
69	ничего не	3	3
70	с этим	2	3
71	точки зрения	3	3
72	в особенности	2	3
73	как это	8	3
74	могут быть	2	2
75	все эти	2	2
76	в них	6	2
77	это не	10	2
78	но они	3	2
79	в жизни	2	2
80	в нем	2	2
81	как уже	4	2
82	в тех	4	2
83	несмотря на	3	2
84	тем не	3	2
85	в дальнейшем	2	2
86	вплоть до	4	2
87	одна из	4	2
88	с тем	8	2
89	в большинстве	2	2
90	например в	2	2
91	хотя и	2	2
92	в ней	2	2
93	об этом	9	2
94	и потому	2	2
95	а также	3	2
96	один из	8	2
97	не с	3	2
98	то что	6	2
99	когда он	2	2
100	во всех	4	2
101	вместе с	10	2
102	судя по	2	2
103	что она	2	2
104	не может	4	2
105	входит в	4	2
106	с точки	3	2
107	и по	8	2
108	и для	2	2
109	после чего	2	2
110	мы можем	2	2
111	тем что	4	2
112	на себя	2	2
113	и здесь	2	2
114	только в	4	2
115	этого слова	3	2
116	там где	2	2
117	но в	2	2
