N	2gram	Voloshinov_1	Istorich
1	и в	16	26
2	так же	2	18
3	то что	3	16
4	не только	7	15
5	что в	3	14
6	может быть	17	14
7	же как	2	13
8	но и	4	12
9	и пр	12	11
10	что он	2	10
11	так и	4	10
12	таким образом	9	10
13	и его	8	10
14	что и	2	9
15	и не	4	9
16	его в	4	9
17	так как	4	9
18	мы знаем	3	8
19	то же	2	8
20	а в	3	8
21	в этих	3	7
22	во время	3	7
23	как и	2	7
24	он не	2	7
25	знаем что	2	7
26	их в	3	7
27	в этом	9	7
28	мы видим	2	6
29	еще не	5	6
30	вместе с	3	6
31	не может	8	6
32	мы можем	9	6
33	могут быть	3	6
34	у него	2	5
35	и как	3	5
36	в одном	3	5
37	к этому	2	5
38	и только	9	5
39	в его	4	5
40	мы уже	2	5
41	до сих	3	5
42	и др	3	5
43	сих пор	3	5
44	как мы	4	5
45	и по	2	5
46	с ними	4	5
47	и с	8	5
48	но в	4	5
49	а на	2	4
50	все что	4	4
51	в своей	2	4
52	в этот	2	4
53	и даже	4	4
54	о том	2	4
55	сравнению с	3	3
56	по сравнению	3	3
57	из этих	2	3
58	к себе	3	3
59	для нас	2	3
60	в том	3	3
61	том что	3	3
62	и других	2	3
63	но это	2	3
64	при этом	6	3
65	связанные с	2	3
66	как бы	5	3
67	все эти	5	3
68	но мы	4	3
69	не на	2	3
70	как это	3	3
71	те же	3	3
72	между ними	3	3
73	что мы	2	3
74	только в	4	3
75	и действительно	2	3
76	не могут	2	2
77	связанных с	2	2
78	не менее	2	2
79	и есть	3	2
80	никогда не	2	2
81	с этим	2	2
82	и все	4	2
83	с помощью	2	2
84	ни в	5	2
85	есть в	2	2
86	на этом	3	2
87	есть и	2	2
88	было бы	2	2
89	конечно не	6	2
90	в частности	2	2
91	к ним	2	2
92	что на	2	2
93	хотя бы	4	2
94	в нем	4	2
95	не есть	2	2
96	отношение к	5	2
97	другими словами	2	2
98	и их	4	2
99	все это	4	2
100	что это	2	2
101	и вот	3	2
102	и на	4	2
103	с этой	2	2
104	сказать что	7	2
105	в этой	4	2
106	тех же	3	2
107	и этим	2	2
108	в области	3	2
