N	2gram	Propp_Isto_5	KulturaY
1	и т	20	39
2	потому что	7	25
3	и в	25	23
4	т е	16	22
5	не только	13	20
6	в том	6	19
7	в этом	10	18
8	и не	11	16
9	так как	11	15
10	может быть	17	15
11	т д	18	14
12	точки зрения	2	14
13	если бы	2	12
14	все эти	8	12
15	том что	8	11
16	того чтобы	3	11
17	что в	8	10
18	по себе	2	10
19	а не	2	10
20	вовсе не	2	9
21	вопрос о	2	9
22	то что	7	9
23	самом деле	2	9
24	для того	3	9
25	не может	6	9
26	с другой	9	8
27	прежде всего	6	8
28	не в	6	8
29	в качестве	7	8
30	уже не	11	8
31	и что	8	8
32	и пр	3	8
33	что это	5	7
34	не менее	4	7
35	все же	10	7
36	но и	13	7
37	другой стороны	8	7
38	и с	3	7
39	это не	6	6
40	в этой	3	6
41	но не	5	6
42	тем не	4	6
43	то же	4	6
44	и на	8	6
45	ту же	2	6
46	что мы	2	6
47	что все	4	5
48	ясно что	5	5
49	что он	22	5
50	об этом	2	5
51	по существу	2	5
52	еще не	8	5
53	несмотря на	2	5
54	в его	12	5
55	один из	2	5
56	должен быть	2	5
57	и тем	4	5
58	вместе с	22	5
59	все это	4	5
60	таким образом	9	5
61	там где	6	5
62	и здесь	7	5
63	только в	7	5
64	мы имеем	14	5
65	перед нами	2	4
66	к этому	2	4
67	на то	2	4
68	можно сказать	2	4
69	мы знаем	8	4
70	для нас	5	4
71	но все	5	4
72	в пределах	4	4
73	или в	6	4
74	как бы	2	4
75	в нем	7	4
76	на этой	4	4
77	со стороны	2	4
78	так же	5	4
79	в связи	4	4
80	в данном	3	4
81	сказать что	2	4
82	могут быть	6	4
83	в то	3	4
84	в особенности	3	4
85	ничего не	2	4
86	на этом	3	3
87	уже в	2	3
88	у него	2	3
89	о которых	2	3
90	же в	2	3
91	но это	7	3
92	того же	2	3
93	совершенно не	2	3
94	связи с	8	3
95	но для	2	3
96	в ней	5	3
97	он не	4	3
98	что и	6	3
99	как в	6	3
100	так в	2	3
101	в форме	3	3
102	с этим	5	3
103	как мы	5	3
104	того что	2	3
105	из которых	2	3
106	и по	2	3
107	а в	3	3
108	и его	9	3
109	тем что	10	3
110	знаем что	6	3
111	в таких	3	3
112	и это	4	3
113	строится на	2	2
114	же как	4	2
115	с тем	8	2
116	в частности	7	2
117	никогда не	3	2
118	что у	4	2
119	но так	2	2
120	с этой	2	2
121	не как	4	2
122	и все	3	2
123	связанные с	2	2
124	не всегда	4	2
125	как можно	2	2
126	таких случаях	2	2
127	его к	3	2
128	этом случае	7	2
129	и потому	2	2
130	с одной	7	2
131	очевидно что	2	2
132	а на	2	2
133	в свою	3	2
134	после того	3	2
135	язык и	2	2
136	она не	2	2
137	но есть	2	2
138	в целях	3	2
139	таким же	2	2
140	в свое	2	2
141	к нему	3	2
142	мы видели	7	2
143	но уже	3	2
144	превращается в	7	2
145	в своей	2	2
146	на том	3	2
147	данном случае	2	2
148	а именно	4	2
149	сюда же	3	2
150	в наше	2	2
151	или же	3	2
152	того как	4	2
153	и для	2	2
154	что за	2	2
155	как и	7	2
156	образом в	2	2
157	здесь мы	5	2
158	но оно	3	2
159	роль в	2	2
160	е на	2	2
161	в которых	3	2
162	также что	3	2
163	от этого	4	2
164	и вообще	3	2
165	как у	2	2
166	мы должны	4	2
167	тех же	2	2
168	а если	2	2
