N	2gram	Losev_Dial_3	Problema
1	то что	14	42
2	вовсе не	13	35
3	и в	24	32
4	вещи есть	2	31
5	и не	27	31
6	не есть	54	29
7	не просто	18	23
8	не менее	11	19
9	в этом	8	19
10	тем не	10	18
11	не только	23	17
12	потому что	7	16
13	по себе	20	15
14	а не	26	15
15	в виде	8	15
16	в себе	2	15
17	как бы	3	14
18	может быть	13	14
19	у нас	4	14
20	но в	2	14
21	и тем	2	13
22	в нем	3	13
23	сказать что	4	13
24	что мы	8	13
25	при помощи	3	13
26	как раз	7	13
27	что в	7	12
28	а именно	2	12
29	том что	8	12
30	так и	5	12
31	и т	24	11
32	есть нечто	23	11
33	и даже	13	11
34	также и	2	11
35	о том	6	11
36	так как	6	11
37	то же	6	10
38	прежде всего	8	10
39	т д	23	10
40	отнюдь не	10	10
41	об этом	6	10
42	нет ничего	9	10
43	ничего не	17	10
44	но не	2	9
45	в том	5	9
46	это есть	8	9
47	но и	9	9
48	и что	15	9
49	так же	4	9
50	раз и	3	9
51	еще не	2	9
52	что же	11	9
53	в таком	14	9
54	в данном	2	9
55	и это	4	9
56	на то	3	8
57	есть только	12	8
58	не может	19	8
59	все эти	3	8
60	и о	3	8
61	и на	3	8
62	даже и	7	8
63	он и	3	8
64	когда мы	2	8
65	было бы	5	8
66	для того	3	8
67	но это	5	8
68	и ее	3	8
69	никогда не	7	7
70	ни в	9	7
71	и является	2	7
72	все это	6	7
73	того что	12	7
74	в них	5	7
75	и все	6	7
76	что он	13	7
77	как мы	2	7
78	во всяком	2	7
79	сам по	5	7
80	тем что	3	7
81	только в	5	7
82	и есть	16	6
83	так что	8	6
84	и как	8	6
85	при этом	2	6
86	в самом	7	6
87	и если	2	6
88	хотя и	5	6
89	в виду	7	6
90	то и	3	6
91	таким образом	13	6
92	это не	4	6
93	всегда есть	5	6
94	и здесь	2	6
95	но как	2	6
96	говорить о	4	6
97	и то	4	6
98	как это	5	6
99	таком случае	10	6
100	не существует	10	6
101	есть не	9	6
102	в то	5	6
103	совершенно не	2	6
104	за пределы	3	6
105	в его	2	6
106	самом деле	6	6
107	что такое	21	6
108	разного рода	2	6
109	перед нами	3	5
110	можно ли	5	5
111	в своем	3	5
112	или иной	4	5
113	для нас	2	5
114	есть в	3	5
115	не имеют	2	5
116	мы уже	3	5
117	той или	2	5
118	она есть	10	5
119	что она	9	5
120	еще и	2	5
121	то в	2	5
122	тем более	3	5
123	есть именно	6	5
124	есть ни	3	5
125	ни о	3	5
126	все равно	2	5
127	именно в	2	4
128	тому что	4	4
129	точно так	2	4
130	вещи в	2	4
131	сама по	4	4
132	не в	3	4
133	мы и	4	4
134	и пр	6	4
135	не говоря	2	4
136	в их	2	4
137	и только	6	4
138	не было	3	4
139	или в	2	4
140	а в	2	4
141	их в	2	4
142	именно как	3	4
143	в истории	4	4
144	ни на	3	4
145	иметь в	2	4
146	если бы	6	4
147	он есть	3	4
148	же в	2	4
149	никак не	2	4
150	ровно ничего	3	4
151	только на	7	4
152	и ни	3	4
153	даже если	2	4
154	если не	3	4
155	тем самым	3	4
156	и притом	5	4
157	и для	2	4
158	д и	6	4
159	и вообще	2	4
160	что это	12	3
161	что не	5	3
162	с другой	4	3
163	что все	14	3
164	как же	5	3
165	что его	5	3
166	случае не	3	3
167	несмотря на	2	3
168	есть также	2	3
169	но для	2	3
170	всяком случае	2	3
171	хотя бы	4	3
172	и уже	2	3
173	другими словами	7	3
174	из них	3	3
175	но она	3	3
176	другой стороны	2	3
177	для этого	2	3
178	мы говорим	2	3
179	и его	5	3
180	не больше	3	3
181	что оно	7	3
182	только и	2	3
183	тех или	2	3
184	или не	5	3
185	же и	2	3
186	с этим	3	3
187	точки зрения	25	3
188	и следовательно	2	3
189	есть еще	3	3
190	уже и	3	3
191	только не	10	3
192	для себя	2	3
193	и во	2	3
194	ясно что	7	3
195	как и	7	3
196	только потому	2	3
197	учение о	8	3
198	есть и	12	3
199	и чисто	2	3
200	к тому	4	3
201	он не	5	3
202	о нем	4	3
203	однако не	2	3
204	сами по	3	3
205	оно не	6	3
206	говорит о	4	3
207	быть и	3	3
208	от всего	6	3
209	может и	2	3
210	уже не	5	3
211	не на	6	3
212	к нему	3	3
213	с точки	14	3
214	в каком	3	3
215	сущность и	4	3
216	в чем	4	3
217	значит что	24	3
218	что их	2	2
219	не могут	4	2
220	все время	3	2
221	же как	2	2
222	что если	2	2
223	вообще не	2	2
224	иное как	6	2
225	законы природы	5	2
226	не содержит	2	2
227	но только	4	2
228	крайней мере	5	2
229	его как	3	2
230	следовательно и	2	2
231	особого рода	3	2
232	но что	7	2
233	он будет	3	2
234	для него	4	2
235	кроме того	6	2
236	например в	2	2
237	не что-нибудь	2	2
238	не о	2	2
239	но если	6	2
240	на что	2	2
241	так или	2	2
242	говоря уже	2	2
243	себе отнюдь	2	2
244	ли его	2	2
245	тогда не	2	2
246	не имеет	11	2
247	должно быть	3	2
248	что для	5	2
249	понимать как	3	2
250	и с	6	2
251	одно из	5	2
252	как именно	2	2
253	и ничего	4	2
254	из этих	2	2
255	всего иного	2	2
256	того или	3	2
257	в первом	2	2
258	я и	2	2
259	же мы	2	2
260	говорить что	4	2
261	мира или	2	2
262	с его	2	2
263	и чтобы	2	2
264	нет никакой	4	2
265	сознания и	4	2
266	могут быть	2	2
267	он должен	3	2
268	по крайней	5	2
269	в понятии	2	2
270	не мешает	2	2
271	но о	2	2
272	или иного	2	2
273	не что	6	2
274	на первый	4	2
275	и уж	2	2
276	по существу	2	2
277	ведь это	2	2
278	она не	3	2
279	со всеми	2	2
280	действительно есть	2	2
281	в сущности	10	2
282	но еще	2	2
283	во внимание	2	2
284	не значит	3	2
285	и потому	2	2
286	нет и	4	2
287	не будет	3	2
288	ее в	2	2
289	и сама	5	2
290	только что	4	2
291	собственно говоря	4	2
292	для такого	2	2
293	мы не	5	2
294	или иначе	2	2
295	тому как	4	2
296	что этот	2	2
297	нас в	2	2
298	вещь или	2	2
299	понятия и	2	2
300	подобно тому	4	2
301	на себя	3	2
302	что иное	6	2
303	учения о	2	2
304	что нет	4	2
305	в нечто	3	2
306	не можем	2	2
307	это было	3	2
