N	2gram	Bakhtin_sl_1	Narrotol
1	не только	16	26
2	а не	15	17
3	но и	16	15
4	в том	3	14
5	при этом	6	14
6	в качестве	3	14
7	и не	16	14
8	том что	2	13
9	и в	41	13
10	в этом	12	13
11	такого рода	2	12
12	в частности	2	11
13	только в	6	11
14	может быть	14	10
15	в данном	3	10
16	к тому	3	9
17	так и	11	9
18	а в	6	9
19	то есть	26	9
20	в себе	3	8
21	не может	14	8
22	не в	7	8
23	никогда не	3	6
24	в своем	3	6
25	прежде всего	8	6
26	можно сказать	2	6
27	и к	5	6
28	того что	3	6
29	в его	13	6
30	данном случае	3	6
31	все же	7	6
32	у него	3	6
33	как бы	12	6
34	а также	2	6
35	ничего не	4	6
36	но в	8	6
37	точки зрения	16	5
38	одной стороны	4	5
39	хотя и	2	5
40	он не	3	5
41	в котором	2	5
42	и тем	2	5
43	в нем	30	5
44	как в	8	5
45	таким образом	9	5
46	с одной	4	5
47	в той	10	5
48	с другой	5	5
49	на протяжении	2	5
50	в то	14	5
51	далеко не	5	5
52	о том	3	5
53	перед нами	4	4
54	как и	4	4
55	для него	3	4
56	не является	2	4
57	в своей	7	4
58	в ее	2	4
59	то же	14	4
60	уже не	2	4
61	и у	2	4
62	в другом	2	4
63	все его	4	4
64	и все	4	4
65	с ним	7	4
66	в известном	2	3
67	а как	2	3
68	с его	4	3
69	тому что	2	3
70	точку зрения	3	3
71	или даже	2	3
72	это не	6	3
73	или иного	2	3
74	или иной	9	3
75	в слове	7	3
76	что они	2	3
77	одна из	2	3
78	но не	2	3
79	же время	12	3
80	и сам	3	3
81	того или	2	3
82	известном смысле	2	3
83	как раз	2	3
84	той или	9	3
85	о нем	4	3
86	за пределами	2	3
87	один из	4	3
88	в целом	2	3
89	на том	2	3
90	внутренней речи	3	3
91	между собой	2	3
92	как к	2	3
93	все эти	9	3
94	и даже	6	3
95	и по	2	3
96	и для	4	3
97	и его	14	3
98	с ними	3	3
99	с этой	3	3
100	сказать что	2	3
101	между тем	2	3
102	так сказать	5	3
103	же как	2	2
104	хотя бы	3	2
105	столь же	2	2
106	из этих	3	2
107	на фоне	7	2
108	вовсе не	7	2
109	и здесь	3	2
110	в свою	3	2
111	к своему	6	2
112	автора в	2	2
113	для нас	2	2
114	и т	28	2
115	по своему	2	2
116	еще не	4	2
117	было бы	3	2
118	со своим	5	2
119	в самом	5	2
120	интерес к	2	2
121	от его	3	2
122	в него	3	2
123	оно не	6	2
124	не могло	3	2
125	он может	2	2
126	себя в	9	2
127	в процессе	4	2
128	только на	2	2
129	в других	3	2
130	а с	2	2
131	именно в	3	2
132	у нас	2	2
133	те же	2	2
134	на самом	2	2
135	с точки	8	2
136	так же	2	2
137	той же	2	2
138	роль в	2	2
139	мы не	2	2
140	можно было	2	2
141	в результате	3	2
142	в ней	4	2
143	в виде	2	2
144	но он	2	2
145	т п	23	2
146	зрения на	7	2
147	здесь не	2	2
148	потому что	2	2
149	которая не	3	2
150	в сознании	2	2
