N	2gram	Vygotskiy__5	Myshleni
1	точки зрения	7	26
2	таким образом	20	26
3	в том	27	24
4	и в	30	23
5	том что	21	21
6	в целом	5	20
7	с точки	2	18
8	того чтобы	20	17
9	то что	37	17
10	в этом	14	17
11	так же	13	16
12	не только	16	16
13	того что	8	15
14	говорит он	2	15
15	для того	20	15
16	что в	24	14
17	может быть	11	14
18	но и	6	14
19	как и	6	14
20	в его	4	14
21	с помощью	2	13
22	не может	9	12
23	как бы	19	11
24	сказать что	9	11
25	с другой	9	10
26	прежде всего	4	10
27	в отношении	2	10
28	в психологии	3	10
29	в качестве	2	9
30	одной стороны	12	9
31	не является	2	9
32	другой стороны	5	9
33	и не	6	9
34	и с	2	9
35	же точно	6	9
36	вместе с	12	9
37	самого начала	3	8
38	с самого	3	8
39	с одной	12	8
40	заключается в	8	8
41	и на	3	8
42	в основе	7	8
43	то же	7	8
44	вопрос о	3	7
45	мы могли	4	7
46	в этой	5	7
47	в самом	14	7
48	по отношению	2	7
49	в то	2	7
50	так как	9	7
51	с тем	8	7
52	что он	17	7
53	мы не	3	7
54	в другом	3	7
55	все время	20	6
56	с этой	2	6
57	же как	2	6
58	нам думается	2	6
59	и тем	6	6
60	от того	4	6
61	все это	2	6
62	именно в	6	6
63	могли бы	4	6
64	потому что	23	6
65	с этим	2	6
66	в силу	3	6
67	о том	10	6
68	в сущности	12	6
69	по сравнению	4	6
70	связь между	2	6
71	и его	6	6
72	мы можем	7	6
73	тем что	6	6
74	в себе	5	6
75	только в	5	6
76	учения о	3	6
77	тому что	8	5
78	перед нами	2	5
79	из того	3	5
80	можно сказать	2	5
81	и как	7	5
82	на то	17	5
83	по себе	7	5
84	для этого	9	5
85	в своих	5	5
86	что мы	11	5
87	мы должны	3	5
88	и все	4	5
89	бы в	5	5
90	если бы	11	5
91	но в	5	5
92	думается что	3	5
93	между собой	2	5
94	сравнению с	4	5
95	представить себе	2	5
96	а затем	2	5
97	и что	23	5
98	он не	3	5
99	так и	3	5
100	как мы	5	5
101	из этого	2	5
102	но не	7	4
103	что все	6	4
104	в свою	3	4
