N	3gram	Potebnia_M_1	Myshleni
1	в том что	13	17
2	для того чтобы	2	7
3	с самого начала	3	6
4	с одной стороны	3	5
5	тем не менее	6	5
6	что и в	3	5
7	и того же	2	4
8	то и другое	2	4
9	одного и того	2	4
10	с тем что	3	3
11	с другой стороны	5	3
12	и той же	3	2
13	и в этом	6	2
14	так и в	3	2
15	только потому что	2	2
16	в свою очередь	4	2
17	как и в	2	2
18	само по себе	4	2
19	только в том	6	2
20	заключает в себе	2	2
21	не может быть	9	2
22	в этом смысле	4	2
23	таким образом что	2	2
24	по отношению к	13	2
25	одной и той	3	2
