N	3gram	Vinokur_Ku_1	Psycholo
1	для того чтобы	15	19
2	на то что	2	16
3	в том что	15	14
4	мы увидим что	2	6
5	к тому что	2	6
6	в зависимости от	5	6
7	о том что	5	6
8	заключается в том	2	6
9	в самом деле	7	5
10	до сих пор	4	5
11	с другой стороны	6	5
12	а с другой	3	4
13	в этом отношении	5	3
14	вместе с тем	3	3
15	и т д	14	3
16	можно было бы	3	3
17	и т п	18	3
18	одного и того	2	2
19	обратить внимание на	2	2
20	сводится к тому	2	2
21	и того же	2	2
22	и в самом	2	2
23	состоит в том	3	2
24	с точки зрения	9	2
25	в том и	2	2
26	не может быть	3	2
27	на самом деле	2	2
28	в том чтобы	8	2
29	именно в том	2	2
30	в этом случае	2	2
