N	2gram	Vygotskiy__7	DiskursI
1	в качестве	5	34
2	не только	24	28
3	в том	18	23
4	а не	6	22
5	том что	17	19
6	может быть	7	17
7	представляет собой	19	17
8	и в	26	16
9	как и	15	16
10	в этом	29	15
11	еще не	4	14
12	но и	11	14
13	прежде всего	7	11
14	но не	3	11
15	и не	18	11
16	по своей	10	11
17	с другой	4	10
18	как в	4	10
19	состоит в	3	9
20	в нем	2	9
21	отношению к	5	9
22	одной стороны	5	9
23	по отношению	6	9
24	не может	11	9
25	с одной	5	9
26	так и	3	8
27	о том	4	8
28	но в	4	8
29	в основе	3	7
30	в его	4	7
31	то же	8	7
32	в себе	9	7
33	только в	8	7
34	не в	4	7
35	к тому	7	5
36	можно сказать	5	5
37	в силу	5	5
38	как бы	6	5
39	в котором	4	5
40	в своей	3	5
41	то что	24	5
42	во всех	6	5
43	в процессе	5	5
44	в отличие	2	5
45	а в	2	5
46	в их	2	5
47	по природе	2	5
48	отличие от	2	5
49	в данном	5	5
50	что в	12	4
51	не является	3	4
52	для себя	24	4
53	во втором	3	4
54	и к	7	4
55	что он	8	4
56	для него	3	4
57	в целом	5	4
58	привело к	2	4
59	одной из	4	4
60	связи с	4	4
61	на его	2	4
62	и о	3	4
63	отношение к	2	4
64	по своим	2	4
65	внимание на	2	4
66	лишь в	2	4
67	что не	2	4
68	в которых	2	4
69	потому что	16	4
70	могут быть	2	4
71	перед нами	2	3
72	столь же	2	3
73	это не	3	3
74	в одной	3	3
75	по себе	3	3
76	человеческого сознания	2	3
77	что и	3	3
78	в ее	6	3
79	в ситуации	7	3
80	свою очередь	2	3
81	по своему	9	3
82	в свою	2	3
83	с этим	2	3
84	в действительности	2	3
85	в самом	9	3
86	имеет место	4	3
87	один из	2	3
88	все же	6	3
89	в ходе	12	3
90	ли не	2	3
91	таким образом	23	3
92	именно в	6	3
93	заключается в	6	3
94	того что	14	3
95	должны быть	4	3
96	в своих	2	3
97	сказать что	8	3
98	тем что	9	3
99	точки зрения	28	3
100	в то	3	3
101	также и	2	3
102	в первом	3	3
103	и потому	3	3
104	слова в	5	2
105	из двух	3	2
106	по мере	7	2
107	не менее	4	2
108	и есть	2	2
109	одновременно и	2	2
110	никогда не	4	2
111	между собой	6	2
112	в какой	6	2
113	нельзя не	2	2
114	и во	4	2
115	одного из	2	2
116	на ее	2	2
117	к этому	2	2
118	стороны и	4	2
119	об этом	3	2
120	к его	2	2
121	что делает	2	2
122	есть в	3	2
123	отличается от	3	2
124	что с	5	2
125	своей природе	4	2
126	в начале	5	2
127	в сущности	9	2
128	одним из	2	2
129	совпадает с	3	2
130	и тем	6	2
131	не есть	4	2
132	с ее	2	2
133	а по	2	2
134	что же	2	2
135	данном случае	5	2
136	мысли и	11	2
137	приводит к	4	2
138	целый ряд	4	2
139	к мысли	4	2
140	как к	3	2
141	отношения к	2	2
142	может и	2	2
143	уже в	2	2
144	как мы	14	2
145	этого термина	2	2
146	речи как	6	2
147	и что	6	2
148	и он	2	2
149	сути дела	2	2
150	и по	3	2
151	к другому	3	2
152	слово не	2	2
153	и его	12	2
154	или в	2	2
155	во всяком	2	2
156	в момент	4	2
157	и ее	2	2
158	же самое	5	2
159	в этой	3	2
160	внутренней речи	67	2
161	едва ли	4	2
162	возможно только	2	2
163	в виду	5	2
164	о чем	4	2
