N	2gram	Losev_Vlad_3	DiskursI
1	в качестве	3	34
2	не только	25	28
3	в том	18	23
4	а не	8	22
5	то есть	24	20
6	том что	18	19
7	может быть	8	17
8	и в	40	16
9	как и	7	16
10	в этом	16	15
11	еще не	4	14
12	но и	18	14
13	при этом	3	13
14	прежде всего	10	11
15	но не	4	11
16	и не	25	11
17	по своей	2	11
18	с другой	5	10
19	далеко не	3	10
20	в нем	3	9
21	одной стороны	3	9
22	не может	14	9
23	с одной	3	9
24	а также	8	8
25	отнюдь не	5	8
26	так и	6	8
27	о том	11	8
28	но в	4	8
29	в его	14	7
30	со стороны	2	7
31	то же	4	7
32	не было	5	7
33	роль в	2	7
34	в себе	9	7
35	только в	13	7
36	не в	3	7
37	в своем	8	6
38	и как	7	6
39	ни к	2	6
40	к тому	7	5
41	тому же	5	5
42	в силу	2	5
43	как бы	3	5
44	в котором	4	5
45	в своей	9	5
46	то что	28	5
47	в отличие	3	5
48	а с	4	5
49	а в	7	5
50	в их	2	5
51	сводится к	3	5
52	отличие от	3	5
53	и на	6	5
54	в данном	5	5
55	с его	2	4
56	что в	17	4
57	в сторону	2	4
58	не является	2	4
59	для себя	5	4
60	не как	2	4
61	и к	2	4
62	что он	5	4
63	уже не	9	4
64	для него	8	4
65	в истории	5	4
66	в целом	2	4
67	же время	2	4
68	одной из	2	4
69	связи с	2	4
70	такого рода	4	4
71	и о	4	4
72	потому что	11	4
73	перед нами	3	3
74	он мог	3	3
75	того же	2	3
76	это не	3	3
77	по себе	6	3
78	что и	7	3
79	имеет свою	2	3
80	с этим	2	3
81	в самом	4	3
82	той или	2	3
83	еще в	5	3
84	не с	4	3
85	хотя бы	6	3
86	все же	4	3
87	из них	2	3
88	как не	2	3
89	таким образом	11	3
90	именно в	3	3
91	того что	7	3
92	другой стороны	2	3
93	и даже	6	3
94	в своих	7	3
95	сказать что	12	3
96	тем что	5	3
97	точки зрения	13	3
98	в то	7	3
99	также и	17	3
100	и потому	10	3
101	понятие о	2	3
102	разного рода	3	2
103	однако и	4	2
104	не менее	9	2
105	а о	2	2
106	никогда не	11	2
107	в какой	2	2
108	же касается	5	2
109	и все	4	2
110	в одном	5	2
111	к этому	2	2
112	для понимания	2	2
113	в году	10	2
114	стороны и	2	2
115	об этом	6	2
116	к его	2	2
117	более или	5	2
118	отличается от	3	2
119	бы это	2	2
120	в начале	2	2
121	в сущности	2	2
122	он ни	2	2
123	хотя и	7	2
124	оно не	3	2
125	и тем	3	2
126	не есть	10	2
127	или менее	5	2
128	что же	9	2
129	данном случае	2	2
130	за пределы	3	2
131	поскольку в	3	2
132	отношения к	5	2
133	уже в	3	2
134	как мы	8	2
135	и что	8	2
136	свидетельствует о	2	2
137	и по	2	2
138	и его	10	2
139	здесь в	4	2
140	во всяком	3	2
141	мы имеем	3	2
142	что касается	2	2
143	на себя	2	2
144	но как	2	2
145	он всегда	2	2
146	в другом	2	2
147	и вообще	3	2
148	что даже	2	2
149	же самое	3	2
150	в этой	8	2
151	заметить что	2	2
152	едва ли	11	2
153	в виду	3	2
154	это было	3	2
