N	3gram	Vygotskiy__1	KulturaY
1	в том что	15	15
2	для того чтобы	15	15
3	с точки зрения	18	9
4	по отношению к	7	8
5	в том чтобы	3	8
6	в самом деле	2	7
7	с другой стороны	9	6
8	в этом отношении	4	5
9	о том что	6	5
10	во всяком случае	3	5
11	в зависимости от	2	5
12	том что он	2	4
13	до сих пор	4	4
14	можно было бы	3	3
15	в свою очередь	3	3
16	не может быть	5	3
17	вместе с тем	5	3
18	а с другой	2	3
19	в первую очередь	3	2
20	то же время	2	2
21	к тому что	3	2
22	на то что	3	2
23	в то же	2	2
24	в целом и	5	2
25	речь идет о	2	2
26	заключается в том	6	2
