N	2gram	Vygotskiy__2	Literetu
1	и не	7	22
2	и в	15	16
3	при этом	3	15
4	не только	15	14
5	но и	10	14
6	в этом	19	14
7	а не	3	12
8	то что	20	12
9	может быть	9	12
10	в том	33	12
11	в частности	6	11
12	не в	8	10
13	то же	5	9
14	так и	8	9
15	того что	17	9
16	том что	27	8
17	не может	9	8
18	к себе	2	8
19	в этой	6	8
20	как бы	7	8
21	в своей	4	7
22	со стороны	3	7
23	тем самым	3	7
24	точки зрения	26	7
25	только в	4	7
26	с его	4	6
27	состоит в	3	6
28	с другой	6	6
29	к тому	7	6
30	в его	2	6
31	и т.п	7	6
32	и его	4	6
33	в себе	2	6
34	в другом	2	6
35	о том	9	6
36	в качестве	4	5
37	это не	5	5
38	что он	12	5
39	как и	6	5
40	лишь в	3	5
41	в целом	10	5
42	вместе с	6	5
43	как в	4	5
44	в отличие	3	5
45	а в	4	5
46	этом отношении	3	5
47	именно в	2	5
48	в основе	3	5
49	отличие от	3	5
50	но не	3	4
51	никогда не	8	4
52	даже в	4	4
53	по существу	5	4
54	как у	2	4
55	одной стороны	7	4
56	в начале	4	4
57	и для	2	4
58	отношению к	5	4
59	из них	3	4
60	данном случае	3	4
61	по отношению	6	4
62	с одной	7	4
63	а также	2	4
64	должно быть	2	4
65	в данном	3	4
66	в одном	2	4
67	том числе	3	3
68	только для	3	3
69	все время	3	3
70	отнюдь не	2	3
71	прежде всего	4	3
72	и как	2	3
73	и к	6	3
74	в самом	11	3
75	и тем	2	3
76	для которого	3	3
77	с ее	2	3
78	бы и	3	3
79	самом деле	6	3
80	говоря словами	2	3
81	с точки	18	3
82	той же	2	3
83	тому как	2	3
84	потому что	7	3
85	по своей	6	3
86	там где	6	3
87	едва ли	7	3
88	как это	6	3
89	но в	6	3
90	в противоположность	2	2
91	с которой	2	2
92	не надо	3	2
93	что в	14	2
94	если бы	8	2
95	в полном	2	2
96	быть может	2	2
97	что у	3	2
98	с этой	2	2
99	к этому	4	2
100	вопрос о	5	2
101	по себе	7	2
102	стороны и	2	2
103	со всей	4	2
104	на то	6	2
105	или иной	2	2
106	и ее	3	2
107	раз в	2	2
108	всякий раз	2	2
109	в присутствии	2	2
110	связи с	9	2
111	числе и	3	2
112	того же	3	2
113	для него	3	2
114	можно сказать	2	2
115	человек с	2	2
116	было бы	10	2
117	и сам	3	2
118	в первой	2	2
119	несмотря на	4	2
120	во всех	2	2
121	том чтобы	4	2
122	нас к	2	2
123	той или	2	2
124	для себя	3	2
125	еще один	2	2
126	что и	2	2
127	не удивительно	4	2
128	все же	4	2
129	когда он	3	2
130	с ней	2	2
131	и тогда	2	2
132	как мы	6	2
133	во всей	5	2
134	так же	4	2
135	как раз	4	2
136	как например	2	2
137	и только	3	2
138	решающее значение	3	2
139	в совершенно	4	2
140	но с	2	2
141	из того	4	2
142	от жизни	2	2
143	того чтобы	12	2
144	для того	10	2
145	и даже	5	2
146	своей жизни	2	2
147	и с	4	2
148	тем что	2	2
149	он в	3	2
150	подобно тому	2	2
151	представляет собой	2	2
152	же самое	2	2
153	могли бы	4	2
154	мира и	2	2
155	ее в	2	2
