N	2gram	Voloshinov_1	Freidism
1	таким образом	7	24
2	и не	14	23
3	не может	12	20
4	точки зрения	10	19
5	прежде всего	21	18
6	и пр	4	15
7	в этом	10	15
8	в его	6	15
9	с помощью	6	14
10	в душе	2	13
11	мы можем	7	13
12	может быть	13	13
13	и его	7	12
14	как и	10	11
15	как бы	28	11
16	то что	8	11
17	все эти	2	11
18	с точки	5	11
19	и потому	2	10
20	так и	6	10
21	как мы	9	10
22	самом деле	4	10
23	его в	4	10
24	с ним	2	10
25	но в	5	10
26	с его	7	9
27	и в	38	9
28	во всех	6	9
29	что он	2	8
30	еще не	3	8
31	в своей	2	8
32	он не	2	8
33	не только	27	8
34	все это	4	8
35	то же	14	8
36	только в	6	8
37	и все	4	8
38	так как	7	8
39	тот же	2	7
40	к нему	2	7
41	один из	4	7
42	мы видели	5	7
43	отношение к	2	7
44	в самом	4	7
45	что же	8	7
46	те же	4	7
47	и наконец	5	7
48	сказать что	3	7
49	мы уже	10	7
50	никогда не	7	6
51	точку зрения	3	6
52	вовсе не	2	6
53	для него	3	6
54	того что	4	6
55	в ней	8	6
56	так сказать	4	6
57	совершенно не	3	6
58	хотя бы	18	6
59	и с	5	6
60	и к	4	5
61	связь с	2	5
62	но мы	2	5
63	в свою	6	5
64	можно сказать	4	5
65	не в	6	5
66	в этой	6	5
67	в то	9	5
68	что такое	4	5
69	но и	13	5
70	на самом	3	5
71	для того	9	5
72	а в	5	5
73	и на	6	5
74	с этим	2	5
75	в каком	2	5
76	мы должны	10	5
77	я и	2	5
78	но не	2	4
79	в котором	3	4
80	связанных с	3	4
81	внешней речи	4	4
82	в этих	2	4
83	в жизни	2	4
84	если мы	4	4
85	с другими	2	4
86	к тому	4	4
87	об этом	3	4
88	же время	7	4
89	которой мы	4	4
90	нашего сознания	2	4
91	связанные с	2	4
92	при этом	9	4
93	другими словами	7	4
94	конечно не	3	4
95	от того	3	4
96	в основе	2	4
97	в зависимости	5	4
98	в нем	4	4
99	все же	7	4
100	не было	2	4
101	между ними	3	4
102	уже не	4	4
103	того чтобы	7	4
104	с самого	4	4
105	и для	3	4
106	в которой	7	4
107	той же	5	4
108	мы не	9	4
109	этот вопрос	2	4
110	потому что	5	4
111	зависимости от	5	4
112	в голову	3	3
113	самого начала	4	3
114	главным образом	3	3
115	если бы	4	3
116	внутренней и	3	3
117	тому что	5	3
118	и от	7	3
119	в себе	9	3
120	войти в	2	3
121	и как	9	3
122	внешнюю речь	2	3
123	но это	2	3
124	по своему	3	3
125	было бы	7	3
126	ни на	3	3
127	и той	5	3
128	внутренняя речь	5	3
129	себя в	4	3
130	жизни и	3	3
131	на него	4	3
132	вместе с	5	3
133	этот процесс	2	3
134	и содержание	2	3
135	не знает	3	3
136	как в	2	3
137	одной и	2	3
138	всех своих	4	3
139	и вот	3	3
140	свою очередь	4	3
141	и т.п	21	3
142	между двумя	2	3
143	мы имеем	2	3
144	может стать	2	3
145	эти высказывания	2	3
146	но ведь	6	3
147	и внешней	3	3
148	слова и	5	3
149	зрения на	2	3
150	человека с	2	3
151	не является	5	3
152	в сознании	3	3
153	в отношении	2	2
154	уже в	5	2
155	или иное	4	2
156	зависит от	2	2
157	человека в	2	2
158	видели что	3	2
159	но все	4	2
160	что это	4	2
161	для всех	2	2
162	в нашем	5	2
163	его и	3	2
164	между собой	2	2
165	и ни	2	2
166	чаще всего	3	2
167	в какой	2	2
168	это не	3	2
169	в конце	6	2
170	к этому	2	2
171	содержание и	3	2
172	человек не	2	2
173	же самое	5	2
174	и уже	3	2
175	для нас	3	2
176	в ее	3	2
177	да и	4	2
178	влияние на	4	2
179	том что	3	2
180	в предыдущей	2	2
181	из всего	2	2
182	во внутренней	4	2
183	не существует	4	2
184	а не	6	2
185	связано с	2	2
186	социальной жизни	2	2
187	сказать не	2	2
188	из них	3	2
189	мы говорили	2	2
190	что мы	11	2
191	но для	3	2
192	в процессе	6	2
193	конце концов	3	2
194	относится к	2	2
195	себе и	2	2
196	ответ на	2	2
197	во второй	3	2
198	как не	2	2
199	выражение в	3	2
200	сих пор	2	2
201	той социальной	2	2
202	только на	3	2
203	в нас	2	2
204	отношения к	3	2
205	а с	5	2
206	этом отношении	2	2
207	что оно	3	2
208	внутренней речи	18	2
209	социальной группы	3	2
210	ничего что	2	2
211	заметить что	2	2
212	свое выражение	2	2
213	другого человека	2	2
214	тем же	3	2
215	и даже	3	2
216	за ними	2	2
217	так же	4	2
218	роль в	3	2
219	социального общения	14	2
220	мы видим	3	2
221	и то	3	2
222	их в	3	2
223	то или	4	2
224	связанный с	2	2
225	нуждается в	2	2
226	в своих	2	2
227	что и	3	2
228	словесное выражение	4	2
229	и при	2	2
230	но как	2	2
231	и вообще	2	2
232	речи и	6	2
233	все то	2	2
234	нам в	3	2
235	когда мы	6	2
236	этом мы	3	2
237	мы конечно	2	2
238	как это	5	2
239	в области	5	2
240	и поэтому	3	2
241	в виду	3	2
