N	2gram	Losev_Vlad_1	Marksizm
1	точки зрения	2	34
2	может быть	6	26
3	и не	17	26
4	не может	6	24
5	и в	31	19
6	и его	7	19
7	таким образом	3	17
8	в этом	14	16
9	как мы	9	13
10	как и	4	12
11	так и	6	11
12	и для	2	11
13	в самом	2	10
14	в нем	4	10
15	для него	7	9
16	лишь в	2	9
17	в результате	2	9
18	только в	9	9
19	при этом	2	8
20	но и	19	8
21	не только	24	8
22	все же	3	8
23	то что	18	8
24	в связи	3	7
25	все эти	3	7
26	но в	12	7
27	то же	6	7
28	в том	11	6
29	кроме того	7	6
30	в науке	3	6
31	другой стороны	3	6
32	и здесь	3	6
33	отнюдь не	3	6
34	того же	6	6
35	в его	12	6
36	ничего не	3	6
37	с другой	3	5
38	в конце	9	5
39	мы знаем	2	5
40	не в	5	5
41	конечно не	2	5
42	в начале	3	5
43	и потому	6	5
44	и все	4	5
45	к этому	6	5
46	вовсе не	5	5
47	за пределы	3	5
48	того чтобы	2	5
49	хотя бы	2	5
50	во всяком	2	5
51	ясно что	2	5
52	что в	14	4
53	не менее	2	4
54	в отношении	3	4
55	здесь мы	3	4
56	не столько	2	4
57	а в	9	4
58	и на	3	4
59	тот же	3	4
60	сказать что	7	4
61	еще не	2	4
62	было бы	2	4
63	и тот	2	4
64	не будем	2	4
65	нет и	2	4
66	что же	5	4
67	как в	3	4
68	мысли и	4	4
69	только на	3	4
70	для того	2	4
71	место в	2	3
72	и от	5	3
73	можно сказать	6	3
74	и как	4	3
75	в дальнейшем	8	3
76	же время	4	3
77	в котором	6	3
78	из них	2	3
79	все это	5	3
80	не было	5	3
81	конце концов	3	3
82	того что	2	3
83	в то	8	3
84	и действительно	3	3
85	в каком	2	3
86	и к	6	3
87	том что	14	3
88	мы должны	2	3
89	одной из	2	3
90	совершенно не	2	3
91	он не	10	3
92	в своей	4	3
93	в истории	4	3
94	это и	2	3
95	на этот	6	3
96	один и	2	3
97	и это	2	3
98	в которой	4	3
99	нужно прибавить	2	2
100	в частности	2	2
101	никогда не	9	2
102	это делает	2	2
103	в своем	4	2
104	в тот	2	2
105	что все	2	2
106	первый план	2	2
107	его к	2	2
108	тем не	2	2
109	ни в	2	2
110	одним из	2	2
111	всяком случае	2	2
112	в эти	7	2
113	в нашем	4	2
114	жизни и	5	2
115	как к	2	2
116	и других	2	2
117	этому нужно	2	2
118	и даже	15	2
119	в философии	2	2
120	в своих	5	2
121	из этих	2	2
122	к его	3	2
123	о том	11	2
124	этом смысле	4	2
125	как он	4	2
126	так как	8	2
127	к этой	2	2
128	и с	14	2
129	что он	12	2
130	в себе	4	2
131	у нас	6	2
132	этот момент	2	2
133	от него	2	2
134	в качестве	6	2
135	мы уже	7	2
136	к тому	3	2
137	на первый	2	2
138	то как	2	2
139	что и	5	2
140	и речи	3	2
141	как раз	7	2
142	к своему	3	2
143	что такое	2	2
144	и он	3	2
145	той же	2	2
146	то мы	3	2
147	тем что	2	2
148	и вообще	4	2
149	из этого	2	2
150	от нее	2	2
151	в чем	2	2
