N	2gram	Vygotskiy__3	Tvorches
1	и в	25	20
2	не только	6	13
3	никогда не	4	11
4	как бы	10	11
5	в его	15	10
6	таким образом	17	10
7	в то	4	10
8	и его	2	9
9	и не	10	9
10	прежде всего	4	8
11	в том	23	8
12	при этом	5	8
13	но и	4	8
14	может быть	13	8
15	в этом	14	8
16	наряду с	3	7
17	что в	17	7
18	не может	6	7
19	то же	2	7
20	потому что	6	7
21	что он	6	6
22	как и	15	6
23	в целом	13	6
24	в своей	2	6
25	так и	5	6
26	все это	6	6
27	именно в	5	6
28	в основном	6	6
29	в мире	2	5
30	но это	5	5
31	еще не	4	5
32	но не	6	5
33	и сам	3	5
34	все же	6	5
35	так же	17	5
36	и на	6	5
37	в этой	5	5
38	о том	5	5
39	об этом	2	4
40	и от	2	4
41	мы не	9	4
42	показывает что	8	4
43	том что	20	4
44	мы видим	3	4
45	что они	10	4
46	отнюдь не	4	4
47	на его	2	4
48	хотя и	2	4
49	что она	5	4
50	когда он	3	4
51	как в	9	4
52	все эти	7	4
53	тем самым	2	4
54	не в	6	4
55	а в	4	4
56	в чем	2	4
57	и потому	2	4
58	если бы	5	4
59	место в	2	3
60	а с	3	3
61	же как	6	3
62	с этой	3	3
63	человека и	5	3
64	к этому	3	3
65	с ним	4	3
66	в пользу	5	3
67	отношению к	2	3
68	одна из	2	3
69	для него	5	3
70	в самом	3	3
71	он не	4	3
72	в котором	3	3
73	не является	8	3
74	один из	6	3
75	в нем	2	3
76	то что	15	3
77	и это	4	3
78	вместе с	14	3
79	по отношению	3	3
80	так как	12	3
81	в свете	2	3
82	уже не	2	3
83	одним из	5	3
84	в таком	2	3
85	этот вопрос	3	3
86	тем что	8	3
87	в своих	2	3
88	в которых	3	3
89	в себе	2	3
90	в начале	2	3
91	его в	3	3
92	в плане	2	3
93	между тем	3	3
94	включает в	2	2
95	уже в	7	2
96	все время	2	2
97	они имеют	2	2
98	не менее	6	2
99	с другой	6	2
100	в одном	2	2
101	во всяком	4	2
102	так что	2	2
103	этой задачи	2	2
104	как известно	3	2
105	не стоит	2	2
106	в частности	4	2
107	всяком случае	4	2
108	к жизни	2	2
109	не могли	3	2
110	в процессе	27	2
111	приводит к	4	2
112	в отличие	6	2
113	и других	2	2
114	и что	10	2
115	связь с	3	2
116	и у	6	2
117	на этот	2	2
118	другой стороны	3	2
119	и по	5	2
120	друг друга	4	2
121	с другими	2	2
122	с ними	3	2
123	не столько	4	2
124	в основе	16	2
125	из них	4	2
126	в виде	3	2
127	могут быть	5	2
128	и только	2	2
129	только в	10	2
130	их в	3	2
131	едва ли	2	2
132	отличие от	6	2
133	так мы	2	2
134	к которому	3	2
135	вообще говоря	2	2
