N	2gram	Tiupa_Lite_1	Hudozhes
1	и в	8	28
2	том что	14	19
3	и не	12	18
4	своего рода	11	16
5	в том	16	15
6	а не	16	14
7	не в	8	13
8	в этом	12	13
9	о том	2	12
10	как и	6	11
11	при этом	19	11
12	в его	7	11
13	не только	24	11
14	уже не	7	10
15	не случайно	2	10
16	но и	17	9
17	в себе	7	9
18	с собачкой	2	9
19	в душе	3	8
20	в жизни	6	8
21	что он	5	8
22	может быть	13	8
23	себя в	6	8
24	так и	4	8
25	между тем	2	8
26	я не	7	7
27	к тому	2	7
28	в мире	2	7
29	в частности	15	7
30	отношению к	2	7
31	по отношению	3	7
32	тогда как	13	7
33	состоит в	11	7
34	как это	8	7
35	казалось бы	5	6
36	это не	4	6
37	то что	10	6
38	жизни и	3	6
39	в своей	4	6
40	то же	5	6
41	не было	3	6
42	сводится к	3	6
43	а в	3	6
44	тем что	2	6
45	для себя	5	6
46	в то	5	6
47	я и	7	6
48	с его	5	5
49	не менее	7	5
50	у него	3	5
51	в своем	11	5
52	как бы	7	5
53	как в	5	5
54	да и	3	5
55	в этой	4	5
56	что в	3	5
57	и сам	6	5
58	в самом	3	5
59	никогда не	4	5
60	в тексте	8	5
61	только на	2	5
62	и его	4	5
63	художественного целого	2	5
64	одно из	3	5
65	для него	2	5
66	превращается в	2	4
67	человеческого я	3	4
68	наш взгляд	5	4
69	тем не	2	4
70	но не	4	4
71	в качестве	17	4
72	же время	5	4
73	в художественном	4	4
74	о своем	2	4
75	в конечном	5	4
76	для нее	2	4
77	как раз	4	4
78	то и	2	4
79	не может	5	4
80	на наш	5	4
81	подобно тому	2	4
82	как будто	2	4
83	только в	8	4
84	тому как	2	4
85	бы не	3	3
86	конечном счете	4	3
87	столь же	4	3
88	с другой	3	3
89	о себе	4	3
90	человека и	2	3
91	к себе	3	3
92	но при	2	3
93	прежде всего	11	3
94	в нем	2	3
95	самом деле	2	3
96	еще не	4	3
97	одной стороны	2	3
98	было бы	2	3
99	по поводу	2	3
100	несмотря на	3	3
101	по преимуществу	4	3
102	все они	2	3
103	со стороны	4	3
104	с одной	2	3
105	чтобы не	2	3
106	следующим образом	2	3
107	можно было	2	3
108	на себя	2	3
109	как он	2	3
110	всего лишь	4	3
111	в основе	3	2
112	жизни не	2	2
113	жизни на	2	2
114	говорится в	2	2
115	отнюдь не	2	2
116	однако в	2	2
117	именно так	2	2
118	не столько	5	2
119	не как	4	2
120	из этих	2	2
121	внутреннего я	2	2
122	с собой	4	2
123	а как	2	2
124	или иной	2	2
125	нет я	2	2
126	тому же	2	2
127	от своего	2	2
128	что я	2	2
129	одна из	3	2
130	на этом	2	2
131	это уже	2	2
132	что не	2	2
133	же и	3	2
134	а также	5	2
135	не является	2	2
136	один из	3	2
137	все же	4	2
138	из них	4	2
139	дело не	2	2
140	жизни с	2	2
141	данном случае	4	2
142	приводит к	3	2
143	еще и	3	2
144	лишь в	4	2
145	во втором	2	2
146	тем самым	5	2
147	более чем	3	2
148	в принципе	3	2
149	хотя бы	2	2
150	с точки	2	2
151	той же	3	2
152	роль в	2	2
153	в данном	5	2
154	и то	2	2
155	потому что	3	2
156	нуждается в	3	2
157	точки зрения	6	2
158	самим собою	2	2
159	себе в	2	2
160	в другом	2	2
161	и только	2	2
162	его в	3	2
163	нет ничего	2	2
164	дамы с	2	2
165	та же	2	2
166	но в	3	2
167	а для	2	2
