N	2gram	Bakhtin_fo_2	Vladivir
1	и в	46	40
2	то что	7	28
3	и не	9	25
4	не только	11	25
5	то есть	10	24
6	у него	9	24
7	но и	9	18
8	в том	10	18
9	том что	4	18
10	что в	5	17
11	также и	4	17
12	в этом	22	16
13	так что	4	14
14	в его	8	14
15	не может	2	14
16	точки зрения	10	13
17	вовсе не	13	13
18	только в	11	13
19	в конце	2	12
20	никогда не	6	11
21	таким образом	3	11
22	потому что	8	11
23	о том	4	11
24	прежде всего	14	10
25	и потому	2	10
26	и его	12	10
27	уже не	3	9
28	и с	6	9
29	в себе	4	9
30	не был	2	8
31	в своем	5	8
32	в этой	2	8
33	для него	3	8
34	может быть	7	8
35	так же	2	8
36	он не	5	8
37	а также	3	8
38	как мы	6	8
39	а не	4	8
40	что все	2	7
41	к тому	3	7
42	и как	3	7
43	хотя и	3	7
44	а в	3	7
45	так как	6	7
46	с тем	2	7
47	того что	3	7
48	в то	5	7
49	что и	3	7
50	вместе с	9	7
51	как и	8	7
52	смысле слова	2	6
53	это значит	3	6
54	кроме того	3	6
55	и даже	3	6
56	не мог	2	6
57	и на	7	6
58	и от	2	6
59	по себе	2	6
60	то в	2	6
61	в смысле	5	6
62	так и	7	6
63	если не	2	6
64	с точки	8	6
65	но это	2	6
66	и это	2	6
67	значит что	2	6
68	с другой	2	5
69	совсем не	2	5
70	должно быть	5	5
71	отношения к	4	5
72	в отношении	2	5
73	не было	3	5
74	все эти	5	5
75	в истории	4	5
76	отнюдь не	4	5
77	в одном	7	5
78	что он	3	5
79	у нас	2	5
80	мы уже	9	5
81	в данном	2	5
82	тем что	3	5
83	в дальнейшем	5	4
84	до конца	2	4
85	в котором	4	4
86	как это	2	4
87	и все	6	4
88	по существу	5	4
89	но не	5	4
90	утверждает что	2	4
91	есть и	4	4
92	здесь в	6	4
93	еще не	6	4
94	было бы	2	4
95	и о	2	4
96	в основном	8	4
97	то же	8	4
98	все же	6	4
99	но в	10	4
100	уже в	4	3
101	в качестве	3	3
102	это не	2	3
103	из этих	4	3
104	человека и	4	3
105	всего существующего	2	3
106	при этом	6	3
107	как бы	10	3
108	в виду	3	3
109	в нем	5	3
110	мы видели	2	3
111	в связи	8	3
112	и только	2	3
113	с одной	2	3
114	именно в	2	3
115	как на	2	3
116	что здесь	2	3
117	же самое	3	3
118	мы имеем	2	3
119	в духе	2	3
120	же в	4	3
121	ее в	3	3
122	находится в	2	3
123	того чтобы	8	3
124	и у	5	3
125	не в	9	3
126	и для	9	3
127	жизнь и	3	3
128	во всяком	2	3
129	далеко не	2	3
130	здесь не	2	3
131	всю эту	2	2
132	мы будем	3	2
133	в этих	3	2
134	все они	3	2
135	с этой	4	2
136	что на	3	2
137	он был	2	2
138	больше и	2	2
139	же время	4	2
140	жизни а	2	2
141	и наконец	6	2
142	не является	3	2
143	в их	3	2
144	и по	3	2
145	этом отношении	2	2
146	и так	2	2
147	его в	6	2
148	и более	2	2
149	первый план	2	2
150	с этим	5	2
151	к этому	3	2
152	и к	2	2
153	на первый	3	2
154	того же	3	2
155	она не	2	2
156	в это	3	2
157	из них	8	2
158	дается в	2	2
159	наряду с	2	2
160	в сущности	2	2
161	в этот	3	2
162	как можно	3	2
163	в мире	4	2
164	быть и	2	2
165	не на	3	2
166	для того	8	2
167	и всегда	2	2
168	роль в	3	2
169	от этого	2	2
170	и самая	2	2
171	в другом	3	2
172	связи с	8	2
