N	2gram	Losev_Prob_2	Tvorches
1	и в	35	21
2	как бы	4	17
3	в то	6	15
4	в его	7	13
5	то же	5	13
6	что в	11	12
7	как и	5	12
8	то есть	39	12
9	том что	19	11
10	все это	4	10
11	он не	2	8
12	то что	38	8
13	в том	12	7
14	тем самым	7	7
15	при этом	3	7
16	не только	24	7
17	и не	37	7
18	и на	5	7
19	но в	6	7
20	он сам	3	6
21	что он	4	6
22	и все	5	6
23	не менее	13	6
24	а в	4	6
25	в этом	17	6
26	о том	18	6
27	отнюдь не	5	5
28	м с	2	5
29	вовсе не	37	5
30	а не	10	5
31	но это	6	5
32	может быть	18	5
33	в этой	9	5
34	все же	8	5
35	таким образом	4	5
36	хотя бы	12	5
37	в своих	3	5
38	потому что	13	5
39	как будто	6	5
40	только в	14	5
41	в своем	4	4
42	прежде всего	11	4
43	и как	4	4
44	в целом	3	4
45	один из	3	4
46	мысли и	2	4
47	не может	13	4
48	и от	3	4
49	на эту	2	4
50	не существует	6	3
51	уже в	3	3
52	самого начала	2	3
53	с другой	6	3
54	что все	6	3
55	представление о	5	3
56	это в	2	3
57	не был	4	3
58	это и	3	3
59	с самого	3	3
60	но не	4	3
61	в самом	5	3
62	той же	2	3
63	но если	4	3
64	даже в	2	3
65	и т	6	3
66	но и	16	3
67	в их	3	3
68	уже не	8	3
69	тут и	2	3
70	на самом	4	3
71	того что	12	3
72	и даже	11	3
73	не так	2	3
74	и по	3	3
75	так же	5	3
76	и с	10	3
77	хотя и	3	3
78	в виде	6	3
79	далеко не	4	3
80	представляет собой	2	3
81	так как	7	3
82	человека но	2	3
83	в основе	3	2
84	перед нами	2	2
85	своего собственного	5	2
86	в частности	5	2
87	в этих	4	2
88	на том	3	2
89	в качестве	2	2
90	по крайней	6	2
91	точно так	3	2
92	в с	2	2
93	есть не	6	2
94	н г	4	2
95	можно сказать	6	2
96	что и	2	2
97	в в	2	2
98	крайней мере	6	2
99	самое время	4	2
100	об этом	2	2
101	так что	11	2
102	не в	2	2
103	время не	2	2
104	никуда не	2	2
105	одна из	3	2
106	не нужно	3	2
107	в нашей	3	2
108	тот же	4	2
109	мысль о	2	2
110	к тому	3	2
111	только на	9	2
112	по преимуществу	2	2
113	по самому	3	2
114	в ней	2	2
115	же и	2	2
116	ли в	2	2
117	в него	2	2
118	был бы	6	2
119	гораздо более	4	2
120	и тем	4	2
121	тем не	12	2
122	не будет	11	2
123	еще в	2	2
124	вместе с	2	2
125	данном случае	5	2
126	так и	7	2
127	не во	3	2
128	что для	3	2
129	и того	3	2
130	одновременно и	3	2
131	еще более	2	2
132	что она	4	2
133	но только	4	2
134	здесь мы	3	2
135	в одно	2	2
136	самом деле	4	2
137	что не	5	2
138	и наконец	3	2
139	и притом	3	2
140	на свете	4	2
141	или в	2	2
142	свидетельствует о	2	2
143	сказать что	24	2
144	в данном	10	2
145	в себе	5	2
146	о котором	3	2
147	не знает	3	2
148	при помощи	8	2
149	настоящее время	16	2
150	не то	2	2
151	более не	2	2
152	значит что	4	2
153	в виду	8	2
