N	2gram	Bakhtin_Fr_6	Literetu
1	и не	3	22
2	и в	41	16
3	при этом	3	15
4	не только	10	14
5	но и	13	14
6	в этом	12	14
7	а не	2	12
8	то что	10	12
9	может быть	2	12
10	в том	2	12
11	в частности	2	11
12	не в	4	10
13	то же	5	9
14	так и	5	9
15	того что	3	9
16	в то	6	9
17	том что	7	8
18	не может	4	8
19	к себе	2	8
20	в этой	8	8
21	как бы	7	8
22	в своей	2	7
23	же время	5	7
24	себя в	2	7
25	точки зрения	2	7
26	только в	3	7
27	с его	5	6
28	с другой	4	6
29	в его	7	6
30	и т.п	19	6
31	и его	13	6
32	в себе	5	6
33	в другом	4	6
34	о том	9	6
35	в году	6	5
36	что он	6	5
37	в ее	5	5
38	как и	7	5
39	лишь в	2	5
40	вместе с	6	5
41	как в	4	5
42	а именно	2	5
43	а в	4	5
44	этом отношении	3	5
45	именно в	4	5
46	в основе	4	5
47	то есть	24	5
48	но не	2	4
49	никогда не	8	4
50	даже в	4	4
51	как у	3	4
52	до конца	2	4
53	одной стороны	4	4
54	в начале	3	4
55	и для	3	4
56	одним из	4	4
57	хотя и	2	4
58	из них	5	4
59	данном случае	2	4
60	с одной	4	4
61	а также	5	4
62	в данном	3	4
63	в одном	5	4
64	все время	4	3
65	для его	2	3
66	в третьем	3	3
67	прежде всего	10	3
68	более того	4	3
69	а затем	4	3
70	в романе	2	3
71	и как	4	3
72	мира в	2	3
73	например в	6	3
74	на его	2	3
75	в самом	10	3
76	еще в	5	3
77	но уже	2	3
78	жизни и	3	3
79	самом деле	4	3
80	и наконец	4	3
81	с точки	2	3
82	той же	5	3
83	потому что	3	3
84	самим собой	2	3
85	там где	5	3
86	как это	2	3
87	в области	2	3
88	но в	8	3
89	между тем	2	3
90	всю ночь	2	2
91	что в	7	2
92	все они	2	2
93	как о	2	2
94	с этой	3	2
95	в конце	2	2
96	с образом	2	2
97	стороны и	2	2
98	в нем	16	2
99	раз в	2	2
100	у нас	4	2
101	связи с	2	2
102	а на	2	2
103	того же	4	2
104	во втором	3	2
105	было бы	3	2
106	и сам	3	2
107	со всеми	2	2
108	что не	3	2
109	в первой	3	2
110	во всех	17	2
111	один из	6	2
112	все же	4	2
113	из ведущих	2	2
114	как мы	12	2
115	внимание на	2	2
116	так же	5	2
117	как раз	2	2
118	но с	2	2
119	из того	2	2
120	того чтобы	4	2
121	другой стороны	2	2
122	и даже	4	2
123	и на	9	2
124	и с	16	2
125	тем что	5	2
126	он в	2	2
127	и вовсе	2	2
128	в первом	3	2
129	и потому	2	2
130	мира и	2	2
