N	2gram	Voloshinov_2	Komedia
1	и в	19	26
2	и не	19	14
3	к тому	6	12
4	так и	10	12
5	и его	16	12
6	в том	7	11
7	тому же	2	11
8	может быть	28	11
9	но и	10	10
10	на протяжении	2	10
11	в этом	15	10
12	что в	2	9
13	столь же	3	9
14	том что	10	9
15	если бы	11	9
16	вместе с	2	9
17	было бы	4	8
18	и на	5	7
19	не только	13	7
20	что и	3	7
21	в своем	2	6
22	то что	4	6
23	еще не	3	6
24	в нем	11	6
25	в двух	3	6
26	того чтобы	6	6
27	и здесь	5	6
28	в то	8	6
29	о том	3	6
30	таким образом	14	6
31	с его	8	5
32	независимо от	2	5
33	к этому	5	5
34	что он	4	5
35	в качестве	3	5
36	ни в	6	5
37	в истории	3	5
38	с этим	3	5
39	для того	6	5
40	и с	2	5
41	место в	2	4
42	уже в	2	4
43	у него	2	4
44	в этих	3	4
45	тому что	4	4
46	и от	3	4
47	прежде всего	7	4
48	как мы	15	4
49	как и	9	4
50	одной из	3	4
51	в его	5	4
52	все же	5	4
53	в самом	6	4
54	и для	7	4
55	точки зрения	17	4
56	в начале	2	4
57	только в	8	4
58	что это	2	4
59	так как	3	4
60	его в	7	4
61	между тем	6	4
62	это было	2	4
63	о чем	2	3
64	так называемой	2	3
65	вопрос о	2	3
66	в тех	2	3
67	мы знаем	2	3
68	жизни и	2	3
69	отношению к	8	3
70	связи с	13	3
71	но не	2	3
72	того же	5	3
73	во всех	6	3
74	же время	8	3
75	здесь в	2	3
76	да и	3	3
77	в ней	3	3
78	в котором	3	3
79	не имеет	3	3
80	и особенно	2	3
81	себя в	2	3
82	в своей	3	3
83	и их	4	3
84	в их	5	3
85	по отношению	8	3
86	в связи	7	3
87	той же	3	3
88	то же	16	3
89	ответ на	2	3
90	не было	3	3
91	к нему	5	3
92	друг друга	2	3
93	а в	3	3
94	или в	2	3
95	тем что	2	3
96	не может	18	3
97	в этой	3	3
98	но в	7	3
99	мы можем	6	3
100	все время	2	2
101	ни было	6	2
102	отнюдь не	8	2
103	в нашем	2	2
104	то ни	5	2
105	в какой	3	2
106	с другой	3	2
107	это не	4	2
108	в одной	2	2
109	вовсе не	11	2
110	жизненных ситуаций	2	2
111	он был	2	2
112	в ее	3	2
113	ситуаций и	2	2
114	не в	10	2
115	до сих	3	2
116	является не	5	2
117	одна из	7	2
118	бы то	4	2
119	одной стороны	3	2
120	одним из	2	2
121	он не	3	2
122	как бы	19	2
123	всяком случае	2	2
124	не является	8	2
125	хотя бы	6	2
126	и это	3	2
127	сих пор	3	2
128	в отличие	3	2
129	с одной	3	2
130	еще более	2	2
131	в той	5	2
132	с самого	5	2
133	и у	2	2
134	рядом с	2	2
135	отличие от	3	2
136	мы не	2	2
137	с ними	4	2
138	не следует	2	2
139	во всяком	3	2
140	от этого	2	2
141	и ее	4	2
142	к его	2	2
143	и все	6	2
144	бы в	4	2
