N	2gram	Bakhtin_Fr_3	Vvedenie
1	и в	40	32
2	в том	8	31
3	в этом	15	30
4	может быть	9	26
5	том что	4	26
6	не только	13	22
7	для того	3	21
8	того чтобы	4	20
9	таким образом	10	19
10	также и	4	18
11	то что	5	16
12	потому что	2	15
13	так как	4	15
14	не может	3	14
15	в самом	6	13
16	в нем	5	13
17	о том	4	13
18	в их	4	12
19	и не	13	12
20	в его	13	12
21	только в	3	12
22	как мы	10	11
23	в ее	3	11
24	в данном	4	11
25	что в	12	10
26	но в	8	9
27	и как	3	9
28	в истории	4	9
29	между тем	3	9
30	то же	7	9
31	в той	6	9
32	не менее	2	8
33	с другой	2	8
34	это не	2	8
35	именно в	2	8
36	прежде всего	16	7
37	в большей	2	7
38	точки зрения	2	7
39	но не	2	7
40	было бы	4	7
41	все же	2	7
42	как нечто	2	7
43	самом деле	3	7
44	можно было	3	7
45	из этих	2	6
46	до сих	4	6
47	смысле слова	4	6
48	же время	6	6
49	один из	4	6
50	но и	11	6
51	все это	4	6
52	и даже	4	6
53	в то	6	6
54	как он	2	6
55	вовсе не	12	6
56	как и	11	6
57	сих пор	4	6
58	хотя бы	2	6
59	и его	17	6
60	тем что	3	6
61	и это	2	6
62	уже в	2	5
63	как бы	3	5
64	в целом	2	5
65	данном случае	2	5
66	одним из	2	5
67	сказать что	3	5
68	в них	9	5
69	быть в	2	5
70	об этом	3	5
71	есть и	2	5
72	вместе с	3	5
73	в течение	2	5
74	а не	5	5
75	связана с	2	4
76	времени и	2	4
77	как о	2	4
78	о чем	2	4
79	в котором	2	4
80	здесь нет	2	4
81	по отношению	3	4
82	в особенности	5	4
83	этом отношении	2	4
84	еще и	2	4
85	а в	3	4
86	одно из	3	4
87	даже и	2	4
88	но ведь	3	4
89	сравнению с	2	4
90	в разных	2	4
91	что он	2	4
92	еще не	3	4
93	отношению к	2	4
94	по сравнению	2	4
95	в своей	6	4
96	как раз	5	4
97	и для	5	4
98	той же	8	4
99	и ее	2	4
100	в себе	3	4
101	и есть	3	3
102	в частности	3	3
103	в этих	6	3
104	или меньшей	3	3
105	в конце	3	3
106	можно сказать	2	3
107	но все	3	3
108	в этой	3	3
109	на этом	2	3
110	большей или	3	3
111	до конца	6	3
112	при этом	3	3
113	такого рода	3	3
114	в ней	4	3
115	в виду	7	3
116	к нему	2	3
117	мы видели	3	3
118	отношение к	8	3
119	из них	4	3
120	дело не	3	3
121	до нас	7	3
122	в своем	7	3
123	язык и	2	3
124	все эти	8	3
125	и других	6	3
126	и вот	2	3
127	и на	8	3
128	в начале	3	3
129	если бы	3	3
130	к этому	6	3
131	и к	3	3
132	связи с	6	3
133	одной из	2	3
134	в одном	7	3
135	в сущности	9	3
136	а также	4	3
137	что и	3	3
138	дело в	2	3
139	своего рода	2	3
140	в области	4	3
141	до наших	2	2
142	до того	2	2
143	и другие	2	2
144	в подлинном	2	2
145	для этого	3	2
146	это в	2	2
147	и был	2	2
148	работа над	2	2
149	или иной	2	2
150	в дальнейшем	2	2
151	это есть	2	2
152	но это	3	2
153	и сам	2	2
154	и той	2	2
155	наших дней	2	2
156	и др	7	2
157	какой бы	2	2
158	не к	2	2
159	в форме	2	2
160	но дело	3	2
161	в связи	5	2
162	не было	5	2
163	с помощью	2	2
164	филологическое изучение	2	2
165	рядом с	2	2
166	в более	3	2
167	и с	8	2
168	говорит он	2	2
169	и так	2	2
170	с этим	2	2
171	нуждается в	3	2
172	он и	7	2
173	той или	2	2
174	и здесь	4	2
175	так и	3	2
176	культурной жизни	2	2
177	не исчерпывается	2	2
178	на тему	2	2
179	у нас	4	2
180	его к	2	2
181	того же	2	2
182	во всех	6	2
183	жизни и	4	2
184	мы уже	13	2
185	том же	2	2
186	этого слова	2	2
187	в этот	2	2
188	и до	8	2
189	этой книги	2	2
190	и сама	2	2
191	только на	4	2
192	в языке	2	2
193	связь между	3	2
194	хотя в	2	2
195	одной и	2	2
196	в значительной	3	2
197	между ними	3	2
198	мы не	2	2
199	выражение в	2	2
200	в другом	3	2
201	на протяжении	3	2
202	здесь не	3	2
203	одна из	3	2
204	заявляет что	3	2
