N	2gram	Ircho_Kome_2	Problemy
1	и в	26	46
2	и не	14	27
3	может быть	11	23
4	как бы	2	19
5	не может	3	19
6	в нем	6	17
7	в этом	10	16
8	не только	7	14
9	но и	10	12
10	как и	4	12
11	как мы	4	12
12	и на	7	11
13	точки зрения	4	11
14	в одном	2	11
15	не в	2	10
16	прежде всего	4	9
17	в том	11	9
18	в самом	4	9
19	и все	2	9
20	вовсе не	2	9
21	и к	2	9
22	в его	4	9
23	до сих	2	8
24	сих пор	2	8
25	или в	3	8
26	и с	5	7
27	еще не	6	7
28	в каждом	3	6
29	ни в	5	6
30	хотя и	4	6
31	друг друга	3	6
32	но в	3	6
33	что он	5	6
34	то же	3	6
35	все это	3	6
36	и его	12	6
37	только в	4	6
38	это не	2	5
39	же время	3	5
40	и сам	3	5
41	друг с	2	5
42	в котором	3	5
43	к нему	3	5
44	жизни и	3	5
45	по отношению	3	5
46	мы находим	2	5
47	в самой	3	5
48	рядом с	2	5
49	в то	6	5
50	так как	4	5
51	с его	5	5
52	у него	4	5
53	это слово	4	5
54	о том	6	5
55	отношению к	3	5
56	во всех	3	5
57	с другом	2	5
58	том числе	3	4
59	уже в	4	4
60	что в	9	4
61	в этих	4	4
62	да и	3	4
63	например в	3	4
64	в виду	2	4
65	в их	3	4
66	таким образом	6	4
67	потому что	6	4
68	и здесь	6	4
69	мы не	2	4
70	мы можем	3	4
71	как в	3	4
72	том что	9	4
73	но не	3	4
74	он не	2	4
75	все же	4	4
76	то что	6	4
77	так и	12	4
78	на себя	7	4
79	и другие	2	3
80	с другой	2	3
81	из этих	4	3
82	в мире	2	3
83	в своем	6	3
84	на этом	2	3
85	реакции на	2	3
86	одним из	2	3
87	но если	3	3
88	то это	2	3
89	и для	4	3
90	отношение к	2	3
91	и их	3	3
92	в конце	2	3
93	как он	3	3
94	бы в	2	3
95	мы имеем	2	3
96	если бы	9	3
97	и во	2	3
98	с собой	2	3
99	того же	3	3
100	и что	2	3
101	было бы	8	3
102	в своей	3	3
103	что и	7	3
104	себя в	3	3
105	в отличие	2	3
106	еще более	2	3
107	в той	2	3
108	той же	3	3
109	тем что	3	3
110	в этой	3	3
111	и это	2	3
112	отличие от	2	3
113	не менее	4	2
114	в одной	2	2
115	вопрос о	3	2
116	к тому	12	2
117	все время	2	2
118	для нас	3	2
119	так что	5	2
120	но все	3	2
121	в античной	2	2
122	ведь мы	2	2
123	если в	2	2
124	целый ряд	2	2
125	в других	2	2
126	не было	3	2
127	а в	3	2
128	в руках	4	2
129	между тем	4	2
130	с этим	5	2
131	в духе	2	2
132	этом смысле	2	2
133	и жизнь	2	2
134	одна из	2	2
135	здесь в	3	2
136	об этом	2	2
137	нет и	2	2
138	себя внимание	5	2
139	вместе с	9	2
140	бы и	2	2
141	при всем	3	2
142	так в	2	2
143	на этот	4	2
144	хотя бы	2	2
145	да еще	2	2
146	можно было	4	2
147	во всяком	2	2
148	от этого	2	2
149	которые в	2	2
150	того как	3	2
