N	2gram	Voloshinov_2	Literetu
1	а не	9	20
2	и в	19	19
3	может быть	28	17
4	то же	16	12
5	и не	19	11
6	и т.п	10	10
7	в том	7	10
8	как и	9	10
9	но и	10	10
10	же время	8	9
11	не может	18	9
12	в этом	15	9
13	в то	8	9
14	с другой	3	8
15	не только	13	8
16	и даже	2	8
17	том что	10	7
18	то что	4	7
19	так и	10	7
20	с одной	3	7
21	и т.д	4	7
22	слова и	6	7
23	в себе	4	6
24	одной стороны	3	6
25	при этом	9	6
26	себя в	2	6
27	и на	5	6
28	столь же	3	5
29	у нас	3	5
30	одна из	7	5
31	но не	2	5
32	в качестве	3	5
33	он не	3	5
34	вместе с	2	5
35	того что	4	5
36	то есть	2	5
37	что в	2	4
38	прежде всего	7	4
39	не в	10	4
40	отнюдь не	8	4
41	того же	5	4
42	для него	9	4
43	в ней	3	4
44	в его	5	4
45	жизни и	2	4
46	мы не	2	4
47	по отношению	8	4
48	тем что	2	4
49	точки зрения	17	4
50	никогда не	7	3
51	что он	4	3
52	в нем	11	3
53	и как	6	3
54	одним из	2	3
55	в начале	2	3
56	в этой	3	3
57	и он	2	3
58	в сущности	14	3
59	во всех	6	3
60	не с	2	3
61	отношению к	8	3
62	в их	5	3
63	и для	7	3
64	так как	3	3
65	тем же	4	3
66	с точки	13	3
67	как на	2	3
68	а в	3	3
69	и его	16	3
70	и то	3	3
71	и с	2	3
72	в данном	5	3
73	в другом	3	3
74	ничего не	4	3
75	уже в	2	2
76	не было	3	2
77	ни было	6	2
78	у него	2	2
79	в нашем	2	2
80	не является	8	2
81	в какой	3	2
82	по крайней	2	2
83	в жизни	2	2
84	вовсе не	11	2
85	крайней мере	2	2
86	в ее	3	2
87	ведь это	2	2
88	одно и	3	2
89	до конца	2	2
90	еще не	3	2
91	было бы	4	2
92	не так	2	2
93	одной из	3	2
94	свидетельствует о	2	2
95	как бы	19	2
96	для себя	4	2
97	что и	3	2
98	все же	5	2
99	не к	3	2
100	могут быть	3	2
101	в истории	3	2
102	и до	3	2
103	мысли и	3	2
104	как раз	4	2
105	той же	3	2
106	для того	6	2
107	что не	2	2
108	хотя бы	6	2
109	речь в	4	2
110	друг друга	2	2
111	не знает	2	2
112	в русском	4	2
113	в основе	9	2
114	даже и	2	2
115	он и	2	2
116	но как	2	2
117	культуры как	2	2
118	о том	3	2
119	случае это	2	2
120	но в	7	2
