N	2gram	Medvedev_F_3	FransuaR
1	и в	27	65
2	и др	2	24
3	как бы	8	22
4	и не	30	22
5	вовсе не	28	18
6	в сущности	2	16
7	в том	7	16
8	в этом	18	15
9	но в	6	14
10	в условиях	3	13
11	в нем	15	13
12	мы уже	3	12
13	прежде всего	4	11
14	и на	3	11
15	и его	19	10
16	и потому	5	10
17	не только	9	10
18	но и	10	10
19	так и	21	10
20	все эти	6	10
21	в эпоху	3	9
22	в его	7	9
23	во всех	3	9
24	все это	7	9
25	в своем	2	8
26	в основе	3	8
27	всех этих	2	8
28	в дальнейшем	5	8
29	и даже	2	8
30	за пределы	2	8
31	формы и	3	7
32	его в	7	7
33	в области	2	7
34	жизни и	4	7
35	точки зрения	16	7
36	только в	8	7
37	главным образом	2	6
38	никогда не	5	6
39	том что	4	6
40	все же	6	6
41	как мы	8	6
42	еще не	6	6
43	при этом	8	6
44	может быть	25	6
45	в ней	5	6
46	в отношении	2	6
47	на самом	14	6
48	сказать что	3	6
49	в литературе	6	6
50	так как	9	6
51	с его	2	5
52	жизни в	3	5
53	в них	3	5
54	превращается в	2	5
55	потому что	7	5
56	отличие от	2	5
57	на протяжении	2	5
58	или иной	2	5
59	между людьми	3	5
60	и пр	15	5
61	в своей	6	5
62	как в	4	5
63	как и	14	5
64	в той	3	5
65	в своих	6	5
66	между тем	7	5
67	и все	8	5
68	литературы и	3	5
69	в общем	2	4
70	поэтому и	2	4
71	связи с	5	4
72	не в	12	4
73	в этой	2	4
74	можно только	2	4
75	совершенно не	7	4
76	в самом	11	4
77	из них	2	4
78	для нас	3	4
79	в отличие	2	4
80	между ними	15	4
81	здесь и	6	4
82	входит в	8	4
83	так сказать	5	4
84	в жизни	11	4
85	не могут	10	3
86	что в	8	3
87	перестает быть	2	3
88	не является	5	3
89	это не	3	3
90	и во	2	3
91	на фоне	3	3
92	что он	6	3
93	в ее	4	3
94	но это	2	3
95	мы и	3	3
96	в самой	2	3
97	самом же	2	3
98	связаны с	2	3
99	самом деле	16	3
100	и эта	3	3
101	но для	2	3
102	о нем	3	3
103	даже в	2	3
104	с точки	14	3
105	то что	8	3
106	от всех	4	3
107	и их	5	3
108	как раз	8	3
109	не может	24	3
110	этом отношении	3	3
111	уже не	3	3
112	можно говорить	4	3
113	менее всего	4	3
114	с другой	6	3
115	друг друга	5	3
116	же деле	2	3
117	он и	3	3
118	в себе	3	3
119	в искусстве	7	3
120	ничего не	2	3
121	и с	3	3
122	в виду	3	3
123	но не	5	2
124	к тому	4	2
125	поэтому в	2	2
126	и от	11	2
127	из этих	2	2
128	раз и	3	2
129	но при	2	2
130	на все	2	2
131	ни с	2	2
132	бы ни	4	2
133	можно сказать	3	2
134	исторического развития	2	2
135	нам кажется	2	2
136	его от	2	2
137	он был	4	2
138	да и	4	2
139	в романе	4	2
140	самой литературе	2	2
141	более того	6	2
142	от него	2	2
143	до конца	4	2
144	оторванная от	2	2
145	от того	2	2
146	в основном	2	2
147	нет и	3	2
148	и для	6	2
149	так называемые	2	2
150	в целом	4	2
151	в большинстве	4	2
152	и именно	2	2
153	время в	3	2
154	в процессе	15	2
155	только на	4	2
156	xviii века	2	2
157	отношения к	2	2
158	же он	2	2
159	но эта	2	2
160	очень характерно	2	2
161	того что	3	2
162	и очень	2	2
163	одним из	3	2
164	роль в	4	2
165	в таком	2	2
166	который был	2	2
167	а иногда	2	2
168	их в	3	2
169	в этих	3	2
170	быть только	2	2
171	и самый	2	2
172	могут быть	4	2
173	это можно	2	2
174	о том	4	2
175	и это	2	2
176	дело в	2	2
177	бы быть	2	2
178	большинстве случаев	5	2
179	в чисто	2	2
