N	2gram	Vinokur_Ku_3	Psycholo
1	то что	4	37
2	и в	23	30
3	в том	22	27
4	что в	13	24
5	и что	7	23
6	потому что	12	23
7	том что	11	21
8	для того	12	20
9	таким образом	9	20
10	того чтобы	11	20
11	как бы	5	19
12	что он	6	17
13	если мы	7	16
14	не только	17	16
15	в самом	13	14
16	в этом	16	14
17	так же	2	13
18	как раз	4	13
19	одной стороны	4	12
20	в сущности	4	12
21	вместе с	2	12
22	с одной	4	12
23	если бы	8	11
24	может быть	14	11
25	как на	8	11
26	что мы	2	11
27	о том	6	10
28	с другой	7	9
29	для этого	6	9
30	не может	6	9
31	увидим что	2	9
32	сказать что	7	9
33	так как	9	9
34	с тем	6	8
35	что это	3	8
36	тому что	4	8
37	мы имеем	2	8
38	к тому	3	8
39	не в	5	8
40	а не	11	8
41	при этом	6	8
42	того что	11	8
43	заключается в	4	8
44	самом деле	14	8
45	могут быть	6	8
46	по себе	6	7
47	и как	2	7
48	зависимости от	8	7
49	но не	3	7
50	все же	5	7
51	и т	54	7
52	то же	6	7
53	совершенно ясно	2	7
54	точки зрения	23	7
55	как это	7	7
56	уже в	3	6
57	ясно что	4	6
58	в зависимости	7	6
59	в своем	4	6
60	что она	5	6
61	именно в	3	6
62	как и	5	6
63	что если	2	6
64	и если	2	6
65	совершенно не	5	6
66	и тем	6	6
67	но и	3	6
68	что все	2	6
69	и не	10	6
70	и здесь	2	6
71	никак не	2	6
72	тем что	5	6
73	когда мы	3	6
74	на этом	2	6
75	и есть	5	5
76	в целом	4	5
77	что именно	3	5
78	как мы	5	5
79	что они	2	5
80	еще не	9	5
81	до сих	8	5
82	было бы	16	5
83	указывает что	2	5
84	был бы	3	5
85	когда он	2	5
86	один из	4	5
87	сих пор	8	5
88	другой стороны	3	5
89	а с	3	5
90	в двух	2	5
91	именно на	2	5
92	во внимание	5	5
93	но в	2	5
94	только в	6	5
95	в результате	3	4
96	в частности	2	4
97	этот вопрос	3	4
98	прежде всего	9	4
99	то это	3	4
100	у нас	10	4
101	есть не	3	4
102	и к	3	4
103	в своей	4	4
104	от того	5	4
105	в ней	3	4
106	в его	11	4
107	не есть	3	4
108	и именно	3	4
109	только что	2	4
110	внимание на	2	4
111	а в	5	4
112	мы найдем	2	4
113	там где	3	4
114	о чем	2	4
115	в виду	8	4
116	чем это	2	3
117	не могут	5	3
118	одним и	2	3
119	уже совершенно	2	3
120	хотя бы	9	3
121	это не	3	3
122	формы и	3	3
123	не как	2	3
124	из этих	5	3
125	это в	2	3
126	состоит в	2	3
127	вовсе не	5	3
128	вопрос о	11	3
129	что на	3	3
130	для нас	4	3
131	эти два	2	3
132	тот же	6	3
133	он не	3	3
134	самое важное	2	3
135	в ее	4	3
136	что и	6	3
137	ни в	3	3
138	данном случае	4	3
139	так и	6	3
140	как в	4	3
141	в их	6	3
142	так в	2	3
143	и только	3	3
144	т д	8	3
145	по поводу	3	3
146	из того	2	3
147	в той	4	3
148	и о	4	3
149	на этот	2	3
150	тем же	2	3
151	в таком	4	3
152	целый ряд	4	3
153	той же	3	3
154	мы не	3	3
155	можно было	11	3
156	в силу	6	3
157	сам по	3	3
158	в каком	3	3
159	в данном	7	3
160	т п	41	3
161	мы должны	3	3
162	в этих	2	3
163	учения о	4	3
164	с этой	3	2
165	в отношении	3	2
166	связи с	6	2
167	он в	2	2
168	именно поэтому	2	2
169	отношения между	4	2
170	мы называем	2	2
171	в одном	2	2
172	что эти	2	2
173	или иной	7	2
174	с помощью	6	2
175	просто и	2	2
176	можно сказать	2	2
177	материал для	2	2
178	этом случае	4	2
179	для нашей	4	2
180	и того	2	2
181	по существу	3	2
182	когда в	2	2
183	но все	2	2
184	и при	2	2
185	чем в	2	2
186	очевидно что	3	2
187	бы сказать	3	2
188	того же	4	2
189	должна быть	3	2
190	не дает	2	2
191	одного и	2	2
192	слов и	5	2
193	в нашей	4	2
194	в большей	2	2
195	к другому	2	2
196	по преимуществу	3	2
197	том чтобы	4	2
198	на том	2	2
199	как они	2	2
200	той или	5	2
201	в качестве	2	2
202	мог бы	2	2
203	в котором	2	2
204	пор пока	4	2
205	тех пор	4	2
206	но мы	2	2
207	не с	2	2
208	речь в	2	2
209	до тех	4	2
210	ни одного	2	2
211	и дальше	2	2
212	все это	2	2
213	отличается от	2	2
214	по отношению	3	2
215	что есть	2	2
216	в отличие	2	2
217	того как	7	2
218	от нас	2	2
219	это и	3	2
220	мы находим	3	2
221	и вот	3	2
222	что дело	2	2
223	с точки	16	2
224	принять во	2	2
225	должно быть	7	2
226	немедленно же	2	2
227	отличие от	2	2
228	то здесь	2	2
229	ничего не	6	2
230	в которых	3	2
231	и с	3	2
232	и самый	2	2
233	в нашем	7	2
234	на которых	5	2
235	как например	2	2
236	в то	3	2
237	не знает	2	2
238	вопроса о	3	2
239	если же	2	2
240	как он	2	2
241	все эти	7	2
242	естественно что	3	2
243	только о	2	2
244	связь между	3	2
245	на самом	3	2
