N	2gram	Vygotskiy__7	Analitik
1	в качестве	5	31
2	может быть	7	29
3	в том	18	27
4	не может	11	22
5	и не	18	21
6	и в	26	18
7	а не	6	17
8	но и	11	17
9	представляет собой	19	16
10	не только	24	15
11	не в	4	14
12	как и	15	13
13	в его	4	13
14	в этом	29	13
15	том что	17	12
16	состоит в	3	11
17	в себе	9	11
18	но не	3	10
19	то же	8	9
20	а в	2	9
21	в то	3	9
22	есть не	3	8
23	не есть	4	8
24	в той	4	8
25	нуждается в	3	8
26	но в	4	8
27	к тому	7	7
28	этого слова	3	7
29	тем самым	8	7
30	это не	3	6
31	прежде всего	7	6
32	в самом	9	6
33	в сущности	9	6
34	в случае	2	6
35	то что	24	6
36	в своей	3	6
37	в отличие	2	6
38	отличие от	2	6
39	по отношению	6	6
40	в основе	3	6
41	точки зрения	28	6
42	по своей	10	6
43	только в	8	6
44	в этой	3	5
45	что в	12	5
46	имеет место	4	5
47	как бы	6	5
48	внутренней речи	67	5
49	отношению к	5	5
50	в целом	5	5
51	в их	2	5
52	и состоит	3	5
53	лишь в	2	5
54	и его	12	5
55	о том	4	5
56	на вопрос	5	4
57	того что	14	4
58	могут быть	2	4
59	себя и	2	4
60	конечном счете	2	4
61	столь же	2	4
62	с другой	4	4
63	и другого	2	4
64	по себе	3	4
65	ни в	2	4
66	для того	18	4
67	в области	4	4
68	в конечном	2	4
69	все же	6	4
70	вместе с	12	4
71	так и	3	4
72	именно в	6	4
73	из того	3	4
74	из которых	2	4
75	с точки	21	4
76	с другими	3	4
77	с другим	2	4
78	с ним	3	4
79	не могут	4	3
80	и есть	2	3
81	в нашем	4	3
82	в собственном	3	3
83	в нем	2	3
84	и к	7	3
85	в ходе	12	3
86	что он	8	3
87	она может	2	3
88	в силу	5	3
89	как известно	2	3
90	еще не	4	3
91	одной стороны	5	3
92	что не	2	3
93	никто не	2	3
94	одним из	2	3
95	он не	3	3
96	в котором	4	3
97	если в	4	3
98	даже в	2	3
99	что и	3	3
100	таким образом	23	3
101	с одной	5	3
102	по природе	2	3
103	того чтобы	19	3
104	к нему	3	3
105	между двумя	3	3
106	мере в	2	3
107	того и	2	3
108	что мы	9	3
109	вопроса о	2	3
110	если бы	5	3
111	и то	7	2
112	только не	11	2
113	никогда не	4	2
114	все эти	6	2
115	его и	2	2
116	между собой	6	2
117	для этого	3	2
118	в какой	6	2
119	первом случае	3	2
120	не является	3	2
121	из этих	3	2
122	тогда когда	5	2
123	вовсе не	2	2
124	том и	3	2
125	вопрос о	6	2
126	его к	2	2
127	той мере	2	2
128	можно сказать	5	2
129	в начале	5	2
130	то в	2	2
131	и потому	3	2
132	такой же	3	2
133	должно быть	2	2
134	отношение к	2	2
135	для него	3	2
136	случае не	2	2
137	было бы	6	2
138	несмотря на	2	2
139	себе в	5	2
140	в речь	2	2
141	на его	2	2
142	и о	3	2
143	совпадает с	3	2
144	и является	3	2
145	одного из	2	2
146	нет и	3	2
147	один из	2	2
148	как говорит	5	2
149	в процессе	5	2
150	и до	2	2
151	данном случае	5	2
152	что же	2	2
153	отличается от	3	2
154	как к	3	2
155	же мере	5	2
156	отношения к	2	2
157	той же	8	2
158	этом отношении	3	2
159	на самом	3	2
160	самом деле	6	2
161	едва ли	4	2
162	и по	3	2
163	как мы	14	2
164	самим собой	2	2
165	также и	2	2
166	для себя	24	2
167	в данном	5	2
168	же самое	5	2
169	и заключается	3	2
170	могли бы	5	2
171	в первом	3	2
172	которые в	2	2
173	так как	14	2
174	потому что	16	2
175	в которой	11	2
176	в сознании	6	2
177	и с	5	2
