N	2gram	Losev_Prob_2	Dialekti
1	не есть	33	47
2	и не	37	30
3	может быть	18	20
4	и в	35	19
5	не только	24	19
6	по себе	8	18
7	и т	6	17
8	а не	10	16
9	т д	6	15
10	в себе	5	15
11	то что	38	14
12	что она	4	14
13	и даже	11	14
14	в том	12	14
15	как бы	4	14
16	так как	7	14
17	потому что	13	14
18	вовсе не	37	13
19	но и	16	12
20	то же	5	12
21	не просто	11	12
22	значит что	4	12
23	точки зрения	2	12
24	и все	5	12
25	ни в	6	10
26	как и	5	10
27	и как	4	10
28	так и	7	10
29	том что	19	10
30	сказать что	24	10
31	по крайней	6	9
32	крайней мере	6	9
33	не может	13	9
34	же и	2	9
35	прежде всего	11	8
36	это значит	4	8
37	она не	3	8
38	мы уже	3	8
39	есть нечто	7	8
40	не в	2	8
41	в этом	17	8
42	сама по	4	7
43	есть не	6	7
44	но это	6	7
45	и к	3	7
46	совершенно не	2	7
47	что в	11	7
48	только тогда	3	7
49	и притом	3	7
50	должно быть	2	7
51	и то	10	7
52	как будто	6	7
53	так что	11	7
54	что он	4	6
55	что не	5	6
56	да и	10	6
57	что они	3	6
58	отнюдь не	5	6
59	в то	6	6
60	но не	4	6
61	конечно не	2	6
62	есть ни	3	6
63	того что	12	6
64	чтобы не	2	6
65	и вообще	16	6
66	тогда когда	3	6
67	сознания и	2	5
68	с другой	6	5
69	по своему	5	5
70	можно сказать	6	5
71	в самом	5	5
72	и следовательно	4	5
73	и времени	2	5
74	что и	2	5
75	и это	5	5
76	а именно	6	5
77	как раз	8	5
78	иной раз	3	5
79	все равно	3	5
80	в одно	2	5
81	и что	13	5
82	на свете	4	5
83	но как	6	5
84	говорить о	10	5
85	только в	14	5
86	о том	18	5
87	не то	2	5
88	и с	10	5
89	в виду	8	5
90	содержит в	2	4
91	уже в	3	4
92	или иное	2	4
93	нет никакой	2	4
94	независимо от	2	4
95	и есть	4	4
96	в своем	4	4
97	ясно что	8	4
98	не могут	4	4
99	же это	5	4
100	как таковой	4	4
101	все же	8	4
102	при этом	3	4
103	говорят что	2	4
104	еще не	10	4
105	и если	3	4
106	к нему	2	4
107	той или	5	4
