N	2gram	Tiupa_Anal_1	Dialekti
1	не есть	8	40
2	и не	21	30
3	по себе	4	25
4	и т	3	21
5	и в	18	18
6	может быть	29	17
7	точки зрения	6	17
8	в нем	3	16
9	и есть	3	16
10	ни в	4	15
11	а не	17	14
12	потому что	2	14
13	что в	5	13
14	то что	6	13
15	не только	15	13
16	если бы	3	12
17	было бы	2	12
18	с точки	4	12
19	в этом	13	12
20	не может	22	12
21	что он	3	11
22	как бы	5	11
23	в себе	11	11
24	так как	2	11
25	прежде всего	6	10
26	несмотря на	2	10
27	то же	9	10
28	никогда не	2	9
29	отнюдь не	15	9
30	это не	6	9
31	в том	27	9
32	внутреннего и	2	9
33	так и	4	9
34	том что	12	9
35	и то	2	9
36	к нему	3	8
37	не просто	2	7
38	вовсе не	2	7
39	и как	5	7
40	то в	2	7
41	но и	17	7
42	что не	3	7
43	также и	2	7
44	той или	6	7
45	и внешнего	2	6
46	с другой	4	6
47	можно сказать	2	6
48	хотя бы	3	6
49	ни с	3	6
50	не в	14	6
51	в то	9	6
52	с ним	4	6
53	но в	8	6
54	в противоположность	2	5
55	она есть	2	5
56	не с	4	5
57	все же	4	5
58	отношение к	2	5
59	а в	9	5
60	и с	2	5
61	или не	2	5
62	и более	4	4
63	к тому	7	4
64	быть может	2	4
65	но не	10	4
66	же время	6	4
67	не могу	2	4
68	не о	2	4
69	в котором	3	4
70	другой стороны	2	4
71	смысл и	3	4
72	собственно говоря	4	4
73	как мы	2	4
74	о том	5	4
75	как он	3	4
76	может иметь	2	3
77	думать что	2	3
78	есть не	8	3
79	не является	2	3
80	или иной	6	3
81	что и	3	3
82	случае не	2	3
83	и о	2	3
84	он не	3	3
85	в его	13	3
86	и потому	2	3
87	если в	3	3
88	даже в	3	3
89	один из	2	3
90	отношения к	2	3
91	что же	2	3
92	в их	5	3
93	для науки	3	3
94	в самом	6	3
95	на самом	2	3
96	тех или	2	3
97	самом деле	2	3
98	была бы	2	3
99	должно быть	2	3
100	ничто не	2	3
101	в данном	2	3
102	и та	2	3
103	в основе	6	3
104	могут быть	4	3
105	нуждается в	8	3
106	только в	6	3
107	и все	3	3
108	в сознании	2	3
109	на этом	2	2
110	того что	4	2
111	именно в	4	2
112	в частности	19	2
113	в качестве	31	2
114	и состоит	5	2
115	из этих	2	2
116	и другого	4	2
117	с другими	4	2
118	вопрос о	2	2
119	в мире	8	2
120	ни было	4	2
121	как и	13	2
122	что именно	2	2
123	такой же	2	2
124	том или	3	2
125	но к	2	2
126	тому же	4	2
127	для него	2	2
128	еще не	3	2
129	одной стороны	3	2
130	для того	4	2
131	никто не	3	2
132	и является	2	2
133	каждом из	2	2
134	тем более	2	2
135	из них	2	2
136	для чего	2	2
137	в своей	6	2
138	дело не	3	2
139	со стороны	2	2
140	и тогда	2	2
141	для этого	2	2
142	т п	3	2
143	а с	3	2
144	этом отношении	2	2
145	с одной	3	2
146	все эти	2	2
147	мы имеем	6	2
148	из того	4	2
149	уже не	4	2
150	объекта и	3	2
151	отличается от	2	2
152	то он	2	2
153	в другом	4	2
154	я в	3	2
155	могла бы	3	2
156	говоря о	2	2
157	в полной	3	2
158	что как	3	2
