N	2gram	Tiupa_Hudo_1	Problema
1	в его	8	43
2	и не	2	42
3	и в	14	38
4	не может	7	27
5	может быть	5	26
6	как бы	7	22
7	по отношению	8	21
8	в художественном	2	20
9	отнюдь не	3	19
10	отношению к	8	19
11	и с	4	17
12	и его	5	16
13	в нем	3	15
14	в этом	11	15
15	и т	11	14
16	прежде всего	11	13
17	только в	5	13
18	т п	8	13
19	но не	3	12
20	ни в	5	11
21	и для	3	11
22	в их	2	10
23	но и	5	9
24	не имеет	2	9
25	его в	3	9
26	не только	12	9
27	в том	12	8
28	точки зрения	5	8
29	было бы	6	8
30	для нее	2	8
31	то что	8	8
32	слова в	2	7
33	что в	6	7
34	не в	7	7
35	в самом	4	7
36	эстетический анализ	3	7
37	между тем	8	7
38	как и	9	7
39	еще не	7	7
40	в своей	10	7
41	как мы	3	7
42	в пределах	3	6
43	а в	7	6
44	на основе	2	6
45	все же	3	6
46	самом деле	5	6
47	с точки	3	6
48	ничего не	8	6
49	то же	9	5
50	в своем	4	5
51	это не	7	5
52	при этом	12	5
53	никогда не	6	5
54	все эти	3	5
55	должно быть	2	5
56	с ним	4	5
57	не нужно	2	5
58	и о	4	5
59	так и	13	5
60	а не	12	5
61	не менее	5	4
62	на самом	2	4
63	в ней	4	4
64	в конечном	2	4
65	в форме	2	4
66	к художественному	2	4
67	с ними	2	4
68	в то	8	4
69	о том	12	4
70	и потому	2	4
71	но в	5	4
72	конечном счете	2	4
73	в ее	3	4
74	как в	8	4
75	может и	3	4
76	что не	2	4
77	можно было	5	4
78	в себе	11	4
79	здесь не	2	4
80	себя и	2	3
81	и от	4	3
82	тем не	4	3
83	да и	2	3
84	же время	8	3
85	несмотря на	4	3
86	например в	2	3
87	хотя и	2	3
88	в целом	2	3
89	все это	2	3
90	они не	2	3
91	и даже	3	3
92	и на	3	3
93	если бы	3	3
94	и все	4	3
95	на фоне	2	3
96	ясно что	2	3
97	и к	4	3
98	как его	3	3
99	том что	16	3
100	говорить о	3	3
101	от него	3	3
102	одной из	2	3
103	он не	4	3
104	на него	2	3
105	приводит к	3	3
106	но с	2	3
107	в мире	3	3
108	в таком	3	3
109	не знает	2	3
110	и это	4	3
111	едва ли	3	3
112	на этом	3	2
113	том как	3	2
114	человек в	2	2
115	ни к	2	2
116	представляется нам	2	2
117	в частности	5	2
118	в равной	3	2
119	в этих	5	2
120	столь же	4	2
121	на то	4	2
122	можно сказать	4	2
123	а только	4	2
124	в значительной	2	2
125	не имеют	3	2
126	как к	3	2
127	в связи	3	2
128	особенно в	2	2
129	не было	4	2
130	этом отношении	3	2
131	лишь в	3	2
132	и что	2	2
133	того что	4	2
134	в своих	3	2
135	не следует	2	2
136	к себе	5	2
137	но как	2	2
138	в начале	2	2
139	о котором	2	2
140	того или	2	2
141	в него	2	2
142	оно было	2	2
143	художественного восприятия	2	2
144	с его	5	2
145	или иного	2	2
146	характера и	2	2
147	что он	9	2
148	этот момент	2	2
149	связи с	4	2
150	одна из	2	2
151	она не	4	2
152	себя в	4	2
153	человека в	6	2
154	в себя	2	2
155	к своему	2	2
156	того чтобы	3	2
157	и он	5	2
158	тем что	3	2
159	в другом	2	2
