N	3gram	Losev_Vlad_3	Problema
1	с точки зрения	6	11
2	тем не менее	9	10
3	содержит в себе	4	8
4	в том что	10	8
5	это значит что	6	7
6	сам по себе	2	6
7	с другой стороны	2	6
8	в данном случае	2	5
9	ни в каком	2	5
10	те или иные	2	4
11	но даже и	2	4
12	во всяком случае	3	4
13	о том что	8	3
14	у нас выше	3	3
15	точно так же	4	3
16	только в том	3	3
17	в связи с	2	3
18	вместе с тем	6	3
19	в этом смысле	3	3
20	необходимо сказать что	5	3
21	в то время	4	2
22	не имеет ничего	2	2
23	а также и	6	2
24	даже и не	2	2
25	имеет ничего общего	2	2
26	более или менее	5	2
27	в себе и	2	2
28	только в виде	2	2
29	в то же	3	2
30	себе отчет в	2	2
31	ничего общего с	2	2
32	вовсе не есть	2	2
33	хотя бы и	3	2
34	к тому же	5	2
35	в сравнении с	2	2
36	то время как	2	2
37	на самом же	2	2
38	самом же деле	2	2
