N	2gram	Tiupa_Hudo_2	Myshleni
1	и в	28	25
2	в том	15	23
3	том что	19	20
4	что в	5	17
5	так же	3	17
6	в основе	2	16
7	как и	11	15
8	то что	6	15
9	в его	11	15
10	в этом	13	14
11	вместе с	2	14
12	может быть	8	13
13	в качестве	4	12
14	перед нами	11	10
15	что они	4	10
16	как бы	5	10
17	и не	18	10
18	было бы	3	10
19	что и	4	10
20	только в	4	10
21	как в	5	9
22	того чтобы	4	8
23	не является	2	8
24	тем что	6	8
25	как мы	2	8
26	столь же	3	7
27	как это	7	7
28	для того	4	7
29	не менее	5	6
30	с другой	3	6
31	как уже	2	6
32	не в	13	6
33	же как	2	6
34	и у	2	6
35	один из	2	6
36	не может	4	6
37	и на	3	6
38	потому что	2	6
39	приходит к	2	6
40	что он	8	6
41	но не	4	6
42	не только	11	6
43	все же	2	6
44	точки зрения	2	6
45	все это	3	6
46	можно было	3	6
47	так и	8	5
48	именно в	2	5
49	что это	5	5
50	тем не	4	5
51	для него	5	5
52	одной стороны	3	5
53	при этом	11	5
54	что она	7	5
55	с одной	3	5
56	с ее	5	5
57	человека и	3	5
58	если бы	6	5
59	мы уже	3	5
60	и к	2	5
61	о том	12	5
62	в этой	5	5
63	и т.д	2	5
64	в частности	7	4
65	никогда не	5	4
66	в своем	5	4
67	из этих	2	4
68	прежде всего	3	4
69	к тому	7	4
70	мы знаем	2	4
71	отнюдь не	2	4
72	из них	2	4
73	но и	9	4
74	не столько	2	4
75	то и	4	4
76	а в	6	4
77	сказать что	2	4
78	в то	6	4
79	с ним	7	4
80	и все	7	4
81	и внутренней	3	4
82	еще не	3	4
83	он не	4	4
84	приводит к	2	4
85	той же	2	4
86	и это	3	4
87	на этом	2	3
88	когда в	3	3
89	и сам	5	3
90	в самом	5	3
91	вслед за	4	3
92	в котором	6	3
93	если в	2	3
94	который в	2	3
95	по отношению	7	3
96	с ними	3	3
97	между тем	8	3
98	его в	2	3
99	как он	3	3
100	не как	2	3
101	в жизни	8	3
102	состоит в	7	3
103	то в	4	3
104	или иной	2	3
105	наряду с	5	3
106	дело с	2	3
107	а с	3	3
108	между ними	2	3
109	в виде	2	3
110	того как	2	3
111	представляется в	2	2
112	место в	2	2
113	то же	6	2
114	все время	3	2
115	в этих	3	2
116	все они	3	2
117	тому что	4	2
118	и от	2	2
119	со всей	2	2
120	а по	2	2
121	для нас	3	2
122	всякий раз	3	2
123	в роли	2	2
124	в нем	3	2
125	и только	2	2
126	как на	2	2
127	на себя	3	2
128	к той	2	2
129	того или	2	2
130	зрения на	2	2
131	с его	5	2
132	однако в	2	2
133	в них	3	2
134	в одном	3	2
135	с нею	3	2
136	или иного	2	2
137	об этом	7	2
138	одна из	2	2
139	все что	3	2
140	есть и	3	2
141	но тем	2	2
142	бы с	2	2
143	а также	2	2
144	оно не	2	2
145	отношению к	7	2
146	не будет	2	2
147	в мире	7	2
148	этом и	3	2
149	в своей	6	2
150	внимание на	3	2
151	уже не	10	2
152	тем самым	2	2
153	и эта	2	2
154	едва ли	3	2
155	и для	2	2
156	и его	5	2
157	или в	3	2
158	с другими	3	2
159	тому как	4	2
160	и то	2	2
161	в себе	9	2
162	что говорит	2	2
163	а как	2	2
