N	2gram	Losev_Prob_4	Analitik
1	не только	24	22
2	и в	20	18
3	как и	6	14
4	так и	10	14
5	в этом	9	14
6	но и	14	13
7	и его	10	13
8	в частности	2	12
9	том что	12	12
10	в качестве	10	12
11	и не	28	12
12	при этом	6	11
13	а в	4	10
14	как бы	4	10
15	то есть	27	10
16	может быть	9	9
17	что в	3	9
18	а не	7	9
19	в том	20	9
20	с его	2	8
21	со своей	2	8
22	и даже	9	8
23	с другой	7	7
24	но не	5	7
25	в его	3	7
26	как раз	4	7
27	к тому	3	6
28	не в	13	6
29	в начале	3	6
30	для него	3	6
31	еще не	7	6
32	в этой	4	6
33	он не	2	6
34	о том	5	6
35	однако в	2	5
36	не является	10	5
37	в конце	2	5
38	прежде всего	11	5
39	или иной	13	5
40	того же	2	5
41	такого рода	7	5
42	в самом	2	5
43	что и	3	5
44	другой стороны	6	5
45	уже не	5	5
46	в результате	8	5
47	мы имеем	6	5
48	не менее	10	4
49	перед нами	13	4
50	отнюдь не	10	4
51	в своем	3	4
52	столь же	2	4
53	по крайней	6	4
54	в одном	4	4
55	по себе	11	4
56	что он	8	4
57	можно сказать	5	4
58	и к	3	4
59	и как	3	4
60	себя в	2	4
61	имеем дело	3	4
62	в пределах	2	4
63	не есть	12	4
64	крайней мере	6	4
65	все же	2	4
66	таким образом	8	4
67	тем самым	4	4
68	и на	3	4
69	в данном	6	4
70	далеко не	2	4
71	уже в	4	3
72	были бы	3	3
73	и без	6	3
74	у пушкина	3	3
75	в ее	5	3
76	тому же	2	3
77	что они	2	3
78	было бы	14	3
79	указывает на	4	3
80	только не	4	3
81	той или	14	3
82	с ее	2	3
83	не будет	2	3
84	дело не	3	3
85	данном случае	5	3
86	как в	5	3
87	все это	9	3
88	дело с	2	3
89	то же	7	3
90	не было	3	3
91	еще и	3	3
92	именно в	7	3
93	что не	4	3
94	мы не	7	3
95	с этим	4	3
96	точки зрения	14	3
97	но как	3	3
98	говорить о	2	3
99	во всем	2	3
100	в то	4	3
101	жизнь и	4	3
102	его в	2	3
103	здесь не	7	3
104	едва ли	10	3
105	как это	3	3
106	сама по	2	2
107	бы и	3	2
108	для всех	3	2
109	все эти	16	2
110	все они	3	2
111	в них	5	2
112	это не	7	2
113	но они	2	2
114	и от	6	2
115	о себе	3	2
116	второго порядка	3	2
117	в жизни	3	2
118	в нем	5	2
119	есть не	6	2
120	то ли	2	2
121	и ее	4	2
122	несмотря на	4	2
123	о которых	2	2
124	тем не	10	2
125	же в	4	2
126	да и	5	2
127	говорит о	2	2
128	вплоть до	3	2
129	тот или	2	2
130	то в	2	2
131	с тем	4	2
132	по своему	6	2
133	это и	4	2
134	со всеми	2	2
135	совершенно не	3	2
136	на его	2	2
137	нам представляется	2	2
138	по преимуществу	2	2
139	хотя и	5	2
140	в ней	7	2
141	об этом	6	2
142	и потому	7	2
143	а также	6	2
144	всяком случае	4	2
145	только к	3	2
146	чистом виде	2	2
147	нам кажется	2	2
148	то что	15	2
149	во всех	4	2
150	в сравнении	2	2
151	вместе с	5	2
152	что она	4	2
153	уже по	2	2
154	не может	5	2
155	в той	8	2
156	самом деле	3	2
157	в значительной	2	2
158	с точки	11	2
159	и он	2	2
160	и по	2	2
161	и для	4	2
162	и прежде	2	2
163	сравнении с	2	2
164	сказать что	7	2
165	во всяком	8	2
166	мы можем	3	2
167	тем что	3	2
168	как показывает	2	2
169	в себе	12	2
170	что мы	3	2
171	только в	23	2
172	и все	8	2
173	дело в	2	2
174	когда мы	5	2
175	но в	8	2
