N	3gram	Tiupa_Narr_1	Narrotol
1	в том что	5	8
2	о том что	2	6
3	по отношению к	3	6
4	в отличие от	2	5
5	времени и пространстве	6	5
6	не может быть	4	5
7	можно сказать что	2	4
8	той или иной	4	4
9	в данном случае	8	4
10	к тому же	5	4
11	во времени и	6	4
12	то же время	4	3
13	состоит в том	2	3
14	в этом отношении	3	3
15	и племянницы в	3	3
16	обращает на себя	3	3
17	и тем самым	4	3
18	в свою очередь	2	3
19	матери и племянницы	3	3
20	в то же	4	3
21	на себя внимание	3	3
22	тем не менее	3	3
23	по полю быстро	2	2
24	свидетель и судия	3	2
25	сами по себе	2	2
26	полю быстро весело	2	2
27	эпизоде первого цикла	2	2
28	и про чертог	2	2
29	на протяжении этого	2	2
30	протяжении этого эпизода	2	2
31	в третьем эпизоде	2	2
32	присутствия в мире	2	2
33	в связи с	2	2
34	мы имеем дело	2	2
35	в тексте архиерея	2	2
36	на другой день	3	2
37	так и не	2	2
38	не сводится к	2	2
39	в первом случае	3	2
40	не только в	6	2
41	подобно тому как	3	2
42	в известном смысле	2	2
43	в рассказе о	2	2
44	идет по полю	2	2
45	теперь как птица	3	2
46	таким каким он	2	2
47	быстро весело постукивая	2	2
48	форме несобственно-прямой речи	2	2
49	а во втором	2	2
50	свободен теперь как	3	2
51	речь идет о	3	2
52	перед нами не	2	2
53	весело постукивая палочкой	2	2
