N	2gram	Vygotskiy__6	Komedia
1	и в	28	22
2	том что	19	12
3	в том	28	11
4	но и	10	11
5	не только	16	10
6	из них	2	10
7	в то	6	10
8	как и	6	9
9	может быть	13	9
10	в одном	2	8
11	таким образом	18	8
12	и не	11	8
13	и его	3	8
14	в этой	5	7
15	и других	7	7
16	что в	17	6
17	в отношении	10	6
18	в конце	2	6
19	что он	18	6
20	к тому	10	6
21	и по	3	6
22	то же	7	6
23	не в	4	6
24	а в	2	6
25	в которой	7	6
26	с другой	2	5
27	прежде всего	2	5
28	при этом	3	5
29	в его	3	5
30	еще в	2	5
31	один из	3	5
32	на его	3	5
33	так и	6	5
34	как в	3	5
35	все это	2	5
36	другой стороны	2	5
37	то время	6	5
38	потому что	22	5
39	именно в	4	4
40	в их	3	4
41	ясно что	4	4
42	несмотря на	2	4
43	как мы	10	4
44	в другом	2	4
45	что они	2	4
46	в качестве	4	4
47	в котором	2	4
48	в нем	7	4
49	что и	4	4
50	тем что	8	4
51	время как	5	4
52	точки зрения	13	4
53	известно что	2	4
54	так как	10	4
55	но в	5	4
56	мы можем	9	4
57	же как	6	3
58	казалось бы	2	3
59	не менее	2	3
60	все более	2	3
61	в них	3	3
62	в любом	2	3
63	вопрос о	5	3
64	на то	4	3
65	у нас	2	3
66	и как	6	3
67	по своему	2	3
68	первую очередь	3	3
69	во второй	2	3
70	в частности	4	3
71	у него	2	3
72	хотя и	3	3
73	он не	7	3
74	все же	2	3
75	отношению к	10	3
76	в целом	3	3
77	отношение к	7	3
78	так же	15	3
79	по отношению	10	3
80	того как	5	3
81	этом отношении	3	3
82	мы не	6	3
83	как раз	6	3
84	и на	5	3
85	в этом	27	3
86	могут быть	5	3
87	только в	18	3
88	и все	5	3
89	его в	6	3
90	в чем	6	3
91	как это	3	3
92	в сознании	4	3
93	к которому	2	3
94	и здесь	3	2
95	независимо от	3	2
96	для всех	2	2
97	поэтому мы	2	2
98	связанные с	3	2
99	меньшей мере	2	2
100	в состоянии	4	2
101	именно потому	2	2
102	образом в	3	2
103	мы знаем	4	2
104	раз в	3	2
105	мы видели	8	2
106	на этом	4	2
107	но не	10	2
108	того же	7	2
109	в себя	3	2
110	как известно	7	2
111	до конца	3	2
112	до сих	3	2
113	еще не	8	2
114	было бы	9	2
115	мог бы	3	2
116	в самом	8	2
117	в первую	3	2
118	относится к	4	2
119	и тем	5	2
120	то что	28	2
121	вместе с	7	2
122	ее в	2	2
123	как по	4	2
124	только что	2	2
125	для этого	2	2
126	в сущности	7	2
127	не может	19	2
128	в других	2	2
129	которых мы	2	2
130	принадлежит к	2	2
131	что у	2	2
132	в силу	17	2
133	нас в	2	2
134	но это	2	2
135	но он	2	2
136	в своих	3	2
137	в себе	4	2
138	по своей	3	2
139	ту же	3	2
140	же самое	6	2
141	которые он	2	2
142	в области	6	2
143	с достаточной	2	2
144	сих пор	3	2
