N	2gram	Vygotskiy__4	StatiiOP
1	и в	20	25
2	в этом	24	24
3	в том	42	20
4	что в	19	19
5	что он	6	19
6	может быть	12	19
7	тем что	7	19
8	что это	2	16
9	том что	35	15
10	в этой	3	14
11	в его	11	12
12	то что	15	12
13	не только	15	12
14	в этих	3	11
15	так что	3	11
16	прежде всего	2	10
17	таким образом	25	10
18	и не	8	10
19	у него	2	9
20	но и	9	9
21	в языке	2	8
22	о том	5	8
23	это не	5	7
24	было бы	8	7
25	с этим	5	7
26	не может	6	7
27	что такое	5	7
28	точки зрения	24	7
29	место в	2	6
30	из этих	2	6
31	не в	4	6
32	только в	10	6
33	как бы	7	6
34	как в	5	6
35	а в	2	6
36	и на	6	6
37	в области	4	6
38	между тем	9	6
39	то же	16	5
40	потому что	12	5
41	с другой	12	5
42	на то	5	5
43	ни в	3	5
44	говорит что	3	5
45	такого рода	6	5
46	и это	2	5
47	то обстоятельство	3	5
48	а не	7	5
49	того что	10	5
50	другой стороны	9	5
51	обстоятельство что	3	5
52	так и	5	5
53	мы имеем	2	5
54	но в	3	5
55	этом отношении	7	4
56	с тем	6	4
57	всяком случае	3	4
58	состоит в	4	4
59	связана с	2	4
60	в каждом	2	4
61	этом смысле	8	4
62	это в	2	4
63	в смысле	4	4
64	как и	9	4
65	мы видим	10	4
66	в начале	2	4
67	что здесь	2	4
68	в качестве	21	4
69	если бы	5	4
70	и к	5	4
71	на его	3	4
72	он говорит	2	4
73	в ней	2	4
74	а также	2	4
75	и тем	8	4
76	в своей	7	4
77	в целом	11	4
78	в речи	4	4
79	отличается от	2	4
80	с точки	11	4
81	в чем	3	4
82	к нему	2	4
83	и для	4	4
84	и с	4	4
85	сказать что	6	4
86	во всяком	4	4
87	в каком	2	4
88	все же	5	4
89	в которой	3	4
90	что эти	2	4
91	что все	3	3
92	уже в	6	3
93	и более	7	3
94	находит свое	2	3
95	тому что	4	3
96	в какой	3	3
97	раньше чем	5	3
98	к этому	4	3
99	показывает что	2	3
100	с которым	2	3
101	и здесь	2	3
102	с этой	4	3
103	для него	2	3
104	и что	8	3
105	на этом	3	3
106	одной стороны	9	3
107	все эти	5	3
108	не является	5	3
109	со стороны	3	3
110	в их	12	3
111	в связи	3	3
112	что этот	2	3
113	по мнению	2	3
114	что мы	7	3
115	и его	5	3
116	в виде	3	3
117	связи с	3	3
118	так как	10	3
119	к которому	3	3
120	это слово	2	3
121	более и	2	2
122	а с	2	2
123	все время	4	2
124	не менее	3	2
125	все более	2	2
126	никогда не	5	2
127	и у	2	2
128	но они	2	2
129	и во	3	2
130	тогда когда	8	2
131	существует в	2	2
132	его к	4	2
133	к тому	6	2
134	как мы	13	2
135	на котором	2	2
136	такой же	2	2
137	что они	14	2
138	что если	2	2
139	но не	3	2
140	мы имели	5	2
141	того же	9	2
142	в свою	2	2
143	еще не	2	2
144	одной из	3	2
145	в самом	6	2
146	в сущности	4	2
147	том чтобы	2	2
148	нас к	3	2
149	не совсем	2	2
150	которую он	2	2
151	в виду	3	2
152	речь идет	5	2
153	этих трех	2	2
154	один из	3	2
155	в развитии	25	2
156	вместе с	8	2
157	и тогда	2	2
158	только что	4	2
159	внимание на	3	2
160	и только	4	2
161	в отношении	10	2
162	с одной	9	2
163	и других	3	2
164	не просто	2	2
165	от того	3	2
166	этой области	2	2
167	заключается в	18	2
168	самом деле	7	2
169	для того	5	2
170	к этим	2	2
171	той же	6	2
172	во многих	2	2
173	на основе	10	2
174	слово в	6	2
175	тем как	3	2
176	в результате	8	2
177	могут быть	7	2
178	но как	2	2
179	этого слова	11	2
180	которые в	4	2
181	том смысле	2	2
182	что эта	3	2
183	не имеет	2	2
184	и тот	7	2
185	и которые	2	2
