N	3gram	Vygotskiy__7	KulturaY
1	с точки зрения	21	16
2	в самом деле	4	11
3	для того чтобы	18	11
4	тем не менее	3	9
5	в том что	13	8
6	до сих пор	3	8
7	в данном случае	5	4
8	с одной стороны	5	4
9	в этом случае	14	4
10	бы сказать что	2	3
11	не может быть	4	3
12	на самом деле	2	3
13	о том что	4	3
14	какой мере не	2	2
15	в отличие от	2	2
16	ни в какой	2	2
17	как мы видели	3	2
18	в какой мере	2	2
19	одним и тем	2	2
20	и тем же	2	2
21	смысле этого слова	3	2
22	в первом случае	3	2
23	в известном смысле	2	2
24	по отношению к	5	2
