N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	29
2	то есть	3	21
3	таким образом	3	20
4	и не	17	16
5	и все	4	13
6	в этой	4	13
7	как и	4	12
8	но в	12	12
9	так и	6	11
10	и на	3	11
11	в этом	14	11
12	то же	6	10
13	во время	3	10
14	как мы	9	10
15	мы уже	7	10
16	в то	8	10
17	не только	24	10
18	вовсе не	5	9
19	в конце	9	9
20	но и	19	9
21	все эти	3	9
22	и с	14	9
23	же время	4	8
24	в его	12	8
25	и его	7	8
26	в них	2	7
27	еще и	7	7
28	в том	11	7
29	так как	8	7
30	из них	2	6
31	но он	5	6
32	у него	15	5
33	это и	2	5
34	того же	6	5
35	и о	2	5
36	в нем	4	5
37	в своей	4	5
38	и до	2	5
39	и по	8	5
40	сказать что	7	5
41	он и	6	5
42	с его	11	4
43	в нашем	4	4
44	что он	12	4
45	но это	3	4
46	по своему	3	4
47	еще не	2	4
48	которую он	2	4
49	конце концов	3	4
50	один из	4	4
51	то что	18	4
52	жизни и	5	4
53	конечно не	2	4
54	все это	5	4
55	были в	2	4
56	с другой	3	4
57	жизнь и	3	4
58	также и	10	4
59	в результате	2	4
60	тем что	2	4
61	точки зрения	2	4
62	в которой	4	4
63	в доме	7	3
64	в частности	2	3
65	в качестве	6	3
66	в своем	4	3
67	и так	3	3
68	и здесь	3	3
69	что у	4	3
70	все же	3	3
71	но как	5	3
72	том что	14	3
73	и как	4	3
74	в дальнейшем	8	3
75	более или	3	3
76	и сам	6	3
77	тот же	3	3
78	того что	2	3
79	той же	2	3
80	он не	10	3
81	к нему	4	3
82	здесь не	3	3
83	или менее	3	3
84	другой стороны	3	3
85	как к	2	3
86	при этом	2	3
87	и других	2	3
88	в году	30	3
89	и вот	3	3
90	там же	13	3
91	образом в	2	3
92	и за	2	3
93	того чтобы	2	3
94	для того	2	3
95	и даже	15	3
96	с ними	2	3
97	в себе	4	3
98	по своей	4	3
99	в чем	2	3
100	своего времени	2	3
101	это был	5	2
102	место в	2	2
103	уже в	7	2
104	уже и	2	2
105	время и	2	2
106	к этому	6	2
107	в жизни	3	2
108	со своими	3	2
109	но мы	2	2
110	его к	2	2
111	к тому	3	2
112	и к	6	2
113	на первый	2	2
114	одной из	2	2
115	о его	2	2
116	но только	3	2
117	ни в	2	2
118	он был	14	2
119	да и	4	2
120	из этого	2	2
121	и тот	2	2
122	что я	2	2
123	что они	3	2
124	мы увидим	3	2
125	на этом	2	2
126	но не	3	2
127	то время	2	2
128	кроме того	7	2
129	не может	6	2
130	года и	2	2
131	и мы	2	2
132	на его	3	2
133	может быть	6	2
134	между прочим	11	2
135	хотя и	4	2
136	у меня	2	2
137	никогда не	9	2
138	уже не	3	2
139	а также	5	2
140	в котором	6	2
141	со стороны	2	2
142	и для	2	2
143	себя в	4	2
144	ни с	4	2
145	но она	3	2
146	как в	3	2
147	как раз	7	2
148	которых он	2	2
149	в особенности	4	2
150	он стал	2	2
151	всякого рода	2	2
152	и у	4	2
153	не столько	2	2
154	как на	2	2
155	не мог	3	2
156	где он	2	2
157	в своих	5	2
158	и то	10	2
159	то он	6	2
160	даже и	9	2
161	только в	9	2
162	один и	2	2
163	но этот	3	2
164	о том	11	2
165	как он	4	2
166	и это	2	2
167	дело в	4	2
168	с ним	5	2
169	это конечно	3	2
