N	2gram	Losev_Prob_2	Tvorches
1	и в	35	20
2	не только	24	13
3	и т	6	13
4	т д	6	11
5	как бы	4	11
6	в его	7	10
7	таким образом	4	10
8	в то	6	10
9	и не	37	9
10	прежде всего	11	8
11	в том	12	8
12	при этом	3	8
13	но и	16	8
14	может быть	18	8
15	ю м	2	8
16	в этом	17	8
17	и с	10	8
18	представление о	5	7
19	что в	11	7
20	не может	13	7
21	то же	5	7
22	потому что	13	7
23	м с	2	7
24	в конце	7	6
25	что он	4	6
26	как и	5	6
27	в целом	3	6
28	так и	7	6
29	все это	4	6
30	а не	10	6
31	но это	6	5
32	еще не	10	5
33	но не	4	5
34	и сам	2	5
35	все же	8	5
36	и даже	11	5
37	так же	5	5
38	и на	5	5
39	в этой	9	5
40	о том	18	5
41	то есть	39	5
42	об этом	2	4
43	и от	3	4
44	мы не	7	4
45	том что	19	4
46	что они	3	4
47	отнюдь не	5	4
48	хотя и	3	4
49	что она	4	4
50	а а	6	4
51	если не	4	4
52	все эти	7	4
53	тем самым	7	4
54	не в	2	4
55	а в	4	4
56	ничего не	10	4
57	если бы	4	4
58	но в	6	4
59	он сам	3	3
60	казалось бы	7	3
61	но зато	2	3
62	одна из	3	3
63	что не	5	3
64	в самом	5	3
65	и мы	2	3
66	в область	4	3
67	он не	2	3
68	а ф	5	3
69	и др	2	3
70	не является	7	3
71	один из	3	3
72	м лотмана	2	3
73	то что	38	3
74	но уже	5	3
75	и это	5	3
76	вместе с	2	3
77	сих пор	4	3
78	в их	3	3
79	так как	7	3
80	в свете	3	3
81	уже не	8	3
82	в таком	11	3
83	тем что	4	3
84	заставляет нас	2	3
85	в своих	3	3
86	в себе	5	3
87	его в	3	3
88	нет ничего	2	3
89	в плане	2	3
90	до сих	4	3
91	для определения	2	2
92	уже в	3	2
93	не менее	13	2
94	и есть	4	2
95	думается что	2	2
96	и без	5	2
97	с другой	6	2
98	или даже	3	2
99	по крайней	6	2
100	в такой	2	2
101	вовсе не	37	2
102	во всяком	13	2
103	от ее	2	2
104	и ее	2	2
105	что на	4	2
106	крайней мере	6	2
107	у нас	18	2
108	так что	11	2
109	как о	3	2
110	а скорее	2	2
111	которой он	4	2
112	и если	3	2
113	в частности	5	2
114	но если	4	2
115	всяком случае	10	2
116	нет и	3	2
117	по преимуществу	2	2
118	в истории	3	2
119	на него	2	2
120	бы не	3	2
121	не было	3	2
122	но эта	3	2
123	сводится к	2	2
124	всякого рода	4	2
125	самом деле	4	2
126	и что	13	2
127	и наконец	3	2
128	другой стороны	5	2
129	не так	2	2
130	и по	3	2
131	во многих	2	2
132	роль в	2	2
133	многое другое	2	2
134	с другими	5	2
135	тут же	8	2
136	в основе	3	2
137	в виде	6	2
138	говорить о	10	2
139	и вообще	16	2
140	и только	4	2
141	только в	14	2
142	но ведь	3	2
143	при помощи	8	2
144	таком случае	10	2
145	из этого	2	2
146	их в	4	2
147	только с	2	2
148	едва ли	9	2
149	более не	2	2
150	и поэтому	2	2
151	вообще говоря	4	2
152	тоже не	7	2
153	однако это	2	2
