N	2gram	Vygotskiy__7	FransuaR
1	и в	26	65
2	как бы	6	22
3	и не	18	22
4	вовсе не	2	18
5	в сущности	9	16
6	в том	18	16
7	в этом	29	15
8	но в	4	14
9	в нем	2	13
10	мы уже	3	12
11	прежде всего	7	11
12	и его	12	10
13	и потому	3	10
14	не только	24	10
15	но и	11	10
16	так и	3	10
17	все эти	6	10
18	в его	4	9
19	во всех	6	9
20	все это	3	9
21	форм и	2	9
22	по своему	9	8
23	в основе	3	8
24	его в	2	7
25	в области	4	7
26	точки зрения	28	7
27	только в	8	7
28	никогда не	4	6
29	том что	17	6
30	все же	6	6
31	как мы	14	6
32	еще не	4	6
33	может быть	7	6
34	в ней	3	6
35	в отношении	2	6
36	на самом	3	6
37	сказать что	8	6
38	одно из	5	6
39	так как	14	6
40	нашей работы	3	6
41	связана с	3	5
42	потому что	16	5
43	отличие от	2	5
44	есть в	3	5
45	для него	3	5
46	в своей	3	5
47	как в	4	5
48	как и	15	5
49	в той	4	5
50	в своих	2	5
51	связи с	4	4
52	и к	7	4
53	мы остановимся	3	4
54	не в	4	4
55	в этой	3	4
56	отношение к	2	4
57	совершенно не	2	4
58	в самом	9	4
59	и до	2	4
60	сих пор	3	4
61	до сих	3	4
62	мысли и	11	4
63	в их	2	4
64	для нас	2	4
65	в отличие	2	4
66	между ними	3	4
67	во время	2	4
68	входит в	2	4
69	не могут	4	3
70	что в	12	3
71	не является	3	3
72	на котором	3	3
73	это не	3	3
74	и во	4	3
75	что он	8	3
76	в ее	6	3
77	но это	3	3
78	мы и	2	3
79	в самой	3	3
80	самом деле	6	3
81	но для	2	3
82	по своей	10	3
83	даже в	2	3
84	к нему	3	3
85	с точки	21	3
86	то что	24	3
87	и их	5	3
88	где они	2	3
89	как раз	3	3
90	не может	11	3
91	этом отношении	3	3
92	и других	2	3
93	можно говорить	2	3
94	менее всего	3	3
95	во всей	2	3
96	с другой	4	3
97	друг друга	4	3
98	в себе	9	3
99	и здесь	2	3
100	с ним	3	3
101	ничего не	2	3
102	и с	5	3
103	в виду	5	3
104	но не	3	2
105	к тому	7	2
106	из основных	2	2
107	и от	4	2
108	из этих	3	2
109	мы упоминали	2	2
110	этих двух	2	2
111	значение и	2	2
112	его к	2	2
113	можно сказать	5	2
114	исторического развития	3	2
115	его от	2	2
116	а затем	2	2
117	из всех	5	2
118	мы видим	3	2
119	до конца	5	2
120	одной стороны	5	2
121	и он	2	2
122	несмотря на	2	2
123	на его	2	2
124	наряду с	2	2
125	он не	3	2
126	в основном	3	2
127	нет и	3	2
128	и для	5	2
129	в целом	5	2
130	во второй	5	2
131	в большинстве	2	2
132	время в	2	2
133	в процессе	5	2
134	приводит к	4	2
135	только на	3	2
136	в свете	4	2
137	которого мы	2	2
138	отношения к	2	2
139	одновременно и	2	2
140	с одной	5	2
141	но эта	2	2
142	того что	14	2
143	что не	2	2
144	что мы	9	2
145	и наконец	4	2
146	и по	3	2
147	есть только	2	2
148	одним из	2	2
149	или в	2	2
150	образом в	2	2
151	в этих	2	2
152	речи и	30	2
153	но с	2	2
154	могут быть	2	2
155	во всем	3	2
156	о том	4	2
157	большинстве случаев	2	2
158	в чем	3	2
