N	2gram	Tiupa_Narr_2	Vladivir
1	и в	13	30
2	то что	8	20
3	в этом	13	20
4	у него	6	19
5	в том	14	18
6	и не	14	18
7	что он	5	13
8	в конце	4	13
9	том что	13	12
10	что в	4	12
11	не только	26	12
12	в его	6	11
13	а в	9	11
14	сказать что	3	11
15	а также	6	10
16	и даже	3	10
17	не в	8	9
18	для него	4	9
19	было бы	2	9
20	все же	6	9
21	потому что	2	9
22	не может	8	9
23	в то	5	9
24	в своем	6	8
25	но и	15	8
26	но в	6	8
27	не менее	4	7
28	никогда не	6	7
29	точки зрения	5	7
30	и все	4	7
31	может быть	10	7
32	для нас	2	7
33	а не	17	7
34	как это	4	7
35	то есть	9	7
36	хотя и	5	6
37	прежде всего	6	6
38	и к	6	6
39	об этом	4	6
40	тем не	5	6
41	у нас	2	6
42	только в	11	6
43	его жизни	2	6
44	в себе	8	6
45	жизни и	4	6
46	и его	3	6
47	о чем	2	6
48	как и	4	5
49	при этом	14	5
50	в своей	4	5
51	как бы	6	5
52	в котором	5	5
53	для себя	3	5
54	так и	9	5
55	в течение	2	5
56	и что	2	5
57	того что	6	5
58	в результате	2	5
59	все эти	3	5
60	с ним	4	5
61	с его	3	4
62	именно в	2	4
63	с этой	3	4
64	я не	5	4
65	вовсе не	2	4
66	можно сказать	6	4
67	в этой	4	4
68	в целом	3	4
69	что это	4	4
70	несмотря на	2	4
71	в ней	2	4
72	он не	5	4
73	в нем	5	4
74	со стороны	6	4
75	то же	4	4
76	и он	2	4
77	так же	2	4
78	той же	2	4
79	по поводу	2	4
80	но это	2	4
81	в начале	2	4
82	о том	5	4
83	здесь не	2	4
84	должен был	2	3
85	хотя бы	2	3
86	едва ли	3	3
87	из этих	2	3
88	точно так	2	3
89	же время	3	3
90	в свою	2	3
91	что и	2	3
92	да и	3	3
93	тем более	2	3
94	что я	3	3
95	но не	3	3
96	в данном	10	3
97	и для	3	3
98	никак не	3	3
99	с точки	2	3
100	как в	5	3
101	в отличие	5	3
102	таким образом	5	3
103	те же	2	3
104	уже не	4	3
105	отличие от	5	3
106	в таком	3	3
107	или иначе	2	3
108	не столько	5	3
109	в виде	2	3
110	к ней	3	3
111	но он	2	3
112	я в	5	3
113	в области	2	3
114	как у	4	2
115	он сам	2	2
116	жизни с	2	2
117	однако в	2	2
118	со своей	2	2
119	жизни в	6	2
120	это не	3	2
121	если не	2	2
122	к тому	9	2
123	ему в	2	2
124	же в	4	2
125	а к	3	2
126	церкви и	2	2
127	по своему	2	2
128	а то	2	2
129	и сам	3	2
130	во второй	2	2
131	о своем	2	2
132	бы с	2	2
133	себе и	2	2
134	такого рода	12	2
135	в самом	2	2
136	во сне	2	2
137	в будущем	2	2
138	не могу	2	2
139	в частности	11	2
140	на то	2	2
141	о нем	3	2
142	не вполне	2	2
143	не имеет	2	2
144	себя в	2	2
145	начала и	2	2
146	можно назвать	2	2
147	бытия в	2	2
148	данном случае	6	2
149	как к	3	2
150	собственно говоря	2	2
151	в той	5	2
152	того чтобы	3	2
153	в чем	2	2
154	и по	3	2
155	в бытии	2	2
156	можно было	2	2
157	в своих	2	2
158	к его	3	2
159	которой он	3	2
160	как он	2	2
161	ничего не	6	2
162	мы не	2	2
