N	2gram	Tiupa_Lite_3	Myslijsy
1	потому что	3	49
2	то есть	5	30
3	и в	16	24
4	может быть	12	23
5	то что	12	20
6	и не	22	19
7	а не	12	18
8	в том	12	18
9	что в	2	16
10	по себе	2	15
11	не только	14	15
12	того же	2	14
13	при этом	15	13
14	было бы	2	13
15	не в	10	13
16	в слове	3	13
17	но не	4	12
18	не может	8	12
19	то же	9	12
20	если бы	2	11
21	что и	2	11
22	вместе с	5	11
23	только в	7	11
24	для него	2	10
25	в себе	6	10
26	как в	5	10
27	тогда как	17	10
28	в нем	2	9
29	как бы	8	9
30	но и	14	9
31	а в	5	8
32	том что	8	8
33	и на	2	8
34	в этом	14	8
35	быть может	2	7
36	прежде всего	3	7
37	во всех	2	7
38	как и	5	7
39	того что	9	7
40	тем что	2	7
41	связи с	2	6
42	с другой	6	6
43	в одном	4	6
44	и как	3	6
45	в свою	2	6
46	между тем	3	6
47	в то	9	6
48	и только	2	6
49	не менее	2	5
50	же в	2	5
51	что не	2	5
52	на то	2	5
53	о том	6	5
54	в природе	4	5
55	так и	9	5
56	а и	2	5
57	и наоборот	2	5
58	для того	2	5
59	из них	4	5
60	только для	3	5
61	все же	2	5
62	место в	4	4
63	это последнее	2	4
64	никогда не	4	4
65	и вместе	2	4
66	что он	5	4
67	уже не	3	4
68	еще не	6	4
69	и если	4	4
70	в самом	3	4
71	с одной	4	4
72	если не	2	4
73	тем самым	7	4
74	тому как	3	4
75	подобно тому	2	4
76	там где	3	4
77	одном из	2	4
78	но в	3	4
79	для меня	2	4
80	это не	5	3
81	оно не	2	3
82	не как	2	3
83	хотя и	4	3
84	то это	2	3
85	о которой	2	3
86	ни было	2	3
87	и при	2	3
88	одной стороны	4	3
89	например в	3	3
90	вслед за	3	3
91	его в	2	3
92	и тем	3	3
93	не с	2	3
94	в целом	5	3
95	со стороны	7	3
96	в словах	3	3
97	и тогда	2	3
98	в нас	2	3
99	быть не	2	3
100	человека в	2	3
101	и для	4	3
102	как на	3	3
103	той же	3	3
104	с ними	2	3
105	одно из	4	3
106	как например	2	3
107	далеко не	2	3
108	это будет	2	3
109	и его	6	2
110	что у	2	2
111	в жизни	8	2
112	состоит в	6	2
113	к этому	2	2
114	вопрос о	2	2
115	с его	6	2
116	у нас	2	2
117	так же	2	2
118	что ему	2	2
119	же время	7	2
120	в его	6	2
121	и потому	2	2
122	себя и	2	2
123	если это	2	2
124	один из	2	2
125	ни с	2	2
126	последнее имеет	2	2
127	другой стороны	2	2
128	внимание на	2	2
129	от себя	2	2
130	самом деле	3	2
131	того чтобы	2	2
132	должно быть	4	2
133	отношения к	3	2
134	как это	3	2
135	по отношению	4	2
136	быть только	2	2
137	в другом	6	2
138	могли бы	2	2
139	вне себя	2	2
