N	2gram	Vygotskiy__4	Vladivir
1	и в	20	30
2	то что	15	20
3	в этом	24	20
4	у него	2	19
5	в том	42	18
6	и не	8	18
7	и с	4	14
8	что он	6	13
9	том что	35	12
10	что в	19	12
11	не только	15	12
12	в его	11	11
13	а в	2	11
14	как мы	13	11
15	сказать что	6	11
16	а также	2	10
17	не в	4	9
18	для него	2	9
19	было бы	8	9
20	все же	5	9
21	потому что	12	9
22	не может	6	9
23	связи с	3	8
24	в своем	4	8
25	вместе с	8	8
26	но и	9	8
27	в связи	3	8
28	но в	3	8
29	не менее	3	7
30	никогда не	5	7
31	точки зрения	24	7
32	ни в	3	7
33	может быть	12	7
34	которую он	2	7
35	для нас	4	7
36	а не	7	7
37	как это	9	7
38	к этому	4	6
39	прежде всего	2	6
40	и к	5	6
41	только в	10	6
42	всяком случае	3	6
43	во всяком	4	6
44	в себе	10	6
45	и его	5	6
46	также и	2	6
47	и то	10	5
48	как и	9	5
49	так что	3	5
50	при этом	12	5
51	того же	9	5
52	но что	3	5
53	тот же	9	5
54	в своей	7	5
55	как бы	7	5
56	другими словами	2	5
57	так и	5	5
58	с этим	5	5
59	это мы	2	5
60	и что	8	5
61	того что	10	5
62	в результате	8	5
63	все эти	5	5
64	так как	10	5
65	содержит в	2	4
66	именно в	3	4
67	с этой	4	4
68	его в	6	4
69	в этой	3	4
70	в целом	11	4
71	что это	2	4
72	на его	3	4
73	в ней	2	4
74	в нем	2	4
75	не есть	2	4
76	в этих	3	4
77	со стороны	3	4
78	то же	16	4
79	на этот	3	4
80	и он	2	4
81	так же	11	4
82	той же	6	4
83	и на	6	4
84	в начале	2	4
85	мы должны	11	4
86	о том	5	4
87	здесь не	2	4
88	в которой	3	4
89	под влиянием	2	3
90	уже в	6	3
91	мы будем	2	3
92	в отношении	10	3
93	едва ли	2	3
94	из этих	2	3
95	точно так	3	3
96	это в	2	3
97	в следующем	2	3
98	в свою	2	3
99	что и	9	3
100	по существу	3	3
101	и как	9	3
102	но не	3	3
103	в данном	2	3
104	и для	4	3
105	том же	2	3
106	никак не	2	3
107	с точки	11	3
108	как в	5	3
109	в отличие	2	3
110	таким образом	25	3
111	те же	6	3
112	здесь мы	2	3
113	должно быть	3	3
114	отличие от	2	3
115	в таком	2	3
116	в виде	3	3
117	говоря о	2	3
118	и это	2	3
119	когда мы	2	3
120	в области	4	3
121	к нему	2	2
122	нисколько не	2	2
123	с тем	6	2
124	уже и	2	2
125	первый план	4	2
126	по двум	3	2
127	это не	5	2
128	и от	3	2
129	если не	2	2
130	тогда когда	8	2
131	на все	3	2
132	мы видели	6	2
133	в настоящее	2	2
134	к тому	6	2
135	на первый	4	2
136	на котором	2	2
137	друг друга	4	2
138	свою очередь	2	2
139	на этом	3	2
140	по своему	4	2
141	настоящее время	2	2
142	мы уже	5	2
143	себе и	3	2
144	такого рода	6	2
145	в самом	6	2
146	в сущности	4	2
147	в частности	5	2
148	том чтобы	2	2
149	на то	5	2
150	для того	5	2
151	в виду	3	2
152	даже в	2	2
153	не имеет	2	2
154	себя в	3	2
155	наряду с	3	2
156	данном случае	2	2
157	в их	12	2
158	с которым	2	2
159	того как	2	2
160	в той	2	2
161	заключается в	18	2
162	того чтобы	7	2
163	в чем	3	2
164	к этим	2	2
165	во многих	2	2
166	можно было	6	2
167	приходит к	3	2
168	нас в	3	2
169	это значит	2	2
170	мысли и	2	2
171	их в	2	2
172	и при	4	2
173	и во	3	2
174	что если	2	2
175	что эти	2	2
176	как он	4	2
