N	2gram	Tiupa_Narr_2	Literetu
1	а не	17	20
2	и в	13	19
3	может быть	10	17
4	своего рода	9	13
5	то же	4	12
6	и не	14	11
7	и т.п	6	10
8	в том	14	10
9	как и	4	10
10	но и	15	10
11	состоит в	12	9
12	же время	3	9
13	такого рода	12	9
14	не может	8	9
15	тогда как	15	9
16	в мире	4	9
17	в этом	13	9
18	в то	5	9
19	с другой	5	8
20	не только	26	8
21	хх века	2	8
22	и даже	3	8
23	том что	13	7
24	то что	8	7
25	так и	9	7
26	с одной	5	7
27	я в	5	7
28	и т.д	4	7
29	не менее	4	6
30	однако в	2	6
31	в себе	8	6
32	одной стороны	5	6
33	при этом	14	6
34	себя в	2	6
35	конечном счете	3	5
36	столь же	2	5
37	я не	5	5
38	у нас	2	5
39	одна из	3	5
40	но не	3	5
41	в качестве	14	5
42	он не	5	5
43	в конечном	3	5
44	на фоне	2	5
45	того что	6	5
46	в принципе	2	5
47	то есть	9	5
48	в рамках	6	4
49	что в	4	4
50	в частности	11	4
51	жизни в	6	4
52	прежде всего	6	4
53	не в	8	4
54	отнюдь не	4	4
55	для него	4	4
56	в ней	2	4
57	в его	6	4
58	один из	3	4
59	жизни и	4	4
60	мы не	2	4
61	по отношению	5	4
62	точки зрения	5	4
63	не случайно	2	4
64	едва ли	3	4
65	в области	2	4
66	никогда не	6	3
67	быть может	2	3
68	личности в	2	3
69	в себя	4	3
70	что он	5	3
71	в нем	5	3
72	но это	2	3
73	в начале	2	3
74	в этой	4	3
75	и он	2	3
76	отношению к	5	3
77	коммуникативное событие	6	3
78	в культуре	2	3
79	данном случае	6	3
80	со стороны	6	3
81	себе и	2	3
82	то и	3	3
83	и для	3	3
84	этом отношении	3	3
85	всего лишь	6	3
86	тем самым	5	3
87	с точки	2	3
88	как на	2	3
89	а в	9	3
90	и его	3	3
91	в глазах	4	3
92	не столько	5	3
93	следует признать	4	3
94	всей своей	2	3
95	в данном	10	3
96	как к	3	3
97	в другом	4	3
98	как правило	3	3
99	в равной	2	3
100	ничего не	6	3
101	же как	2	2
102	у него	6	2
103	восходит к	2	2
104	в нашем	2	2
105	не является	4	2
106	в какой	4	2
107	с этой	3	2
108	в конце	4	2
109	в жизни	6	2
110	вовсе не	2	2
111	как уже	2	2
112	художественного письма	2	2
113	и к	6	2
114	а также	6	2
115	о которой	3	2
116	равной степени	2	2
117	для нас	2	2
118	в ее	4	2
119	тем не	5	2
120	разговоре с	2	2
121	присутствия в	2	2
122	все что	4	2
123	еще не	2	2
124	было бы	2	2
125	и сам	3	2
126	со своей	2	2
127	не могу	2	2
128	при всей	4	2
129	свидетельствует о	4	2
130	как бы	6	2
131	картина мира	8	2
132	не вполне	2	2
133	для себя	3	2
134	что и	2	2
135	как он	2	2
136	все же	6	2
137	и т	2	2
138	же в	4	2
139	в целом	3	2
140	не к	4	2
141	к адресату	2	2
142	как раз	3	2
143	т п	2	2
144	той же	2	2
145	и читателя	2	2
146	жизни на	2	2
147	к своему	2	2
148	уже не	4	2
149	и что	2	2
150	коммуникативного события	8	2
151	героя в	6	2
152	хотя бы	2	2
153	а к	3	2
154	в своих	2	2
155	в результате	2	2
156	потому что	2	2
157	одно из	2	2
158	подобно тому	2	2
159	соответствии с	3	2
160	что я	3	2
161	с другим	2	2
162	и вновь	2	2
163	о том	5	2
164	представляет собой	16	2
165	тому как	2	2
166	в каждой	2	2
167	как это	4	2
168	с ним	4	2
169	в него	2	2
170	могло бы	2	2
171	но в	6	2
172	мира в	4	2
