N	2gram	Voloshinov_1	Problema
1	в его	4	43
2	и не	4	42
3	и в	16	38
4	и проч	9	28
5	не может	8	27
6	может быть	17	26
7	как бы	5	22
8	отнюдь не	4	19
9	и с	8	17
10	и его	8	16
11	в нем	4	15
12	в этом	9	15
13	прежде всего	9	13
14	только в	4	13
15	художественного творчества	4	12
16	за пределы	2	12
17	ни в	5	11
18	во всех	3	11
19	и для	2	11
20	в области	3	11
21	отношение к	5	10
22	таким образом	9	10
23	но и	4	9
24	его в	4	9
25	не только	7	9
26	в том	3	8
27	и как	3	8
28	и др	3	8
29	точки зрения	8	8
30	было бы	2	8
31	то что	3	8
32	что в	3	7
33	вообще не	2	7
34	с помощью	2	7
35	в самом	2	7
36	но отнюдь	2	7
37	как и	2	7
38	еще не	5	7
39	совершенно не	8	7
40	в своей	2	7
41	как мы	4	7
42	в пределах	2	6
43	и наконец	4	6
44	а в	3	6
45	на основе	2	6
46	только как	3	6
47	в психике	8	6
48	не есть	2	6
49	самом деле	6	6
50	с точки	6	6
51	мы можем	9	6
52	и этим	2	6
53	отношения к	3	6
54	то же	2	5
55	при этом	6	5
56	никогда не	2	5
57	все эти	5	5
58	в основе	3	5
59	может иметь	2	5
60	с ним	2	5
61	в них	2	5
62	его целом	2	5
63	конечно не	6	5
64	и о	2	5
65	в большинстве	3	5
66	так и	4	5
67	не на	2	5
68	большинстве случаев	3	5
69	могут быть	3	5
70	не менее	2	4
71	на самом	4	4
72	в конечном	3	4
73	и только	9	4
74	с ними	4	4
75	сказать что	7	4
76	о том	2	4
77	и потому	3	4
78	но в	4	4
79	дела с	2	4
80	конечном счете	2	4
81	всех его	2	4
82	что не	2	4
83	между ними	3	4
84	хотя бы	4	4
85	себя и	2	3
86	и художественного	3	3
87	но это	2	3
88	почти совершенно	2	3
89	все это	4	3
90	и содержание	2	3
91	на них	2	3
92	они не	2	3
93	и даже	4	3
94	в область	2	3
95	и на	4	3
96	все то	2	3
97	ни было	2	3
98	и все	4	3
99	этом смысле	3	3
100	и к	6	3
101	том что	3	3
102	говорить о	2	3
103	все что	4	3
104	со всеми	2	3
105	он не	2	3
106	нет и	2	3
107	оно не	2	3
108	с другими	3	3
109	не знает	2	3
110	и это	6	3
111	едва ли	3	3
112	на этом	3	2
113	не могут	2	2
114	и есть	3	2
115	в частности	2	2
116	характерно для	2	2
117	в этих	3	2
118	цельного человека	2	2
119	здесь же	2	2
120	можно сказать	4	2
121	но зато	2	2
122	войти в	2	2
123	что оно	2	2
124	все и	2	2
125	не можем	2	2
126	и пр	12	2
127	что это	2	2
128	и значение	3	2
129	не нуждается	2	2
130	другими словами	2	2
131	чем не	3	2
132	и других	2	2
133	нуждается в	5	2
134	к себе	3	2
135	но как	2	2
136	в начале	2	2
137	и вся	2	2
138	можем сказать	2	2
139	как это	3	2
140	в него	5	2
141	цели и	2	2
142	организма и	2	2
143	с его	7	2
144	определить как	2	2
145	к этому	2	2
146	на первый	2	2
147	что он	2	2
148	так называемый	2	2
149	что и	2	2
150	момента в	2	2
151	можно определить	2	2
152	и ее	4	2
153	и вообще	2	2
154	в чем	5	2
