N	2gram	Voloshinov_1	FransuaR
1	и в	13	56
2	в его	7	18
3	таким образом	6	17
4	все эти	2	15
5	в этом	2	14
6	в том	2	13
7	так и	3	13
8	и его	12	12
9	как бы	6	11
10	и т.п	7	11
11	в них	2	11
12	то же	4	11
13	мы уже	2	10
14	только в	6	9
15	в самом	2	9
16	но и	3	9
17	и не	8	9
18	том что	2	8
19	не только	6	8
20	и др	2	8
21	в нем	2	8
22	и их	7	8
23	все это	4	8
24	прежде всего	9	6
25	вовсе не	2	6
26	в ее	3	6
27	мы видим	2	6
28	языка и	5	6
29	точки зрения	7	6
30	и все	3	6
31	но в	4	6
32	никогда не	3	5
33	в отношении	2	5
34	в пределах	3	5
35	как и	3	5
36	своего рода	2	5
37	в процессе	5	5
38	что в	3	5
39	роль в	2	5
40	в области	2	5
41	и ее	2	4
42	в себе	3	4
43	и к	2	4
44	за пределы	3	4
45	наконец в	2	4
46	в ней	2	4
47	литературного языка	2	4
48	с одной	2	4
49	при этом	2	4
50	форм и	2	4
51	в своих	2	4
52	во всем	2	4
53	так как	3	4
54	в которой	3	4
55	слов и	4	3
56	более того	2	3
57	может быть	8	3
58	не мог	2	3
59	а также	2	3
60	то что	6	3
61	в их	3	3
62	не на	2	3
63	в связи	2	3
64	еще и	4	3
65	там где	2	3
66	с помощью	2	3
67	здесь мы	3	3
68	и наконец	5	3
69	не в	3	3
70	громадную роль	2	3
71	между тем	2	3
72	в другом	2	3
73	и т.д	5	3
74	слова и	2	3
75	бы в	2	3
76	если бы	2	2
77	с другой	2	2
78	уже в	2	2
79	не как	3	2
80	в одном	3	2
81	конечно в	2	2
82	для него	2	2
83	одной стороны	2	2
84	было бы	4	2
85	в действительности	2	2
86	несмотря на	2	2
87	а в	2	2
88	и эта	5	2
89	на две	2	2
90	все же	5	2
91	в своей	4	2
92	самом деле	3	2
93	данном случае	2	2
94	другой стороны	2	2
95	во всей	2	2
96	так же	2	2
97	не может	8	2
98	а не	2	2
99	и для	3	2
100	с точки	5	2
101	мы не	4	2
102	от всех	2	2
103	между собою	2	2
104	в данном	2	2
105	и то	3	2
106	с этой	2	2
107	и при	2	2
108	что они	2	2
109	и стиль	2	2
