N	2gram	Vygotskiy__2	Psycholo
1	в том	33	37
2	и в	15	32
3	и что	8	22
4	том что	27	21
5	то что	20	21
6	таким образом	14	21
7	потому что	7	21
8	что в	14	20
9	так же	4	18
10	может быть	9	18
11	что и	2	17
12	не может	9	17
13	точки зрения	26	17
14	что она	3	16
15	самом деле	6	16
16	того чтобы	12	14
17	что он	12	13
18	при этом	3	13
19	то же	5	13
20	для того	10	13
21	в этом	19	13
22	по себе	7	12
23	если мы	6	12
24	в самом	11	12
25	не только	15	12
26	заключается в	8	12
27	с и	4	12
28	так как	4	12
29	на то	6	11
30	было бы	10	11
31	в основе	3	11
32	при помощи	4	10
33	как и	6	10
34	когда он	3	10
35	но и	10	10
36	и не	7	10
37	с точки	18	10
38	никогда не	8	9
39	что все	4	9
40	что при	3	9
41	как в	4	9
42	тем что	2	9
43	что это	6	8
44	не в	8	8
45	с таким	6	8
46	той же	2	8
47	того что	17	8
48	на деле	5	8
49	к тому	7	7
50	мы знаем	7	7
51	и как	2	7
52	а не	3	7
53	говорит что	5	7
54	в сущности	9	7
55	все эти	3	7
56	можно было	5	7
57	и его	4	7
58	что для	3	7
59	сказать что	6	7
60	только в	4	7
61	что они	3	7
62	все время	3	6
63	в этой	6	6
64	тот же	7	6
65	и мы	2	6
66	и из	2	6
67	он не	7	6
68	как бы	7	6
69	целый ряд	2	6
70	социальной психологии	2	6
71	те же	3	6
72	же самое	2	6
73	что если	2	6
74	о том	9	6
75	если бы	8	6
76	отнюдь не	2	5
77	что у	3	5
78	на все	2	5
79	что его	4	5
80	утверждает что	3	5
81	он говорит	3	5
82	все это	4	5
83	как раз	4	5
84	показать что	5	5
85	этом отношении	3	5
86	на самом	3	5
87	и даже	5	5
88	и более	2	4
89	же как	2	4
90	когда она	2	4
91	столь же	2	4
92	от того	2	4
93	едва ли	7	4
94	с этой	2	4
95	что на	2	4
96	как это	6	4
97	и сам	3	4
98	несмотря на	4	4
99	иначе говоря	2	4
100	и той	2	4
101	указывает что	2	4
102	и по	3	4
103	и тем	2	4
104	все же	4	4
105	из них	3	4
106	наряду с	2	4
107	и до	3	4
108	данном случае	3	4
109	а в	4	4
110	и все	3	4
111	мы имеем	3	4
112	мы видим	4	4
113	не имеет	4	4
114	и для	2	4
115	в данном	3	4
116	и с	4	4
117	говорит он	12	4
118	могут быть	2	4
119	с этим	3	4
120	в целом	10	4
121	ту же	2	4
122	и это	3	4
123	ничего не	3	4
124	того как	4	4
125	в общем	3	3
126	не могут	2	3
127	легко заметить	2	3
128	каким образом	2	3
129	состоит в	3	3
130	в частности	6	3
131	к которым	4	3
132	конечном счете	4	3
133	для этого	3	3
134	хотя бы	4	3
135	с другой	6	3
136	представление о	5	3
137	указывает на	2	3
138	которые не	2	3
139	и к	6	3
140	по существу	5	3
141	об этом	3	3
142	что именно	3	3
143	как говорит	2	3
144	и другой	2	3
145	что с	5	3
146	в своей	4	3
147	с ее	2	3
148	так и	8	3
149	во всех	2	3
150	том чтобы	4	3
151	и их	5	3
152	были бы	2	3
153	и ее	3	3
154	бы и	3	3
155	в их	2	3
156	в отношении	6	3
157	что же	2	3
158	и других	2	3
159	этот вопрос	5	3
160	в конечном	4	3
161	тому как	2	3
162	в исследовании	4	3
163	он в	3	3
164	само по	2	3
165	в которых	3	3
166	во всем	2	3
167	мы должны	6	3
168	тогда когда	5	3
169	но в	6	3
170	видит в	2	3
171	мы не	10	3
172	в виду	6	3
173	мы можем	10	3
174	не существует	3	2
175	как только	2	2
176	на вопрос	4	2
177	этих двух	2	2
178	с его	4	2
179	показали что	2	2
180	оба эти	2	2
181	мы будем	3	2
182	казалось бы	8	2
183	к действительности	8	2
184	с в	4	2
185	больше того	3	2
186	показал что	5	2
187	понятно что	2	2
188	этой теории	3	2
189	в них	4	2
190	все что	5	2
191	сравнению с	5	2
192	эта теория	2	2
193	это не	5	2
194	точка зрения	3	2
195	из всех	2	2
196	с другими	3	2
197	в одном	2	2
198	в объяснении	3	2
199	в полном	2	2
200	но эта	3	2
201	во всяком	7	2
202	ни в	2	2
203	мысль что	6	2
204	всякий раз	2	2
205	тем более	3	2
206	но не	3	2
207	очевидно что	3	2
208	того же	3	2
209	по сравнению	5	2
210	но что	2	2
211	бы с	3	2
212	видит причину	2	2
213	действия и	3	2
214	из которых	3	2
215	вовсе не	6	2
216	том же	2	2
217	подход к	2	2
218	что каждая	2	2
219	в его	2	2
220	как совершенно	3	2
221	всяком случае	6	2
222	все те	2	2
223	его с	2	2
224	зрения социальной	2	2
225	как он	6	2
226	с однако	2	2
227	в этих	2	2
228	для нас	4	2
229	на том	2	2
230	в процессе	11	2
231	вместе с	6	2
232	значение в	3	2
233	относительно того	3	2
234	речи с	5	2
235	есть нечто	2	2
236	как нечто	2	2
237	а с	4	2
238	что оно	4	2
239	мы находим	6	2
240	из того	4	2
241	что ребенок	8	2
242	в самой	3	2
243	в игре	3	2
244	и другое	2	2
245	на этот	6	2
246	которой мы	2	2
247	в других	2	2
248	самое что	2	2
249	отличие от	3	2
250	увидим что	2	2
251	у них	2	2
252	с но	8	2
253	также и	2	2
254	их в	4	2
255	на которых	2	2
256	моментов в	2	2
257	полагает что	5	2
258	подобно тому	2	2
259	в первый	2	2
260	в себе	2	2
261	и вообще	2	2
262	и только	3	2
263	могли бы	4	2
264	философии и	3	2
265	там где	6	2
266	заметить что	2	2
267	не потому	2	2
268	в которой	4	2
269	учения о	2	2
270	к которому	6	2
