N	2gram	Nazirov_Vr_1	Myslijsy
1	в том	3	32
2	и в	8	30
3	может быть	4	28
4	то же	5	23
5	не только	9	21
6	для нас	4	20
7	но и	7	19
8	том что	3	18
9	то что	7	18
10	что в	7	17
11	в себе	2	16
12	и не	5	15
13	таким образом	2	14
14	вместе с	2	12
15	а в	2	12
16	как и	6	10
17	и что	8	10
18	в этом	8	10
19	в то	5	10
20	для него	2	9
21	в нем	6	9
22	между тем	5	9
23	в ней	4	8
24	и то	2	8
25	тем что	3	7
26	что он	4	6
27	но это	2	6
28	из них	2	6
29	не может	2	6
30	там же	2	6
31	уже не	2	6
32	с ним	4	6
33	уже в	4	5
34	в них	2	5
35	и как	3	5
36	же время	5	5
37	в своем	3	5
38	еще не	2	5
39	не менее	2	5
40	что я	2	5
41	столь же	2	4
42	все это	4	4
43	в его	3	4
44	в котором	6	4
45	тем более	2	4
46	на это	2	4
47	и его	3	4
48	он не	3	4
49	не было	5	4
50	далеко не	3	4
51	и это	2	4
52	место в	2	3
53	и все	7	3
54	к этому	3	3
55	в свою	2	3
56	при этом	4	3
57	как бы	4	3
58	так же	4	3
59	в начале	6	3
60	его в	3	3
61	ответ на	2	3
62	в чем	3	3
63	во многом	4	2
64	во время	2	2
65	время и	2	2
66	об этом	5	2
67	связи с	3	2
68	его с	2	2
69	с нею	2	2
70	это в	2	2
71	на то	3	2
72	отношение к	2	2
73	в этой	2	2
74	но как	2	2
75	у него	5	2
76	несмотря на	4	2
77	и о	3	2
78	том же	2	2
79	все же	6	2
80	же в	2	2
81	в своей	2	2
82	целый ряд	4	2
83	так в	2	2
84	что есть	3	2
85	тогда как	2	2
86	а с	2	2
87	и даже	6	2
88	их в	2	2
89	эти слова	3	2
90	точки зрения	2	2
91	о том	4	2
92	при создании	2	2
93	и с	6	2
