N	2gram	Bakhtin_Fr_1	Psycholo
1	и в	65	38
2	то что	3	35
3	в том	16	25
4	в самом	4	25
5	самом деле	3	21
6	что в	3	20
7	может быть	6	19
8	точки зрения	7	16
9	в ней	6	15
10	то есть	45	15
11	том что	6	14
12	как бы	22	14
13	потому что	5	14
14	в этой	4	13
15	в этом	15	13
16	мы видим	2	12
17	не только	10	12
18	не в	4	12
19	что он	3	11
20	в сущности	16	10
21	и не	22	10
22	и все	5	10
23	с точки	3	9
24	все же	6	8
25	в одном	5	8
26	вовсе не	18	8
27	для нас	4	8
28	как и	5	8
29	как раз	3	8
30	и это	2	8
31	с другой	3	7
32	в ее	3	7
33	не может	3	7
34	как мы	6	7
35	между тем	5	7
36	мы уже	12	7
37	из них	4	6
38	и здесь	3	6
39	к тому	2	6
40	до сих	4	6
41	он не	2	6
42	с одной	2	6
43	так как	6	6
44	и его	10	6
45	и на	11	6
46	о том	2	6
47	в своем	8	5
48	одной стороны	2	5
49	несмотря на	2	5
50	совершенно не	4	5
51	в своей	5	5
52	время в	2	5
53	но и	10	5
54	сих пор	4	5
55	в той	5	5
56	или в	2	5
57	в его	9	5
58	так сказать	4	5
59	никогда не	6	4
60	в тех	3	4
61	по своему	8	4
62	при этом	6	4
63	и для	2	4
64	во всех	9	4
65	в самой	3	4
66	она была	3	4
67	в нем	13	4
68	в целом	2	4
69	как в	5	4
70	все эти	10	4
71	того что	2	4
72	и даже	8	4
73	в своих	5	4
74	сказать что	6	4
75	только в	7	4
76	в себе	3	4
77	в виду	3	4
78	в них	5	3
79	из этих	2	3
80	главным образом	6	3
81	и к	4	3
82	он был	2	3
83	конечно в	2	3
84	но это	3	3
85	наряду с	2	3
86	в основе	8	3
87	уже говорили	7	3
88	не к	2	3
89	все это	9	3
90	одновременно и	2	3
91	что не	2	3
92	по его	3	3
93	в таком	2	3
94	из всех	2	3
95	далеко не	3	3
96	его в	7	3
97	но в	14	3
98	в общем	4	2
99	не могут	3	2
100	всех этих	8	2
101	на время	3	2
102	и другие	8	2
103	в этих	2	2
104	при таком	2	2
105	и одновременно	5	2
106	так например	2	2
107	и во	3	2
108	на самом	6	2
109	на всю	4	2
110	же в	2	2
111	до конца	2	2
112	уже не	3	2
113	есть в	5	2
114	здесь в	8	2
115	для него	5	2
116	от своего	2	2
117	и часто	2	2
118	например в	2	2
119	и очень	2	2
120	отношения к	2	2
121	вовсе нет	2	2
122	еще и	5	2
123	не просто	3	2
124	и вот	2	2
125	и наконец	2	2
126	и по	2	2
127	есть только	2	2
128	мы найдем	2	2
129	их в	2	2
130	одно из	6	2
131	к себе	2	2
132	но как	3	2
133	его к	2	2
134	всего того	2	2
135	с ним	3	2
136	ничего не	3	2
