N	2gram	Losev_Dial_2	FransuaR
1	и в	19	41
2	мы уже	8	18
3	во всех	2	17
4	таким образом	4	17
5	в нем	10	16
6	и с	5	16
7	тела и	5	15
8	и его	5	13
9	но и	12	13
10	как мы	3	12
11	в этом	8	12
12	все это	4	11
13	все эти	2	11
14	прежде всего	8	10
15	в самом	5	10
16	не только	19	10
17	так как	14	10
18	то что	14	10
19	кроме того	3	9
20	во время	2	9
21	и все	12	9
22	о том	5	9
23	никогда не	9	8
24	в сущности	2	8
25	в этой	3	8
26	но в	2	8
27	вовсе не	13	7
28	том что	10	7
29	как бы	14	7
30	как и	10	7
31	что в	7	7
32	что он	6	6
33	мы видим	2	6
34	например в	2	6
35	вместе с	2	6
36	или в	2	6
37	также и	2	6
38	сказать что	10	6
39	в то	6	6
40	то же	12	5
41	в одном	4	5
42	в ее	4	5
43	так же	2	5
44	же время	5	5
45	между собою	3	5
46	из них	3	5
47	так и	10	5
48	в своем	4	5
49	в той	3	5
50	и что	5	5
51	тем что	2	5
52	но он	4	5
53	в себе	15	5
54	что это	10	5
55	уже в	4	4
56	все время	3	4
57	с другой	5	4
58	та же	4	4
59	и от	3	4
60	именно в	2	4
61	и как	10	4
62	не в	8	4
63	и вообще	6	4
64	в ней	2	4
65	даже в	3	4
66	все же	4	4
67	не может	9	4
68	с одной	2	4
69	как в	2	4
70	самом деле	4	4
71	и даже	14	4
72	а в	4	4
73	в результате	2	4
74	в другом	4	4
75	о котором	3	4
76	с ним	4	4
77	перед нами	2	3
78	в одной	4	3
79	с этим	3	3
80	на все	2	3
81	но это	7	3
82	есть в	2	3
83	до сих	2	3
84	было бы	3	3
85	в целях	3	3
86	конечно не	6	3
87	и их	3	3
88	в искусстве	2	3
89	когда они	2	3
90	жизни и	6	3
91	сих пор	2	3
92	в голове	2	3
93	при этом	4	3
94	и не	30	3
95	они не	3	3
96	того что	6	3
97	что не	6	3
98	к нему	4	3
99	есть только	4	3
100	в данном	3	3
101	только в	5	3
102	тело и	3	3
103	в чем	3	3
104	потому что	14	3
105	также что	2	3
106	времени и	9	2
107	на сцену	2	2
108	не могут	4	2
109	всех этих	3	2
110	что если	3	2
111	это уже	2	2
112	в частности	2	2
113	ведь это	3	2
114	связана с	2	2
115	будем говорить	2	2
116	в этих	3	2
117	понятно что	2	2
118	в конце	2	2
119	человека и	2	2
120	и образы	2	2
121	если мы	2	2
122	в том	14	2
123	раз в	2	2
124	это и	3	2
125	так что	7	2
126	связи с	4	2
127	что они	6	2
128	на этом	2	2
129	но не	6	2
130	есть и	6	2
131	должна быть	5	2
132	как известно	2	2
133	и часто	2	2
134	может быть	20	2
135	за пределы	4	2
136	в своей	8	2
137	он не	4	2
138	и когда	4	2
139	и потому	5	2
140	себя в	2	2
141	был в	2	2
142	данном случае	2	2
143	а именно	5	2
144	есть нечто	8	2
145	другой стороны	4	2
146	и прежде	2	2
147	как раз	5	2
148	не на	2	2
149	это все	2	2
150	как это	7	2
151	мы находим	3	2
152	в истории	2	2
153	заключается в	4	2
154	а не	16	2
155	с точки	8	2
156	и то	7	2
157	как они	3	2
158	их в	2	2
159	между тем	2	2
160	точки зрения	12	2
161	на его	2	2
162	говорить о	5	2
163	что мы	2	2
164	как он	4	2
165	в области	2	2
166	тогда когда	6	2
167	это было	3	2
