N	2gram	Vygotskiy__2	Komedia
1	и в	15	22
2	и не	7	21
3	том что	27	13
4	в том	33	12
5	таким образом	14	12
6	со стороны	3	11
7	так как	4	11
8	ни в	2	10
9	потому что	7	10
10	в самом	11	9
11	вместе с	6	9
12	если бы	8	8
13	в своем	9	8
14	что он	12	8
15	к ней	2	8
16	в его	2	8
17	что и	2	8
18	в этом	19	8
19	о том	9	8
20	об этом	3	7
21	при этом	3	7
22	то же	5	7
23	только что	3	7
24	едва ли	7	7
25	а в	4	7
26	во время	3	6
27	к этому	4	6
28	того же	3	6
29	для того	10	6
30	к тому	7	6
31	может быть	9	6
32	как раз	4	6
33	самом деле	6	6
34	и что	8	6
35	того чтобы	12	6
36	и его	4	6
37	связи с	9	5
38	что в	14	5
39	прежде всего	4	5
40	что его	4	5
41	как это	6	5
42	и сам	3	5
43	не только	15	5
44	речь идет	2	5
45	в своей	4	5
46	из них	3	5
47	все это	4	5
48	по отношению	6	5
49	он не	7	5
50	тем что	2	5
51	в которых	3	5
52	к себе	2	5
53	с ним	3	5
54	но в	6	5
55	но все	2	4
56	у него	2	4
57	отнюдь не	2	4
58	с другой	6	4
59	вовсе не	6	4
60	нет и	2	4
61	все же	4	4
62	не в	8	4
63	не дает	2	4
64	несмотря на	4	4
65	тем более	3	4
66	то что	20	4
67	когда он	3	4
68	но и	10	4
69	что она	3	4
70	и речи	13	4
71	в отношении	6	4
72	с помощью	5	4
73	а не	3	4
74	и для	2	4
75	друг друга	5	4
76	так же	4	4
77	точки зрения	26	4
78	в себе	2	4
79	в связи	6	4
80	так и	8	4
81	не является	9	4
82	хотя бы	4	4
83	и с	4	4
84	ничем не	3	4
85	с его	4	3
86	в частности	6	3
87	никогда не	8	3
88	в них	4	3
89	следует что	2	3
90	с этой	2	3
91	с этим	3	3
92	идет о	3	3
93	на то	6	3
94	нисколько не	2	3
95	и к	6	3
96	как и	6	3
97	в начале	4	3
98	в этой	6	3
99	чем в	2	3
100	который в	4	3
101	все что	5	3
102	одной стороны	7	3
103	было бы	10	3
104	и мы	2	3
105	на этот	6	3
106	как бы	7	3
107	отношению к	5	3
108	в целом	10	3
109	приводит к	5	3
110	не может	9	3
111	с одной	7	3
112	в течение	2	3
113	все равно	2	3
114	из того	4	3
115	ни малейшего	3	3
116	это обстоятельство	2	3
117	с точки	18	3
118	столь же	2	3
119	и даже	5	3
120	не имеет	4	3
121	в других	2	3
122	их в	4	3
123	одной из	3	3
124	мы можем	10	3
125	во всяком	7	3
126	но если	2	3
127	представляет собой	2	3
128	говорить о	2	3
129	же самое	2	3
130	как он	6	3
131	в которой	4	3
132	ничего не	3	3
133	всяком случае	6	3
134	в основе	3	2
135	на вопрос	4	2
136	остается в	2	2
137	только для	3	2
138	уже в	5	2
139	все время	3	2
140	состоит в	3	2
141	больше того	3	2
142	конечном счете	4	2
143	достаточно вспомнить	2	2
144	в качестве	4	2
145	сравнению с	5	2
146	как в	4	2
147	это не	5	2
148	и особенно	3	2
149	для обозначения	2	2
150	и все	3	2
151	в одном	2	2
152	человека и	3	2
153	представление о	5	2
154	не могут	2	2
155	нет никаких	2	2
156	стороны и	2	2
157	если мы	6	2
158	мы знаем	7	2
159	без всякого	2	2
160	отличие от	3	2
161	по существу	5	2
162	которой мы	2	2
163	из всех	2	2
164	в силу	2	2
165	в присутствии	2	2
166	что они	3	2
167	что с	5	2
168	тот же	7	2
169	в сущности	9	2
170	за пределы	2	2
171	он говорит	3	2
172	от того	2	2
173	в конечном	4	2
174	а также	2	2
175	в котором	2	2
176	должен быть	2	2
177	в развитии	26	2
178	раз в	2	2
179	по сравнению	5	2
180	после этого	2	2
181	во всех	2	2
182	наряду с	2	2
183	в их	2	2
184	как мы	6	2
185	целый ряд	2	2
186	этом отношении	3	2
187	ней в	2	2
188	мы не	10	2
189	из которых	3	2
190	за то	2	2
191	что для	3	2
192	с другими	3	2
193	можно было	5	2
194	здесь и	3	2
195	в результате	3	2
196	и ее	3	2
197	в другом	2	2
198	что мы	9	2
199	и это	3	2
200	что эта	6	2
201	к этой	3	2
202	больше чем	2	2
203	в виду	6	2
