N	2gram	Bakhtin_Fr_1	Myshleni
1	в том	16	28
2	и в	65	28
3	то что	3	28
4	в этом	15	27
5	того что	2	24
6	потому что	5	22
7	не может	3	19
8	том что	6	19
9	что он	3	18
10	только в	7	18
11	что в	3	17
12	не только	10	16
13	может быть	6	13
14	сказать что	6	13
15	точки зрения	7	13
16	и не	22	11
17	как бы	22	11
18	что мы	2	11
19	в отношении	6	10
20	к тому	2	10
21	как мы	6	10
22	но и	10	10
23	от того	2	10
24	так как	6	10
25	но не	2	10
26	с точки	3	10
27	в процессе	2	9
28	никогда не	6	8
29	в самом	4	8
30	еще не	6	8
31	в нем	13	7
32	в сущности	16	7
33	в своем	8	7
34	и других	3	7
35	мы видим	2	7
36	отношение к	4	7
37	он не	2	7
38	между ними	4	7
39	и к	4	6
40	для него	5	6
41	его в	7	6
42	как и	5	6
43	можно сказать	2	6
44	так и	10	6
45	приводит к	2	6
46	как раз	3	6
47	в чем	2	6
48	в области	7	6
49	не могут	3	5
50	это не	3	5
51	на этой	3	5
52	в свете	2	5
53	и на	11	5
54	и все	5	5
55	но в	14	5
56	речи и	2	5
57	могут быть	2	5
58	в этой	4	5
59	в частности	5	4
60	не в	4	4
61	мы и	3	4
62	например в	2	4
63	на этот	2	4
64	к жизни	2	4
65	в состоянии	3	4
66	друг друга	3	4
67	во всех	9	4
68	в той	5	4
69	в себе	3	4
70	из этих	2	3
71	есть в	5	3
72	до конца	2	3
73	при этом	6	3
74	на его	2	3
75	хотя и	2	3
76	в целом	2	3
77	в их	4	3
78	этом отношении	3	3
79	его развития	5	3
80	в системе	3	3
81	и по	2	3
82	в своих	5	3
83	образом в	2	3
84	в основе	8	3
85	и здесь	3	3
86	но как	3	3
87	по своей	3	3
88	с его	5	3
89	в них	5	3
90	на фоне	3	3
91	связи с	4	3
92	до сих	4	3
93	в его	9	3
94	сих пор	4	3
95	как в	5	3
96	в себя	3	3
97	и его	10	3
98	этот вопрос	2	3
99	не знает	6	3
100	отношения к	2	3
101	но на	3	2
102	и другие	8	2
103	в этих	2	2
104	с другой	3	2
105	это в	4	2
106	прежде всего	11	2
107	для нас	4	2
108	но это	3	2
109	самом деле	3	2
110	и человека	2	2
111	несмотря на	2	2
112	дает в	3	2
113	одним из	2	2
114	и от	2	2
115	и др	24	2
116	во второй	2	2
117	из них	4	2
118	все это	9	2
119	где они	3	2
120	все эти	10	2
121	форм и	9	2
122	можно только	4	2
123	и наконец	2	2
124	в других	3	2
125	мы всегда	2	2
126	от него	2	2
127	с ним	3	2
128	на котором	3	2
129	представления о	2	2
130	раз и	2	2
131	в одном	5	2
132	интерес к	2	2
133	более того	2	2
134	по своему	8	2
135	мы уже	12	2
136	в ряду	3	2
137	в своей	5	2
138	все же	6	2
139	мысли и	4	2
140	только на	2	2
141	но с	2	2
142	в значительной	6	2
143	и вообще	3	2
144	значительной мере	2	2
