N	2gram	Tiupa_Lite_3	Problemy
1	и в	16	43
2	и не	22	29
3	может быть	12	23
4	как бы	8	22
5	не может	8	18
6	но и	14	14
7	как и	5	14
8	точки зрения	7	13
9	в этом	14	13
10	что он	5	13
11	в нем	2	12
12	в одном	4	12
13	не в	10	11
14	по себе	2	11
15	не только	14	11
16	прежде всего	3	10
17	и на	2	10
18	но в	3	10
19	в его	6	10
20	как мы	2	10
21	никогда не	4	9
22	еще не	6	9
23	для него	2	8
24	лишь в	5	8
25	то же	9	8
26	с точки	3	8
27	и его	6	8
28	и сам	2	7
29	в самом	3	7
30	к себе	8	7
31	в то	9	7
32	то что	12	7
33	а не	12	7
34	в другом	6	7
35	в том	12	6
36	при этом	15	6
37	и наконец	3	6
38	не как	2	6
39	что я	5	6
40	о нем	2	6
41	здесь не	2	6
42	на то	2	5
43	же время	7	5
44	хотя и	4	5
45	по отношению	4	5
46	а в	5	5
47	и с	2	5
48	о том	6	5
49	но не	4	5
50	было бы	2	5
51	отношению к	4	5
52	самом деле	3	5
53	в слове	3	5
54	в себе	6	5
55	я не	2	4
56	что в	2	4
57	с другой	6	4
58	к тому	6	4
59	до конца	4	4
60	в словах	3	4
61	должно быть	4	4
62	человека в	2	4
63	так чтобы	2	4
64	то есть	5	4
65	с его	6	4
66	более того	3	4
67	совершенно не	3	4
68	в своей	7	4
69	во всех	2	4
70	в отличие	5	4
71	себе самому	3	4
72	там где	3	4
73	как раз	2	4
74	только в	7	4
75	далеко не	2	4
76	установка на	2	4
77	отличие от	5	4
78	не менее	2	3
79	себя и	2	3
80	это не	5	3
81	или иной	2	3
82	тому же	5	3
83	той или	2	3
84	и только	2	3
85	и даже	2	3
86	самим собой	3	3
87	он и	2	3
88	его в	2	3
89	еще один	2	3
90	между тем	3	3
91	в жизни	8	3
92	сознания и	2	3
93	если бы	2	3
94	в единстве	3	3
95	не знает	2	3
96	стороны и	2	3
97	и к	3	3
98	в романе	3	3
99	по существу	4	3
100	того же	2	3
101	со всеми	2	3
102	когда он	2	3
103	наконец в	3	3
104	даже в	4	3
105	что и	2	3
106	все же	2	3
107	себя в	7	3
108	так и	9	3
109	другого в	4	3
110	уже не	3	3
111	другой стороны	2	3
112	и для	4	3
113	той же	3	3
114	тем что	2	3
115	и ее	2	3
116	а лишь	2	2
117	в сторону	3	2
118	что у	2	2
119	в конце	2	2
120	вопрос о	2	2
121	человек с	2	2
122	и как	3	2
123	своей жизни	2	2
124	мы и	2	2
125	знает что	2	2
126	художественного творчества	2	2
127	из рассказа	2	2
128	него не	2	2
129	например в	3	2
130	диалог с	2	2
131	то это	2	2
132	в целом	5	2
133	отношение к	2	2
134	отношения к	3	2
135	того что	9	2
136	так же	2	2
137	с ними	2	2
138	в своих	2	2
139	из них	4	2
140	в первом	2	2
141	лишь на	2	2
142	я и	10	2
143	ни было	2	2
144	и другого	2	2
145	мы с	2	2
146	а затем	3	2
147	в первой	2	2
148	у нас	2	2
149	и при	2	2
150	на себя	2	2
151	не могу	2	2
152	для себя	2	2
153	в самый	2	2
154	ее в	2	2
155	бы и	3	2
156	как в	5	2
157	им в	2	2
158	входит в	4	2
159	том что	8	2
160	что не	2	2
161	автора и	2	2
162	в поэзии	5	2
163	в каждой	2	2
